"abbreviation"	"officialName"	"equation"	"reconstruction directionality"	"subSystem"	"proteinClass"	"geneAssociation"	"reaction with marvin charges (pH7)"	"reaction with marvin charges (pH 7.2)"	"delta G (pH 7)"	"mM delta G (pH 7)"	"min delta G (pH 7)"	"max delta G (pH 7)"	"delta G (pH 7.2)"	"uncertainty in delta G (pH 7 or pH 7.2)"	"mM delta G (pH 7.2)"	"min delta G (pH 7.2)"	"max delta G (pH 7.2)"	"directionality without uncertainty (pH 7.2)"	"directionality with uncertainty (pH 7.2)"	" "	" "	"reconstruction directionality"	"directionality without uncertainty (pH 7.2)"	"directionality with uncertainty (pH 7.2)"	
"FEROpp"	"ferroxidase"	"[p] : (4) fe2 + (4) h + o2 --> (4) fe3 + (2) h2o"	"forward only"	"Inorganic Ion Transport and Metabolism"	"1.16.3.1"	"b0123"	"[p] : (4) fe2[p] + (4) h[p] + o2[p] --> (4) fe3[p] + (2) h2o[p]"	"[p] : (4) fe2[p] + (4) h[p] + o2[p] --> (4) fe3[p] + (2) h2o[p]"	-8.2	-2.4	-24.3	24.6	-9.3	9.1	-3.5	-25.4	23.5	"reversible"	"reversible"						
"FFSD"	"beta-fructofuranosidase"	"[c] : h2o + suc6p --> fru + g6p"	"forward only"	"Alternate Carbon Metabolism"	"3.2.1.26"		"h2o + suc6p --> fru + g6p"	"h2o + suc6p --> fru + g6p"	-3.3	-7.4	-14.6	-1.1	-3.3	2	-7.4	-14.6	-1.1	"forward only"	"reversible"						
"FHL"	"Formate-hydrogen lyase"	"[c] : for + h --> co2 + h2"	"forward only"	"Pyruvate Metabolism"		"( ( b4079  and  ( b2481  and  b2482  and  b2483  and  b2484  and  b2485  and  b2486  and  b2487  and  b2488  and  b2489  and  b2490 ) )  or  ( b4079  and  ( b2719  and  b2720  and  b2721  and  b2722  and  b2723  and  b2724 ) ) )"	"for + h --> co2 + h2"	"for + h --> co2 + h2"	5.4	-0.6	-21	2.3	5.1	2.6	-0.9	-21.3	2	"reversible"	"reversible"						
"FLDR"	"flavodoxin reductase (NADPH)"	"[c] : fldox + h + nadph --> fldrd + nadp"	"forward only"	"Unassigned"	"1.18.1.2"	"( ( b0684  and  b3924 )  or  ( b2895  and  b3924 ) )"	"fldox + (2) h + nadph --> fldrd + nadp"	"fldox + h + nadph --> fldrd + nadp"	4.3	4.3	-4.7	13.4	3.8	3	3.8	-5.2	12.8	"reversible"	"reversible"						
"FLVR"	"flavin reductase"	"[c] : h + nadph + ribflv --> nadp + rbflvrd"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"	"1.5.1.30"	"( ( b2763  and  b2764 )  or  b3844 )"	"(2) h + nadph + ribflv --> nadp + rbflvrd"	"h + nadph + ribflv --> nadp + rbflvrd"	-5.5	-5.5	-14.5	3.6	-6	5.4	-6	-15	3	"reversible"	"reversible"						
"FLVRx"	"flavin reductase (NAD)"	"[c] : h + nadh + ribflv --> nad + rbflvrd"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"	"1.5.1.30"	"b3844"	"h + nadh + ribflv --> nad + rbflvrd"	"h + nadh + ribflv --> nad + rbflvrd"	-5.5	-5.5	-14.5	3.6	-5.8	5.4	-5.8	-14.8	3.3	"reversible"	"reversible"						
"FMETTRS"	"Methionyl-tRNA formyltransferase"	"[c] : 10fthf + mettrna --> fmettrna + h + thf"	"forward only"	"tRNA Charging"	"2.1.2.9"	"b3288"	"10fthf + mettrna --> fmettrna + h + thf"	"10fthf + mettrna --> fmettrna + h + thf"	-7.4	-7.4	-16.4	1.6	-7.2	4.5	-7.2	-16.2	1.8	"reversible"	"reversible"						
"FMNAT"	"FMN adenylyltransferase"	"[c] : atp + fmn + h --> fad + ppi"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"	"2.7.7.2"	"b0025"	"atp + fmn --> fad + ppi"	"atp + fmn --> fad + ppi"	0.4	0.4	-8.6	9.5	0.4	2.2	0.4	-8.6	9.4	"reversible"	"reversible"						
"FMNRx"	"FMN reductase"	"[c] : fmn + h + nadh --> fmnh2 + nad"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"		"( b0937  or  b3844 )"	"fmn + h + nadh --> fmnh2 + nad"	"fmn + h + nadh --> fmnh2 + nad"	-3.7	-3.7	-12.7	5.3	-4	5.9	-4	-13	5	"reversible"	"reversible"						
"FMNRx2"	"FMN reductase"	"[c] : fmn + h + nadph --> fmnh2 + nadp"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"		"( b0937  or  ( b2763  and  b2764 )  or  b3844 )"	"fmn + (2) h + nadph --> fmnh2 + nadp"	"fmn + h + nadph --> fmnh2 + nadp"	-3.7	-3.7	-12.7	5.3	-4.3	5.9	-4.3	-13.3	4.7	"reversible"	"reversible"						
"FORt2pp"	"formate transport via proton symport (uptake only, periplasm)"	"for[p] + h[p] --> for[c] + h[c]"	"forward only"	"Transport, Inner Membrane"		"( b0904  or  b2492 )"	"for[p] + h[p] --> for + h"	"for[p] + h[p] --> for + h"	0	0.3	-5.2	4.8	0	1.5	0.3	-5.2	4.8	"reversible"	"reversible"						
"FORtex"	"formate transport via diffusion (extracellular to periplasm)"	"for[e] <==> for[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"for[e] <==> for[p]"	"for[e] <==> for[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"FORtppi"	"formate transport via diffusion (cytoplasm to periplasm)"	"for[c] --> for[p]"	"forward only"	"Transport, Inner Membrane"		"( b0904  or  b2492 )"	"for --> for[p]"	"for --> for[p]"	0	-3.5	-8	2	0	1.5	-3.5	-8	2	"reversible"	"reversible"						
"FRD2"	"fumarate reductase"	"[c] : fum + mql8 --> mqn8 + succ"	"forward only"	"Citric Acid Cycle"	"1.3.99.1"	"( b4151  and  b4152  and  b4153  and  b4154 )"	"fum + mql8 --> mqn8 + succ"	"fum + mql8 --> mqn8 + succ"	6.6	6.6	-2.4	15.6	6.6	7.9	6.6	-2.4	15.6	"reversible"	"reversible"						
"FRD3"	"fumarate reductase"	"[c] : 2dmmql8 + fum --> 2dmmq8 + succ"	"forward only"	"Citric Acid Cycle"	"1.3.99.1"	"( b4151  and  b4152  and  b4153  and  b4154 )"	"2dmmql8 + fum --> 2dmmq8 + succ"	"2dmmql8 + fum --> 2dmmq8 + succ"	5.1	5.1	-3.9	14.1	5.1	7.3	5.1	-3.9	14.1	"reversible"	"reversible"						
"FRUK"	"fructose-1-phosphate kinase"	"[c] : atp + f1p --> adp + fdp + h"	"forward only"	"Alternate Carbon Metabolism"	"2.7.1.56"	"b2168"	"atp + f1p --> adp + fdp"	"atp + f1p --> adp + fdp"	-3.8	-3.8	-12.8	5.3	-3.8	0.7	-3.8	-12.8	5.2	"reversible"	"reversible"						
"FRULYSDG"	"Fructoselysine phosphate deglycase"	"[c] : frulysp + h2o <==> g6p + lys-L"	"reversible"	"Alternate Carbon Metabolism"		"b3371"	"frulysp + h2o <==> g6p + lys-L"	"frulysp + h2o <==> g6p + lys-L"	2.8	-1.3	-8.6	5	2.7	2.9	-1.4	-8.6	4.9	"reversible"	"reversible"						
"FRULYSE"	"fructoselysine 3-epimerase"	"[c] : psclys <==> frulys"	"reversible"	"Alternate Carbon Metabolism"		"b4474"	"psclys <==> frulys"	"psclys <==> frulys"	0	0	-4.5	4.5	0	1.5	0	-4.5	4.5	"reversible"	"reversible"						
"FRULYSK"	"Fructoselysine Kinase"	"[c] : atp + frulys --> adp + frulysp + h"	"forward only"	"Alternate Carbon Metabolism"		"b3374"	"atp + frulys --> adp + frulysp"	"atp + frulys --> adp + frulysp"	-3.8	-3.8	-12.8	5.3	-3.8	0.7	-3.8	-12.8	5.2	"reversible"	"reversible"						
"FRULYSt2pp"	"Fructoselysine transport via proton symport (periplasm)"	"frulys[p] + h[p] --> frulys[c] + h[c]"	"forward only"	"Transport, Inner Membrane"		"b3370"	"frulys[p] + h[p] --> frulys + h"	"frulys[p] + h[p] --> frulys + h"	0	-6.6	-12.1	-2.1	0	1.5	-6.6	-12.1	-2.1	"forward only"	"forward only"						
"FRULYStex"	"fructoselysine transporter via diffusion (extracellular)"	"frulys[e] <==> frulys[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"frulys[e] <==> frulys[p]"	"frulys[e] <==> frulys[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"FRUpts2pp"	"Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)"	"fru[p] + pep[c] --> f6p[c] + pyr[c]"	"forward only"	"Transport, Inner Membrane"		"( b1817  and  b1818  and  b1819  and  b2415  and  b2416 )"	"fru[p] + pep --> f6p + pyr"	"fru[p] + pep --> f6p + pyr"	-9.1	-9.1	-19.1	-0.1	-9.1	1.8	-9.1	-19.1	-0.1	"forward only"	"reversible"						
"FRUptspp"	"D-fructose transport via PEP:Pyr PTS (periplasm)"	"fru[p] + pep[c] --> f1p[c] + pyr[c]"	"forward only"	"Transport, Inner Membrane"		"( b2167  and  b2169  and  b2415  and  b2416 )"	"fru[p] + pep --> f1p + pyr"	"fru[p] + pep --> f1p + pyr"	-9.1	-9.1	-19.1	-0.1	-9.1	1.8	-9.1	-19.1	-0.1	"forward only"	"reversible"						
"FRUtex"	"D-fructose transport via diffusion (extracellular to periplasm)"	"fru[e] <==> fru[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"fru[e] <==> fru[p]"	"fru[e] <==> fru[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"FRUURt2rpp"	"D-fructuronate transport via proton symport, reversible (periplasm)"	"fruur[p] + h[p] <==> fruur[c] + h[c]"	"reversible"	"Transport, Inner Membrane"		"b4321"	"fruur[p] + h[p] <==> fruur + h"	"fruur[p] + h[p] <==> fruur + h"	0	0.3	-5.2	4.8	0	1.5	0.3	-5.2	4.8	"reversible"	"reversible"						
"FRUURtex"	"D-fructuronate transport via diffusion (extracellular)"	"fruur[e] <==> fruur[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"fruur[e] <==> fruur[p]"	"fruur[e] <==> fruur[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"FTHFD"	"formyltetrahydrofolate deformylase"	"[c] : 10fthf + h2o --> for + h + thf"	"forward only"	"Folate Metabolism"	"3.5.1.10"	"b1232"	"10fthf + h2o --> for + h + thf"	"10fthf + h2o --> for + h + thf"	-6.4	-10.5	-17.7	-4.2	-6.1	4.3	-10.2	-17.5	-3.9	"forward only"	"reversible"						
"FUCtex"	"L-fucose transport via diffusion (extracellular to periplasm)"	"fuc-L[e] <==> fuc-L[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"fuc-L[e] <==> fuc-L[p]"	"fuc-L[e] <==> fuc-L[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"FUCtpp"	"L-fucose transport via proton symport (periplasm)"	"fuc-L[p] + h[p] <==> fuc-L[c] + h[c]"	"reversible"	"Transport, Inner Membrane"		"b2801"	"fuc-L[p] + h[p] <==> fuc-L + h"	"fuc-L[p] + h[p] <==> fuc-L + h"	0	-3.2	-8.6	1.3	0	1.5	-3.2	-8.6	1.3	"reversible"	"reversible"						
"FUM"	"fumarase"	"[c] : fum + h2o <==> mal-L"	"reversible"	"Citric Acid Cycle"	"4.2.1.2"	"( b1612  or  b4122  or  b1611 )"	"fum + h2o <==> mal-L"	"fum + h2o <==> mal-L"	-0.6	-0.6	-5.1	4	-0.6	2.5	-0.6	-5.1	4	"reversible"	"reversible"						
"FUMt2_2pp"	"Fumarate transport via proton symport (2 H) (periplasm)"	"fum[p] + (2) h[p] --> fum[c] + (2) h[c]"	"forward only"	"Transport, Inner Membrane"		"b3528"	"fum[p] + (2) h[p] --> fum + (2) h"	"fum[p] + (2) h[p] --> fum + (2) h"	0	0.6	-4.9	5.1	0	1.5	0.6	-4.9	5.1	"reversible"	"reversible"						
"FUMt2_3pp"	"Fumarate transport via proton symport (3 H) (periplasm)"	"fum[p] + (3) h[p] --> fum[c] + (3) h[c]"	"forward only"	"Transport, Inner Membrane"		"( b4138  or  b4123  or  b0621 )"	"fum[p] + (3) h[p] --> fum + (3) h"	"fum[p] + (3) h[p] --> fum + (3) h"	0	-2.6	-8	1.9	0	1.5	-2.6	-8	1.9	"reversible"	"reversible"						
"FUMtex"	"Fumarate transport via diffusion (extracellular to periplasm)"	"fum[e] <==> fum[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"fum[e] <==> fum[p]"	"fum[e] <==> fum[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"G1PACT"	"glucosamine-1-phosphate N-acetyltransferase"	"[c] : accoa + gam1p --> acgam1p + coa + h"	"forward only"	"Cell Envelope Biosynthesis"	"2.3.1.157"	"b3730"	"accoa + gam1p --> acgam1p + coa + h"	"accoa + gam1p --> acgam1p + coa + h"	-5.5	-5.5	-14.5	3.5	-5.2	3.5	-5.2	-14.2	3.8	"reversible"	"reversible"						
"G1PPpp"	"Glucose-1-phosphatase"	"[p] : g1p + h2o --> glc-D + pi"	"forward only"	"Glycolysis/Gluconeogenesis"	"3.1.3.10"	"b1002"	"[p] : g1p[p] + h2o[p] --> glc-D[p] + h[p] + pi[p]"	"[p] : g1p[p] + h2o[p] --> glc-D[p] + h[p] + pi[p]"	-2.9	-7	-15.2	1.2	-2.8	2.2	-6.9	-15.1	1.3	"reversible"	"reversible"						
"G1Ptex"	"D-glucose 1-phosphate transport via diffusion"	"g1p[e] <==> g1p[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"g1p[e] <==> g1p[p]"	"g1p[e] <==> g1p[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"G1PTT"	"glucose-1-phosphate thymidylyltransferase"	"[c] : dttp + g1p + h --> dtdpglu + ppi"	"forward only"	"Cell Envelope Biosynthesis"	"2.7.7.24"	"( b2039  or  b3789 )"	"dttp + g1p --> dtdpglu + ppi"	"dttp + g1p --> dtdpglu + ppi"	0.4	0.4	-8.6	9.5	0.4	2.2	0.4	-8.6	9.4	"reversible"	"reversible"						
"G1SAT"	"glutamate-1-semialdehyde aminotransferase"	"[c] : glu1sa <==> 5aop"	"reversible"	"Cofactor and Prosthetic Group Biosynthesis"	"5.4.3.8"	"b0154"	"glu1sa <==> 5aop"	"glu1sa <==> 5aop"	-1.4	-1.4	-5.9	3.1	-1.4	0.9	-1.4	-5.9	3.1	"reversible"	"reversible"						
"G2PPpp"	"glycerol 2-phosphate phosphatase (periplasmic)"	"[p] : glyc2p + h2o --> glyc + pi"	"forward only"	"Alternate Carbon Metabolism"		"b4055"	"[p] : glyc2p[p] + h2o[p] --> glyc[p] + h[p] + pi[p]"	"[p] : glyc2p[p] + h2o[p] --> glyc[p] + h[p] + pi[p]"	-2.9	-7	-15.2	1.2	-2.8	2.2	-6.9	-15.1	1.3	"reversible"	"reversible"						
"G3PAT120"	"glycerol-3-phosphate acyltransferase (C12:0)"	"[c] : ddcaACP + glyc3p --> 1ddecg3p + ACP"	"forward only"	"Glycerophospholipid Metabolism"	"2.3.1.15"	"b4041"	"ddcaACP + glyc3p --> 1ddecg3p + ACP"	"ddcaACP + glyc3p --> 1ddecg3p + ACP"	-3.7	-3.7	-12.7	5.3	-3.7	3.3	-3.7	-12.7	5.3	"reversible"	"reversible"						
"G3PAT140"	"glycerol-3-phosphate acyltransferase (C14:0)"	"[c] : glyc3p + myrsACP --> 1tdecg3p + ACP"	"forward only"	"Glycerophospholipid Metabolism"	"2.3.1.15"	"b4041"	"glyc3p + myrsACP --> 1tdecg3p + ACP"	"glyc3p + myrsACP --> 1tdecg3p + ACP"	-3.7	-3.7	-12.7	5.3	-3.7	3.3	-3.7	-12.7	5.3	"reversible"	"reversible"						
"G3PAT141"	"glycerol-3-phosphate acyltransferase (C14:1)"	"[c] : glyc3p + tdeACP --> 1tdec7eg3p + ACP"	"forward only"	"Glycerophospholipid Metabolism"	"2.3.1.15"	"b4041"	"glyc3p + tdeACP --> 1tdec7eg3p + ACP"	"glyc3p + tdeACP --> 1tdec7eg3p + ACP"	-2.8	-2.8	-11.9	6.2	-2.8	3.5	-2.8	-11.9	6.2	"reversible"	"reversible"						
"G3PAT160"	"glycerol-3-phosphate acyltransferase (C16:0)"	"[c] : glyc3p + palmACP --> 1hdecg3p + ACP"	"forward only"	"Glycerophospholipid Metabolism"	"2.3.1.15"	"b4041"	"glyc3p + palmACP --> 1hdecg3p + ACP"	"glyc3p + palmACP --> 1hdecg3p + ACP"	-3.7	-3.7	-12.7	5.3	-3.7	3.3	-3.7	-12.7	5.3	"reversible"	"reversible"						
"G3PAT161"	"glycerol-3-phosphate acyltransferase (C16:1)"	"[c] : glyc3p + hdeACP --> 1hdec9eg3p + ACP"	"forward only"	"Glycerophospholipid Metabolism"	"2.3.1.15"	"b4041"	"glyc3p + hdeACP --> 1hdec9eg3p + ACP"	"glyc3p + hdeACP --> 1hdec9eg3p + ACP"	-3.7	-3.7	-12.7	5.3	-3.7	3.3	-3.7	-12.7	5.3	"reversible"	"reversible"						
"G3PAT180"	"glycerol-3-phosphate acyltransferase (C18:0)"	"[c] : glyc3p + ocdcaACP --> 1odecg3p + ACP"	"forward only"	"Glycerophospholipid Metabolism"	"2.3.1.15"	"b4041"	"glyc3p + ocdcaACP --> 1odecg3p + ACP"	"glyc3p + ocdcaACP --> 1odecg3p + ACP"	-3.7	-3.7	-12.7	5.3	-3.7	3.3	-3.7	-12.7	5.3	"reversible"	"reversible"						
"G3PAT181"	"glycerol-3-phosphate acyltransferase (C18:1)"	"[c] : glyc3p + octeACP --> 1odec11eg3p + ACP"	"forward only"	"Glycerophospholipid Metabolism"	"2.3.1.15"	"b4041"	"glyc3p + octeACP --> 1odec11eg3p + ACP"	"glyc3p + octeACP --> 1odec11eg3p + ACP"	-2.8	-2.8	-11.9	6.2	-2.8	3.5	-2.8	-11.9	6.2	"reversible"	"reversible"						
"G3PCabcpp"	"sn-glycerol-3-phosphocholine transport via ABC system (periplasm)"	"atp[c] + g3pc[p] + h2o[c] --> adp[c] + g3pc[c] + h[c] + pi[c]"	"forward only"	"Transport, Inner Membrane"		"( b3452  and  b3453  and  b3450  and  b3451 )"	"atp + g3pc[p] + h2o --> adp + g3pc + h + pi"	"atp + g3pc[p] + h2o --> adp + g3pc + h + pi"	-6.7	-10.8	-23.5	0	-6.6	2.2	-10.7	-23.4	0.1	"reversible"	"reversible"						
"G3PCtex"	"glycero-3-phosphocholine transport via diffusion (extracellular to periplasm)"	"g3pc[e] <==> g3pc[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"g3pc[e] <==> g3pc[p]"	"g3pc[e] <==> g3pc[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"G3PD2"	"glycerol-3-phosphate dehydrogenase (NADP)"	"[c] : glyc3p + nadp <==> dhap + h + nadph"	"reversible"	"Alternate Carbon Metabolism"	"1.1.1.94"	"b3608"	"glyc3p + nadp <==> dhap + (2) h + nadph"	"glyc3p + nadp <==> dhap + h + nadph"	3.7	3.7	-5.4	12.7	4.2	3.1	4.2	-4.8	13.2	"reversible"	"reversible"						
"G3PD5"	"glycerol-3-phosphate dehydrogenase (ubiquinone-8)"	"[c] : glyc3p + q8 --> dhap + q8h2"	"forward only"	"Oxidative Phosphorylation"	"1.1.99.5"	"( ( b2241  and  b2242  and  b2243 )  or  b3426 )"	"glyc3p + q8 --> dhap + q8h2"	"glyc3p + q8 --> dhap + q8h2"	-13.4	-13.4	-22.5	-4.4	-13.4	7.7	-13.4	-22.5	-4.4	"forward only"	"reversible"						
"G3PD6"	"glycerol-3-phosphate dehydrogenase (menaquinone-8)"	"[c] : glyc3p + mqn8 --> dhap + mql8"	"forward only"	"Oxidative Phosphorylation"	"1.1.99.5"	"( b2241  and  b2242  and  b2243 )"	"glyc3p + mqn8 --> dhap + mql8"	"glyc3p + mqn8 --> dhap + mql8"	-17.9	-17.9	-26.9	-8.9	-17.9	8.1	-17.9	-26.9	-8.9	"forward only"	"forward only"						
"G3PD7"	"glycerol-3-phosphate dehydrogenase (demethylmenaquinone-8)"	"[c] : 2dmmq8 + glyc3p --> 2dmmql8 + dhap"	"forward only"	"Oxidative Phosphorylation"	"1.1.99.5"	"( b2241  and  b2242  and  b2243 )"	"2dmmq8 + glyc3p --> 2dmmql8 + dhap"	"2dmmq8 + glyc3p --> 2dmmql8 + dhap"	-16.4	-16.4	-25.4	-7.4	-16.4	7.6	-16.4	-25.4	-7.4	"forward only"	"reversible"						
"G3PEabcpp"	"sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)"	"atp[c] + g3pe[p] + h2o[c] --> adp[c] + g3pe[c] + h[c] + pi[c]"	"forward only"	"Transport, Inner Membrane"		"( b3452  and  b3453  and  b3450  and  b3451 )"	"atp + g3pe[p] + h2o --> adp + g3pe + h + pi"	"atp + g3pe[p] + h2o --> adp + g3pe + h + pi"	-6.7	-10.8	-23.5	0	-6.6	2.2	-10.7	-23.4	0.1	"reversible"	"reversible"						
"G3PEtex"	"glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm)"	"g3pe[e] <==> g3pe[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"g3pe[e] <==> g3pe[p]"	"g3pe[e] <==> g3pe[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"G3PGabcpp"	"sn-glycerol-3-phosphoglycerol transport via ABC system (periplasm)"	"atp[c] + g3pg[p] + h2o[c] --> adp[c] + g3pg[c] + h[c] + pi[c]"	"forward only"	"Transport, Inner Membrane"		"( b3452  and  b3453  and  b3450  and  b3451 )"	"atp + g3pg[p] + h2o --> adp + g3pg + h + pi"	"atp + g3pg[p] + h2o --> adp + g3pg + h + pi"	-6.7	-7.3	-20	3.5	-6.6	2.2	-7.2	-19.9	3.6	"reversible"	"reversible"						
"G3PGtex"	"glycerophoglycerol transport via diffusion (extracellular to periplasm)"	"g3pg[e] <==> g3pg[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"g3pg[e] <==> g3pg[p]"	"g3pg[e] <==> g3pg[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"G3PIabcpp"	"sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)"	"atp[c] + g3pi[p] + h2o[c] --> adp[c] + g3pi[c] + h[c] + pi[c]"	"forward only"	"Transport, Inner Membrane"		"( b3452  and  b3453  and  b3450  and  b3451 )"	"atp + g3pi[p] + h2o --> adp + g3pi + h + pi"	"atp + g3pi[p] + h2o --> adp + g3pi + h + pi"	-6.7	-7.3	-20	3.5	-6.6	2.2	-7.2	-19.9	3.6	"reversible"	"reversible"						
"G3PItex"	"glycero-3-phospho-1-inositol transport via diffusion (extracellular to periplasm)"	"g3pi[e] <==> g3pi[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"g3pi[e] <==> g3pi[p]"	"g3pi[e] <==> g3pi[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"G3PSabcpp"	"sn-glycerol-3-phosphoserine transport via ABC system (periplasm)"	"atp[c] + g3ps[p] + h2o[c] --> adp[c] + g3ps[c] + h[c] + pi[c]"	"forward only"	"Transport, Inner Membrane"		"( b3452  and  b3453  and  b3450  and  b3451 )"	"atp + g3ps[p] + h2o --> adp + g3ps + h + pi"	"atp + g3ps[p] + h2o --> adp + g3ps + h + pi"	-6.7	-7.3	-20	3.5	-6.6	2.2	-7.2	-19.9	3.6	"reversible"	"reversible"						
"G3PStex"	"glycerophosphserine transport via diffusion (extracellular to periplasm)"	"g3ps[e] <==> g3ps[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"g3ps[e] <==> g3ps[p]"	"g3ps[e] <==> g3ps[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"G3PT"	"glycerol-3-phosphatase"	"[c] : glyc3p + h2o --> glyc + pi"	"forward only"	"Alternate Carbon Metabolism"		"b0822"	"glyc3p + h2o --> glyc + h + pi"	"glyc3p + h2o --> glyc + h + pi"	-2.9	-7	-14.3	-0.7	-2.8	2.2	-6.9	-14.1	-0.6	"forward only"	"reversible"						
"G5SADs"	"L-glutamate 5-semialdehyde dehydratase (spontaneous)"	"[c] : glu5sa --> 1pyr5c + h + h2o"	"forward only"	"Arginine and Proline Metabolism"		"s0001"	"glu5sa --> 1pyr5c + h + h2o"	"glu5sa --> 1pyr5c + h + h2o"	-15.1	-15.1	-19.6	-10.6	-14.8	3	-14.8	-19.3	-10.3	"forward only"	"forward only"						
"G5SD"	"glutamate-5-semialdehyde dehydrogenase"	"[c] : glu5p + h + nadph --> glu5sa + nadp + pi"	"forward only"	"Arginine and Proline Metabolism"	"1.2.1.41"	"b0243"	"glu5p + h + nadph --> glu5sa + nadp + pi"	"glu5p + h + nadph --> glu5sa + nadp + pi"	0.3	-3.8	-15.5	7	-0.2	3.5	-4.3	-16	6.5	"reversible"	"reversible"						
"G6PDA"	"glucosamine-6-phosphate deaminase"	"[c] : gam6p + h2o --> f6p + nh4"	"forward only"	"Alternate Carbon Metabolism"	"3.5.99.6"	"b0678"	"gam6p + h2o --> f6p + nh4"	"gam6p + h2o --> f6p + nh4"	1.8	-2.3	-9.5	4	1.8	2.8	-2.3	-9.5	4	"reversible"	"reversible"						
"G6PDH2r"	"glucose 6-phosphate dehydrogenase"	"[c] : g6p + nadp <==> 6pgl + h + nadph"	"reversible"	"Pentose Phosphate Pathway"	"1.1.1.49"	"b1852"	"g6p + nadp <==> 6pgl + (2) h + nadph"	"g6p + nadp <==> 6pgl + h + nadph"	-2.2	-2.2	-11.2	6.8	-1.6	4.6	-1.6	-10.6	7.4	"reversible"	"reversible"						
"G6PP"	"glucose-6-phosphate phosphatase"	"[c] : g6p + h2o --> glc-D + pi"	"forward only"	"Glycolysis/Gluconeogenesis"	"3.1.3.9"	"b0822"	"g6p + h2o --> glc-D + h + pi"	"g6p + h2o --> glc-D + h + pi"	-2.9	-7	-14.3	-0.7	-2.8	2.2	-6.9	-14.1	-0.6	"forward only"	"reversible"						
"G6Pt6_2pp"	"Glucose-6-phosphate transport via phosphate antiport (periplasm)"	"g6p[p] + (2) pi[c] --> g6p[c] + (2) pi[p]"	"forward only"	"Transport, Inner Membrane"		"b3666"	"g6p[p] --> g6p"	"g6p[p] --> g6p"	0	3.5	-2	8	0	1.5	3.5	-2	8	"reversible"	"reversible"						
"G6Ptex"	"glucose 6-phosphate transport via diffusion (extracellular to periplasm)"	"g6p[e] <==> g6p[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"g6p[e] <==> g6p[p]"	"g6p[e] <==> g6p[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
