"Metabolite Abbreviation"	"Metabolite Name"	"Neutral Formula"	"Charged Formula"	"Charge"	"Compartment"	"KEGG ID"	"CAS Number"	"Alternate Names"
"chtbs[e]"	"N,N'-diacetylchitobiose"	"C16H28N2O11"	"C16H28N2O11"	0	"Extra-organism"	"C01674"	"35061-50-8"	
"cit[e]"	"Citrate"	"C6H8O7"	"C6H5O7"	-3	"Extra-organism"	"C00158"	"77-92-9"	"Citric acid/ 2-Hydroxytricarballylic acid/ 2/ 2-Hydroxy-1/ 3-propanetricarboxylic acid"
"cl[e]"	"Chloride"	"Cl"	"Cl"	-1	"Extra-organism"	"C00698"		"Cl-"
"cm[e]"	"Chloramphenicol"	"C11H12Cl2N2O5"	"C11H12Cl2N2O5"	0	"Extra-organism"	"C00918"	"56-75-7"	
"cmp[e]"	"CMP"	"C9H14N3O8P"	"C9H12N3O8P"	-2	"Extra-organism"	"C00055"		"Cytidine-5'-monophosphate/ Cytidylic acid/ 3'-Cytidylic Acid/ Cytidine-2'(3')-monophosphoric acid/ Cytidine-2[(3[)-monophosphoric acid"
"co2[e]"	"CO2"	"CO2"	"CO2"	0	"Extra-organism"	"C00011"	"124-38-9"	"Carbon dioxide/ Carbonic anhydride"
"cobalt2[e]"	"Co2+"	"Co"	"Co"	2	"Extra-organism"	"C00175"	"7440-48-4"	"Cobalt"
"colipa[e]"	"core oligosaccharide lipid A"	"C176H314N2O100P4"	"C176H303N2O100P4"	-11	"Extra-organism"			"hgggagicolipa/ heptosyl-(1->6)-glucosyl-(1->2)-glucosyl-(1->3)/galactosyl-(1->6)-glucosyl-(1->3)-inner core oligosaccharide lipid A"
"colipap[e]"	"core oligosaccharide lipid A diphosphate"	"C176H315N2O103P5"	"C176H303N2O103P5"	-12	"Extra-organism"			
"cpgn[e]"	"coprogen"	"C35H53N6O13Fe"	"C35H52N6O13Fe"	-1	"Extra-organism"			
"cpgn-un[e]"	"coprogen unloaded (no Fe(III))"	"C35H56N6O13"	"C35H52N6O13"	-4	"Extra-organism"			
"crn[e]"	"L-Carnitine"	"C7H15NO3"	"C7H15NO3"	0	"Extra-organism"	"C00318"	"541-15-1"	"L-gamma-Trimethyl-beta-hydroxybutyrobetaine/ Vitamin BT/ (S)-Carnitine/ 3-Carboxy-2-hydroxy-N/ N-trimethyl-1-propanaminium"
"crn-D[e]"	"D-Carnitine"	"C7H15NO3"	"C7H15NO3"	0	"Extra-organism"	"C00487"		"gamma-Trimethyl-hydroxybutyrobetaine/ Carnitine/ 3-Hydroxy-4-trimethylammoniobutanoate"
"csn[e]"	"Cytosine"	"C4H5N3O"	"C4H5N3O"	0	"Extra-organism"	"C00380"	"71-30-7"	
"cu[e]"	"Cu+"	"Cu"	"Cu"	1	"Extra-organism"	"C00070"		"Copper"
"cu2[e]"	"Cu2+"	"Cu"	"Cu"	2	"Extra-organism"	"C00070"		"Copper"
"cyan[e]"	"Hydrogen cyanide"	"CHN"	"CHN"	0	"Extra-organism"	"C01326"	12/05/57	"CN-/ Cyano"
"cynt[e]"	"Cyanate"	"CHNO"	"CNO"	-1	"Extra-organism"	"C01417"	05/03/20	"Cyanate/ Cyanic acid"
"cys-D[e]"	"D-Cysteine"	"C3H7NO2S"	"C3H7NO2S"	0	"Extra-organism"	"C00793"	01/07/21	"D-Amino-3-mercaptopropionic acid"
"cys-L[e]"	"L-Cysteine"	"C3H7NO2S"	"C3H7NO2S"	0	"Extra-organism"	"C00097"	"52-90-4"	"Cys/ L-2-Amino-3-mercaptopropionic acid"
"cytd[e]"	"Cytidine"	"C9H13N3O5"	"C9H13N3O5"	0	"Extra-organism"	"C00475"	"65-46-3"	"4-amino-1-beta-D-ribofuranosyl-2(1H)-pyrimidinone/ 1-beta-ribofuranosylosine/ cytosine riboside"
"dad-2[e]"	"Deoxyadenosine"	"C10H13N5O3"	"C10H13N5O3"	0	"Extra-organism"	"C00559"	09/08/58	"2'-Deoxyadenosine/ dA"
"damp[e]"	"dAMP"	"C10H14N5O6P"	"C10H12N5O6P"	-2	"Extra-organism"	"C00360"	"653-63-4"	"2'-Deoxyadenosine 5'-phosphate/ 2'-Deoxyadenosine 5'-monophosphate/ Deoxyadenylic acid/ Deoxyadenosine monophosphate"
"dca[e]"	"Decanoate (n-C10:0)"	"C10H20O2"	"C10H19O2"	-1	"Extra-organism"	"C01571"	"334-48-5"	"n-Capric acid/ Decylic acid/ decylate/ decoate/ caprate/ n-decanoate/ n-decoate/ caprinate/ decanoate/ n-caprate/ caprynate/ Decanoic acid"
"dcmp[e]"	"dCMP"	"C9H14N3O7P"	"C9H12N3O7P"	-2	"Extra-organism"	"C00239"	"1032-65-1"	"Deoxycytidylic acid/ Deoxycytidine monophosphate/ Deoxycytidylate/ 2'-Deoxycytidine 5'-monophosphate"
"dcyt[e]"	"Deoxycytidine"	"C9H13N3O4"	"C9H13N3O4"	0	"Extra-organism"	"C00881"	"951-77-9"	"2'-Deoxycytidine/ dC"
"ddca[e]"	"Dodecanoate (n-C12:0)"	"C12H24O2"	"C12H23O2"	-1	"Extra-organism"	"C02679"	07/07/43	"Dodecylcarboxylate/ Lauric acid/ Dodecanoic acid"
"dgmp[e]"	"dGMP"	"C10H14N5O7P"	"C10H12N5O7P"	-2	"Extra-organism"	"C00362"	04/05/02	"2'-Deoxyguanosine 5'-monophosphate/ 2'-Deoxyguanosine 5'-phosphate/ Deoxyguanylic acid/ Deoxyguanosine monophosphate"
"dgsn[e]"	"Deoxyguanosine"	"C10H13N5O4"	"C10H13N5O4"	0	"Extra-organism"	"C00330"	07/09/61	"2'-deoxyguanosine hemihydrate/ 2'-Deoxyguanosine"
"dha[e]"	"Dihydroxyacetone"	"C3H6O3"	"C3H6O3"	0	"Extra-organism"	"C00184"	"96-26-4"	"Glycerone/ 1/ 3-Dihydroxyacetone/ 3-Dihydroxy-2-propanone/ 3-Dihydroxypropan-2-one"
"dimp[e]"	"dIMP"	"C10H13N4O7P"	"C10H11N4O7P"	-2	"Extra-organism"	"C06196"		"2'-Deoxyinosine 5'-phosphate"
"din[e]"	"Deoxyinosine"	"C10H12N4O4"	"C10H12N4O4"	0	"Extra-organism"	"C05512"	"890-38-0"	"2'-deoxy-inosine"
"dms[e]"	"Dimethyl sulfide"	"C2H6S"	"C2H6S"	0	"Extra-organism"	"C00580"	"75-18-3"	"Methyl sulfide/ Methyl thioether"
"dmso[e]"	"Dimethyl sulfoxide"	"C2H6OS"	"C2H6OS"	0	"Extra-organism"	"C11143"		
"dopa[e]"	"Dopamine"	"C8H11NO2"	"C8H12NO2"	1	"Extra-organism"	"C03758"	"51-61-6"	"4-(2-Aminoethyl)-1,2-benzenediol/ 4-(2-Aminoethyl)benzene-1,2-diol/ 3,4-Dihydroxyphenethylamine/ 2-(3,4-Dihydroxyphenyl)ethylamine"
"doxrbcn[e]"	"doxorubicin"	"C27H29NO11"	"C27H29NO11"	0	"Extra-organism"	"C01661"	"23214-92-8"	"adriamycin"
"dtmp[e]"	"dTMP"	"C10H15N2O8P"	"C10H13N2O8P"	-2	"Extra-organism"	"C00364"	07/01/65	"Thymidine 5'-phosphate/ Deoxythymidine 5'-phosphate/ Thymidylic acid/ 5'-Thymidylic acid/ Thymidine monophosphate/ Deoxythymidylic acid/ Thymidylate"
"dump[e]"	"dUMP"	"C9H13N2O8P"	"C9H11N2O8P"	-2	"Extra-organism"	"C00365"	"964-26-1"	"Deoxyuridylic acid/ Deoxyuridine monophosphate/ Deoxyuridine 5'-phosphate/ 2'-Deoxyuridine 5'-phosphate"
"duri[e]"	"Deoxyuridine"	"C9H12N2O5"	"C9H12N2O5"	0	"Extra-organism"	"C00526"	"951-78-0"	"2-Deoxyuridine/ 2'-Deoxyuridine"
"eca4colipa[e]"	"(enterobacterial common antigen)x4 core oligosaccharide lipid A"	"C272H462N14O160P4"	"C272H447N14O160P4"	-15	"Extra-organism"			
"enlipa[e]"	"phosphoethanolamine KDO(2)-lipid (A)"	"C112H208N3O42P3"	"C112H202N3O42P3"	-6	"Extra-organism"			"pEtN-KDO2-lipidA/ phosphoethanolamine KDO2-lipid (A)"
"enter[e]"	"Enterochelin"	"C30H27N3O15"	"C30H27N3O15"	0	"Extra-organism"	"C05821"		"tri-(2,3-dihydroxy-N-benzoyl-L-serine)-ester/ Enterobactin/ tri-(N-(2,3-dihydroxybenzoyl)-L-serine)-ester"
"etha[e]"	"Ethanolamine"	"C2H7NO"	"C2H8NO"	1	"Extra-organism"	"C00189"	"141-43-5"	"Aminoethanol/ Hydroxyethylamine"
"ethso3[e]"	"ethanesulfonate"	"C2H6O3S"	"C2H5O3S"	-1	"Extra-organism"			
"etoh[e]"	"Ethanol"	"C2H6O"	"C2H6O"	0	"Extra-organism"	"C00469"	"64-17-5"	"Ethyl alcohol/ Methylcarbinol"
"f6p[e]"	"D-Fructose 6-phosphate"	"C6H13O9P"	"C6H11O9P"	-2	"Extra-organism"	"C00085"	"643-13-0"	"D-Fructose 6-phosphoric acid/ Neuberg ester/ beta-D-Fructose 6-phosphate"
"fald[e]"	"Formaldehyde"	"CH2O"	"CH2O"	0	"Extra-organism"	"C00067"	"50-00-0"	"Formalin/ Methanal/ Oxomethane/ Oxomethylene/ Methylene oxide"
"fe2[e]"	"Fe2+"	"Fe"	"Fe"	2	"Extra-organism"	"C00023"		"Reduced Iron/ Iron dication/ Iron/ Fe(II)"
"fe3[e]"	"Fe3+"	"Fe"	"Fe"	3	"Extra-organism"	"C14819"		"Iron trication/ Fe(III)"
"fe3dcit[e]"	"Fe(III)dicitrate"	"C12H13FeO14"	"C12H10FeO14"	-3	"Extra-organism"	"C06229"		"Iron(III)dicitrate"
"fe3dhbzs[e]"	"ferric 2,3-dihydroxybenzoylserine"	"C10H8NO6Fe"	"C10H10NO6Fe"	2	"Extra-organism"			
"fe3hox[e]"	"Fe(III)hydroxamate"	"C9H18O6N3Fe"	"C9H18O6N3Fe"	0	"Extra-organism"	"C06227"		"Fe(III)hydroxamic acid"
"fe3hox-un[e]"	"Fe(III)hydoxamate, unloaded"	"C9H21O6N3"	"C9H18O6N3"	-3	"Extra-organism"			
"fecrm[e]"	"Ferrichrome"	"C27H42FeN9O12"	"C27H42FeN9O12"	0	"Extra-organism"	"C06228"		
"fecrm-un[e]"	"Ferrichrome minus Fe(III)"	"C27H45N9O12"	"C27H42N9O12"	-3	"Extra-organism"			
"feenter[e]"	"Fe-enterobactin"	"C30H24FeN3O15"	"C30H27FeN3O15"	3	"Extra-organism"	"C06230"		"Fe-enterochlin"
"feoxam[e]"	"ferroxamine"	"C25H45FeN6O8"	"C25H46FeN6O8"	1	"Extra-organism"	"C07597"		"Ferrioxamine B"
"feoxam-un[e]"	"ferroxamine minus Fe(3)"	"C25H48N6O8"	"C25H46N6O8"	-2	"Extra-organism"			
"for[e]"	"Formate"	"CH2O2"	"CH1O2"	-1	"Extra-organism"	"C00058"	"64-18-6"	"Hydrogencarboxylic acid/ aminic acid/ Methanoic acid/ Formic acid"
"fru[e]"	"D-Fructose"	"C6H12O6"	"C6H12O6"	0	"Extra-organism"	"C00095"	"57-48-7"	"Levulose/ Fruit sugar/ D-Arabino-hexulose"
"frulys[e]"	"fructoselysine"	"C12H24N2O7"	"C12H25N2O7"	1	"Extra-organism"	"C16488"		"N-epsilon-(1-deoxyfructose)-lysine"
"fruur[e]"	"D-Fructuronate"	"C6H10O7"	"C6H9O7"	-1	"Extra-organism"	"C00905"	"669-90-9"	
"fuc-L[e]"	"L-Fucose"	"C6H12O5"	"C6H12O5"	0	"Extra-organism"	"C01019"	"2438-80-4"	"6-Deoxy-L-galactose"
"fum[e]"	"Fumarate"	"C4H4O4"	"C4H2O4"	-2	"Extra-organism"	"C00122"	"110-17-8"	"boletic acid/ allomaleic acid/ Fumaric acid/ Trans-butenedioic acid"
"fusa[e]"	"fusidic acid"	"C31H48O5"	"C31H48O5"	0	"Extra-organism"	"C06694"		
"g1p[e]"	"D-Glucose 1-phosphate"	"C6H13O9P"	"C6H11O9P"	-2	"Extra-organism"	"C00103"	"59-56-3"	"Cori ester/ alpha-D-Glucose 1-phosphate/ Glucose 1-phosphate"
"g3pc[e]"	"sn-Glycero-3-phosphocholine"	"C8H20NO6P"	"C8H20NO6P"	0	"Extra-organism"	"C00670"		"Glycerophosphocholine"
"g3pe[e]"	"sn-Glycero-3-phosphoethanolamine"	"C5H14NO6P"	"C5H14NO6P"	0	"Extra-organism"	"C01233"		"Glycerophosphoethanolamine"
"g3pg[e]"	"Glycerophosphoglycerol"	"C6H15O8P"	"C6H14O8P"	-1	"Extra-organism"	"C03274"	"11034-93-8"	"Glycerophosphoglycerol"
"g3pi[e]"	"sn-Glycero-3-phospho-1-inositol"	"C9H19O11P"	"C9H18O11P"	-1	"Extra-organism"	"C01225"		
"g3ps[e]"	"Glycerophosphoserine"	"C6H14NO8P"	"C6H13NO8P"	-1	"Extra-organism"			
"g6p[e]"	"D-Glucose 6-phosphate"	"C6H13O9P"	"C6H11O9P"	-2	"Extra-organism"	"C00092"	"56-73-5"	"Glucose 6-phosphate/ Robinson ester/ alpha-D-Glucose 6-phosphate"
"gal[e]"	"D-Galactose"	"C6H12O6"	"C6H12O6"	0	"Extra-organism"	"C00124"	"59-23-4"	"alpha-Galactose(D)/ Galactose"
"gal-bD[e]"	"beta D-Galactose"	"C6H12O6"	"C6H12O6"	0	"Extra-organism"	"C01582"	"33419-42-0"	
"gal1p[e]"	"alpha-D-Galactose 1-phosphate"	"C6H13O9P"	"C6H11O9P"	-2	"Extra-organism"	"C00446"	"2255-14-3"	"D-Galactose 1-phosphate/ alpha-D-Galactose 1-phosphate"
"galct-D[e]"	"D-Galactarate"	"C6H10O8"	"C6H8O8"	-2	"Extra-organism"	"C00879"	"526-99-8"	"D-Mucic acid/ D-Galactaric acid"
"galctn-D[e]"	"D-Galactonate"	"C6H12O7"	"C6H11O7"	-1	"Extra-organism"	"C00880"		"D-Galactonic acid"
"galctn-L[e]"	"L-Galactonate"	"C6H12O7"	"C6H11O7"	-1	"Extra-organism"	"C15930"		"L-Galactonic acid"
"galt[e]"	"Galactitol"	"C6H14O6"	"C6H14O6"	0	"Extra-organism"	"C01697"	"608-66-2"	"Dulcitol/ Dulcose"
"galur[e]"	"D-Galacturonate"	"C6H10O7"	"C6H9O7"	-1	"Extra-organism"	"C00333"	"685-73-4"	"alpha-D-galacturonopyranose/ D-Galacturonic acid"
"gam[e]"	"D-Glucosamine"	"C6H13NO5"	"C6H14NO5"	1	"Extra-organism"	"C00329"	"3416-24-8"	"Chitosamine/ 2-Amino-2-deoxy-D-glucose/ GlcN"
"gam6p[e]"	"D-Glucosamine 6-phosphate"	"C6H14NO8P"	"C6H13NO8P"	-1	"Extra-organism"	"C00352"	"3616-42-0"	"D-Glucosamine phosphate"
"gbbtn[e]"	"gamma-butyrobetaine"	"C7H15NO2"	"C7H15NO2"	0	"Extra-organism"	"C01181"		"Butyrobetaine [MeSH: butyrobetaine]/ gamma-Butyrobetain/ 4-(trimethylammonio)butanoate/ gamma-butyrobetaine [MeSH: gamma-butyrobetaine]/ N-Trimethyl-gamma-aminobutyric acid/ 4-Butyrobetaine/ Deoxycarnitine [MeSH: deoxycarnitine]/ gamma-Butyrobetain [German]/ Actinine/ 4-(N-Trimethylamino)butyrate"
"gdp[e]"	"GDP"	"C10H15N5O11P2"	"C10H12N5O11P2"	-3	"Extra-organism"	"C00035"	"146-91-8"	"Guanosine 5'-diphosphate/ Guanosine diphosphate"
"glc-D[e]"	"D-Glucose"	"C6H12O6"	"C6H12O6"	0	"Extra-organism"	"C00031"	"50-99-7"	"alpha-D-Glucose/ beta-D-Glucose/ Grape sugar/ Dextrose/ Glucose"
"glcn[e]"	"D-Gluconate"	"C6H12O7"	"C6H11O7"	-1	"Extra-organism"	"C00257"	"526-95-4"	"D-Gluconic acid/ D-Gluco-hexonic acid/ Dextronic Acid"
"glcr[e]"	"D-Glucarate"	"C6H10O8"	"C6H8O8"	-2	"Extra-organism"	"C00818"	"87-73-0"	"L-Gularic acid/ D-Glucosaccharic acid/ D-Glucaric acid/ D-Saccharic acid"
"glcur[e]"	"D-Glucuronate"	"C6H10O7"	"C6H9O7"	-1	"Extra-organism"	"C00191"		"Glucuronic acid/ Glucuronate/ GlcA"
"glcur1p[e]"	"D-Glucuronate 1-phosphate"	"C6H11O10P"	"C6H8O10P"	-3	"Extra-organism"	"C05385"		"GlcA-1P"
"gln-L[e]"	"L-Glutamine"	"C5H10N2O3"	"C5H10N2O3"	0	"Extra-organism"	"C00064"	"56-85-9"	"Gln/ L-2-Aminoglutaramic acid"
"glu-L[e]"	"L-Glutamate"	"C5H9NO4"	"C5H8NO4"	-1	"Extra-organism"	"C00025"	"56-86-0"	"L-Glutamic acid/ L-Glutaminic acid/ Glu"
"gly[e]"	"Glycine"	"C2H5NO2"	"C2H5NO2"	0	"Extra-organism"	"C00037"	"56-40-6"	"Aminoacetic acid/ Gly"
"glyald[e]"	"D-Glyceraldehyde"	"C3H6O3"	"C3H6O3"	0	"Extra-organism"	"C00577"	"453-17-8"	"(R)-glyceraldehyde"
"glyb[e]"	"Glycine betaine"	"C5H11NO2"	"C5H11NO2"	0	"Extra-organism"	"C00719"	"107-43-7"	"Trimethylaminoacetate/ Betaine"
"glyc[e]"	"Glycerol"	"C3H8O3"	"C3H8O3"	0	"Extra-organism"	"C00116"	"56-81-5"	"1,2,3-trihydroxypropane/ 3-propanetriol/ Glycerin"
"glyc-R[e]"	"(R)-Glycerate"	"C3H6O4"	"C3H5O4"	-1	"Extra-organism"	"C00258"	"473-81-4"	"D-Glycerate/ Glycerate/ Glyceric acid"
"glyc2p[e]"	"Glycerol 2-phosphate"	"C3H9O6P"	"C3H7O6P"	-2	"Extra-organism"	"C02979"	"3249-68-1"	
"glyc3p[e]"	"Glycerol 3-phosphate"	"C3H9O6P"	"C3H7O6P"	-2	"Extra-organism"	"C00093"		"Glycerophosphoric acid/ sn-Gro-1-P/ Phosphatidyl glycerol/ sn-Glycerol 3-phosphate"
"glyclt[e]"	"Glycolate"	"C2H4O3"	"C2H3O3"	-1	"Extra-organism"	"C00160"	"79-14-1"	"Glycolic acid/ Hydroxyacetic acid"
"gmp[e]"	"GMP"	"C10H14N5O8P"	"C10H12N5O8P"	-2	"Extra-organism"	"C00144"	"85-32-5"	"Guanosine 5'-phosphate/ Guanosine monophosphate/ Guanosine 5'-monophosphate/ Guanylic acid"
"gsn[e]"	"Guanosine"	"C10H13N5O5"	"C10H13N5O5"	0	"Extra-organism"	"C00387"	"118-00-3"	"rG/ Guanine riboside"
"gthox[e]"	"Oxidized glutathione"	"C20H32N6O12S2"	"C20H30N6O12S2"	-2	"Extra-organism"	"C00127"		"L-Glutathione oxidized/ Glutathione disulfide"
"gthrd[e]"	"Reduced glutathione"	"C10H17N3O6S"	"C10H16N3O6S"	-1	"Extra-organism"	"C00051"	"70-18-8"	"Glutathione/ 5-L-Glutamyl-L-cysteinylglycine/ N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine/ gamma-L-Glutamyl-L-cysteinyl-glycine"
"gtp[e]"	"GTP"	"C10H16N5O14P3"	"C10H12N5O14P3"	-4	"Extra-organism"	"C00044"	01/01/86	"Guanosine 5'-triphosphate"
"gua[e]"	"Guanine"	"C5H5N5O"	"C5H5N5O"	0	"Extra-organism"	"C00242"	"73-40-5"	"2-Aminohypoxanthine/ G/ 2-Amino-6-hydroxypurine"
"h[e]"	"H+"	"H"	"H"	1	"Extra-organism"	"C00080"	"12408-02-5"	"Proton/ Hydrogen Ion"
"h2[e]"	"H2"	"H2"	"H2"	0	"Extra-organism"	"C00282"	"1333-74-0"	"Hydrogen"
"h2o[e]"	"H2O"	"H2O"	"H2O"	0	"Extra-organism"	"C00001"	"7732-18-5"	"Water/ Dihydrogen oxide"
"h2o2[e]"	"Hydrogen peroxide"	"H2O2"	"H2O2"	0	"Extra-organism"	"C00027"	"7722-84-1"	"peroxide/ hydrogen dioxide/ H2O2"
"h2s[e]"	"Hydrogen sulfide"	"H2S"	"H2S"	0	"Extra-organism"	"C00283"		"H2S/ Hydrogen-sulfide/ sulfide"
"hacolipa[e]"	"hepta-acylated core oligosaccharide lipid A (E. coli)"	"C192H344N2O101P4"	"C192H333N2O101P4"	-11	"Extra-organism"			
"halipa[e]"	"hepta-acylated KDO(2)-lipid (A)"	"C126H232N2O40P2"	"C126H226N2O40P2"	-6	"Extra-organism"			
"hdca[e]"	"Hexadecanoate (n-C16:0)"	"C16H32O2"	"C16H31O2"	-1	"Extra-organism"	"C00249"	10/03/57	"palmitate/ Palmitic acid/ Hexadecylic acid/ Cetylic acid/ Hexadecanoic acid"
"hdcea[e]"	"Hexadecenoate (n-C16:1)"	"C16H30O2"	"C16H29O2"	-1	"Extra-organism"	"C08362"		"cis-9-Hexadecenoic acid/ Palmitoleic acid/ hexadecenoic acid/ (9Z)-Hexadecenoic acid"
"hg2[e]"	"Hg2+"	"Hg"	"Hg"	2	"Extra-organism"	"C00703"		"HHg/ mercury(II)/ mercury"
"his-L[e]"	"L-Histidine"	"C6H9N3O2"	"C6H9N3O2"	0	"Extra-organism"	"C00135"	"71-00-1"	"His/ Glyoxaline-5-alanine/ (S)-alpha-Amino-1H-imidazole-4-propionic acid"
"hom-L[e]"	"L-Homoserine"	"C4H9NO3"	"C4H9NO3"	0	"Extra-organism"	"C00263"	"672-15-1"	"2-Amino-4-hydroxybutyric acid"
"hxa[e]"	"Hexanoate (n-C6:0)"	"C6H12O2"	"C6H11O2"	-1	"Extra-organism"	"C01585"	"142-62-1"	"Hexylic acid/ Hexanoic acid/ n-Caproic acid"
"hxan[e]"	"Hypoxanthine"	"C5H4N4O"	"C5H4N4O"	0	"Extra-organism"	"C00262"	"68-94-0"	"1,7-Dihydro-6H-purin-6-one/ Purine-6-ol/ 6-Hydroxypurine"
"idon-L[e]"	"L-Idonate"	"C6H12O7"	"C6H11O7"	-1	"Extra-organism"	"C00770"	"1114-17-6"	
"ile-L[e]"	"L-Isoleucine"	"C6H13NO2"	"C6H13NO2"	0	"Extra-organism"	"C00407"	"73-32-5"	"2-Amino-3-methylvaleric acid/ Ile"
"imp[e]"	"IMP"	"C10H13N4O8P"	"C10H11N4O8P"	-2	"Extra-organism"	"C00130"	"131-99-7"	"Inosinic acid/ Inosine monophosphate/ Inosine 5'-monophosphate/ Inosine 5'-phosphate/ 5'-Inosinate/ 5'-Inosinic acid/ 5'-Inosine monophosphate"
"indole[e]"	"Indole"	"C8H7N"	"C8H7N"	0	"Extra-organism"	"C00463"	"120-72-9"	"2,3-Benzopyrrole"
"inost[e]"	"myo-Inositol"	"C6H12O6"	"C6H12O6"	0	"Extra-organism"	"C00137"	"87-89-8"	"D-myo-Inositol/ 1D-myo-Inositol/ L-myo-Inositol/ 1L-myo-Inositol/ meso-Inositol/ Inositol/ Dambose/ Cyclohexitol/ Meat sugar/ Bios I"
"ins[e]"	"Inosine"	"C10H12N4O5"	"C10H12N4O5"	0	"Extra-organism"	"C00294"	"58-63-9"	"Hypoxanthine ribonucleoside"
"isetac[e]"	"Isethionic acid"	"C2H6O4S"	"C2H5O4S"	-1	"Extra-organism"	"C05123"	"107-36-8"	"2-Hydroxyethanesulfonate/ 2-Hydroxyethanesulfonic acid/ 2-Hydroxyethane-1-sulfonic acid/ Isethionate"
"k[e]"	"potassium"	"K"	"K"	1	"Extra-organism"	"C00238"		"Potassium/ K+"
"kdo2lipid4[e]"	"KDO(2)-lipid IV(A)"	"C84H154N2O37P2"	"C84H148N2O37P2"	-6	"Extra-organism"	"C06025"		
"lac-D[e]"	"D-Lactate"	"C3H6O3"	"C3H5O3"	-1	"Extra-organism"	"C00256"	"10326-41-7"	"(R)-Lactate/ D-Lactic acid/ D-2-Hydroxypropanoic acid/ D-2-Hydroxypropionic acid"
"lac-L[e]"	"L-Lactate"	"C3H6O3"	"C3H5O3"	-1	"Extra-organism"	"C00186"	"79-33-4"	"Hydroxypropionic acid/ (S)-Lactate/ L-Lactic acid"
"lcts[e]"	"Lactose"	"C12H22O11"	"C12H22O11"	0	"Extra-organism"	"C00243"	"63-42-3"	"lactobiose/ 1-beta-D-Galactopyranosyl-4-alpha-D-glucopyranose/ Milk sugar"
"leu-L[e]"	"L-Leucine"	"C6H13NO2"	"C6H13NO2"	0	"Extra-organism"	"C00123"	"61-90-5"	"2-amino-4-methylvaleric acid/ Leu"
"lipa[e]"	"KDO(2)-lipid (A)"	"C110H202N2O39P2"	"C110H196N2O39P2"	-6	"Extra-organism"	"C06026"		"Di[3-deoxy-D-manno-octulosonyl]-lipid A/ KDO2-lipid (A)"
"lipa_cold[e]"	"cold adapted KDO(2)-lipid (A)"	"C114H208N2O39P2"	"C114H202N2O39P2"	-6	"Extra-organism"			"cold adapted lipid A"
"lipoate[e]"	"Lipoate"	"C8H14O2S2"	"C8H14O2S2"	0	"Extra-organism"	"C00725"		
"lys-L[e]"	"L-Lysine"	"C6H14N2O2"	"C6H15N2O2"	1	"Extra-organism"	"C00047"	"56-87-1"	"Lys/ 2,6-diaminohexanoic acid/ Lysine acid"
"lyx-L[e]"	"L-Lyxose"	"C5H10O5"	"C5H10O5"	0	"Extra-organism"	"C01508"	"1949-78-6"	"L-Lyxose"
"mal-D[e]"	"D-Malate"	"C4H6O5"	"C4H4O5"	-2	"Extra-organism"	"C00497"	"636-61-3"	"D-Hydroxysuccinic acid/ (R)-Malate/ D-Malic acid"
"mal-L[e]"	"L-Malate"	"C4H6O5"	"C4H4O5"	-2	"Extra-organism"	"C00149"	"97-67-6"	"(S)-Malate/ L-Apple acid/ L-Malic acid/ L-2-Hydroxybutanedioic acid/ Malate"
"malt[e]"	"Maltose"	"C12H22O11"	"C12H22O11"	0	"Extra-organism"	"C00208"	"69-79-4"	"Malt sugar/ 1-alpha-D-Glucopyranosyl-4-alpha-D-glucopyranose"
"malthx[e]"	"Maltohexaose"	"C36H62O31"	"C36H62O31"	0	"Extra-organism"	"C01936"	"34620-77-4"	"Maltohexaose"
"maltpt[e]"	"Maltopentaose"	"C30H52O26"	"C30H52O26"	0	"Extra-organism"			
"malttr[e]"	"Maltotriose"	"C18H32O16"	"C18H32O16"	0	"Extra-organism"	"C01835"	"1109-28-0"	"Maltotriose/ Amylotriose"
"maltttr[e]"	"Maltotetraose"	"C24H42O21"	"C24H42O21"	0	"Extra-organism"	"C02052"	"34612-38-9"	"Maltotetraose"
"man[e]"	"D-Mannose"	"C6H12O6"	"C6H12O6"	0	"Extra-organism"	"C00159"	"3458-28-4"	"Mannose/ Seminose/ Carubinose"
"man6p[e]"	"D-Mannose 6-phosphate"	"C6H13O9P"	"C6H11O9P"	-2	"Extra-organism"	"C00275"		
"manglyc[e]"	"2(alpha-D-Mannosyl)-D-glycerate"	"C9H16O9"	"C9H15O9"	-1	"Extra-organism"	"C11544"		"2-O-alpha-mannosyl-D-glycerate/ alpha-Mannosylglycerate"
"melib[e]"	"Melibiose"	"C12H22O11"	"C12H22O11"	0	"Extra-organism"	"C05402"	"585-99-9"	"6-O-(alpha-D-Galactopyranosyl)-D-glucopyranose"
"meoh[e]"	"Methanol"	"CH4O1"	"CH4O1"	0	"Extra-organism"	"C00132"	"67-56-1"	"Methyl alcohol"
"met-D[e]"	"D-Methionine"	"C5H11NO2S"	"C5H10NO2S"	0	"Extra-organism"	"C00855"	"348-67-4"	"D-2-Amino-4-(methylthio)butyric acid"
"met-L[e]"	"L-Methionine"	"C5H11NO2S"	"C5H11NO2S"	0	"Extra-organism"	"C00073"	"63-68-3"	"Met/ L-2-Amino-4methylthiobutyric acid"
"metsox-R-L[e]"	"L-methionine-R-sulfoxide"	"C5H11NO3S"	"C5H11NO3S"	0	"Extra-organism"	"C15998"		
