"Reactions"	"Object ID"	"EC-Number"	"Enzymatic-Reaction"
GUANYL-KIN-RXN	"GUANYL-KIN-RXN"	EC-2.7.4.8	GUANYL-KIN-ENZRXN
GUANPRIBOSYLTRAN-RXN	"GUANPRIBOSYLTRAN-RXN"	EC-2.4.2.8	HPTALT-ENZRXN // GUANPRIBOSYLTRAN-ENZRXN
RXN-7609	"RXN-7609"	EC-3.1.3.5	ENZRXN0-6259
RXN0-4121	"RXN0-4121"	EC-3.9.1	ENZRXN0-5481
TRANS-RXN0-565	"TRANS-RXN0-565"		
R143-RXN	"R143-RXN"		
GUANYLCYC-RXN	"GUANYLCYC-RXN"	EC-4.6.1.2	GUANYLCYC-ENZRXN
RXN-11409	"RXN-11409"		
GTP-CYCLOHYDRO-II-RXN	"GTP-CYCLOHYDRO-II-RXN"	EC-3.5.4.25	GTP-CYCLOHYDRO-II-ENZRXN
RXN-14074	"RXN-14074"	EC-2.7.4.4	ENZRXN0-7785
RXN-17935	"RXN-17935"		
GTPPYPHOSKIN-RXN	"GTPPYPHOSKIN-RXN"	EC-2.7.6.5	GTPPYPHOSKIN-ENZRXN
GTP-CYCLOHYDRO-I-RXN	"GTP-CYCLOHYDRO-I-RXN"	EC-3.5.4.16	GTP-CYCLOHYDRO-I-ENZRXN
RXN0-5462	"RXN0-5462"	EC-3.6.5.1 // EC-3.6.5.2 // EC-3.6.5.3 // EC-3.6.5.4 // EC-3.6.5.5 // EC-3.6.5.6 // EC-3.6.1.15	ENZRXN0-8327 // ENZRXN0-8114 // ACID-PHOSPHAT-ENZRXN // ENZRXN0-7682 // ENZRXN0-7548 // ENZRXN0-7535 // ENZRXN0-7342 // ENZRXN0-7341 // ENZRXN0-6613 // ENZRXN0-1181 // ENZRXN0-6608
RXN0-262	"RXN0-262"	EC-2.7.7.77	ENZRXN0-283
GUANINE-DEAMINASE-RXN	"GUANINE-DEAMINASE-RXN"	EC-3.5.4.3	ENZRXN0-242
TRANS-RXN0-578	"TRANS-RXN0-578"		ENZRXN0-7812 // ENZRXN0-7810
GUANOSINEKIN-RXN	"GUANOSINEKIN-RXN"	EC-2.7.1.73	GUANOSINEKIN-ENZRXN
RXN0-5199	"RXN0-5199"	EC-2.4.2.15 // EC-2.4.2.1	ENZRXN0-8340 // ENZRXN0-7336 // GUANPHOSPHOR-ENZRXN
RXN-14064	"RXN-14064"	EC-3.1.4.16	ENZRXN0-7646
RXN-14512	"RXN-14512"	EC-3.1.3	ENZRXN0-7733
RXN-14124	"RXN-14124"	EC-3.1.3.6	ENZRXN0-7702
RXN0-22	"RXN0-22"		ENZRXN0-24
RXN0-5220	"RXN0-5220"		
TRANS-RXN0-547	"TRANS-RXN0-547"		
TRANS-RXN-145	"TRANS-RXN-145"		ENZRXN0-6498
TRANS-RXN0-603	"TRANS-RXN0-603"		ENZRXN0-8048 // ENZRXN0-8035 // ENZRXN0-8019
TRANS-RXN0-610	"TRANS-RXN0-610"		
RXN0-4101	"RXN0-4101"		
RXN-8073	"RXN-8073"		ENZRXN0-6206
RXN0-5061	"RXN0-5061"	EC-2.4.1	ENZRXN0-6169
HISTALDEHYD-RXN	"HISTALDEHYD-RXN"		HISTALDEHYD-ENZRXN
RXN-8001	"RXN-8001"	EC-1.1.1.23	
HISTOLDEHYD-RXN	"HISTOLDEHYD-RXN"		HISTOLDEHYD-ENZRXN
RXN0-2522	"RXN0-2522"	EC-2.7.1.195	ENZRXN0-3541
TRANS-RXN-168	"TRANS-RXN-168"	EC-2.7.1.201	TRANS-ENZRXN-168
TRANS-RXN-155	"TRANS-RXN-155"		ENZRXN0-7839 // TRANS-ENZRXN-153B
TRANS-RXN-157	"TRANS-RXN-157"	EC-2.7.1.199	ENZRXN0-7842 // EIIMAN-ENZRXN-3 // TRANS-ENZRXN-157
TRANS-RXN-167A	"TRANS-RXN-167A"	EC-2.7.1.191	ENZRXN0-7778 // EIIMAN-ENZRXN-2
TRANS-RXN-156	"TRANS-RXN-156"	EC-2.7.1.197	ENZRXN0-7777 // TRANS-ENZRXN-166 // TRANS-ENZRXN-156
TRANS-RXN-169	"TRANS-RXN-169"	EC-2.7.1.198	ENZRXN0-7849 // ENZRXN0-7833 // TRANS-ENZRXN-169
RXN0-2461	"RXN0-2461"	EC-2.7.1.194	ENZRXN0-3481
TRANS-RXN-155B	"TRANS-RXN-155B"	EC-2.7.1.196	ENZRXN0-7838
TRANS-RXN-167	"TRANS-RXN-167"	EC-2.7.1.193	EIIMAN-ENZRXN-1 // TRANS-ENZRXN-167
TRANS-RXN-153A	"TRANS-RXN-153A"	EC-2.7.1.199	TRANS-ENZRXN-153D // TRANS-ENZRXN-153A
RXN0-7270	"RXN0-7270"		
RXN0-7268	"RXN0-7268"		
GLUTATHIONE-PEROXIDASE-RXN	"GLUTATHIONE-PEROXIDASE-RXN"	EC-1.11.1.9	ENZRXN0-7384
RXN-8667	"RXN-8667"	EC-1.11.1.21	HYDROPEROXIDI-ENZRXN
RXN-12540	"RXN-12540"		
RXN-19019	"RXN-19019"		
TRANS-RXN-284	"TRANS-RXN-284"		
TRANS-RXN0-572	"TRANS-RXN0-572"		
RXN-19020	"RXN-19020"	EC-1.11.1	ENZRXN0-8384
SULFITE-REDUCT-RXN	"SULFITE-REDUCT-RXN"	EC-1.8.1.2	SULFITE-REDUCT-ENZRXN
TRANS-RXN-310	"TRANS-RXN-310"		
RXN-18032	"RXN-18032"		
RXN-16909	"RXN-16909"		
RXN0-5224	"RXN0-5224"	EC-4.2.1.1	CARBODEHYDRAT-ENZRXN // ENZRXN0-3041
RXN0-2481	"RXN0-2481"		ENZRXN0-6384 // ENZRXN0-6383 // ENZRXN0-6380 // ENZRXN0-3562
RXN0-2542	"RXN0-2542"		ENZRXN0-3581
TRANS-RXN0-529	"TRANS-RXN0-529"		
RXN0-305	"RXN0-305"	EC-5.3.1.22	ENZRXN0-274
HYPOTAURINE-DEHYDROGENASE-RXN	"HYPOTAURINE-DEHYDROGENASE-RXN"	EC-1.8.1.3	
TRANS-RXN0-509	"TRANS-RXN0-509"		
RXN-7682	"RXN-7682"	EC-1.17.1.4	ENZRXN0-1061
TRANS-RXN0-579	"TRANS-RXN0-579"		
TRANS-RXN0-562	"TRANS-RXN0-562"		ENZRXN0-7813 // ENZRXN0-7811
RXN0-5239	"RXN0-5239"		
RXN0-5238	"RXN0-5238"		
RXN0-2701	"RXN0-2701"		
RXN0-5392	"RXN0-5392"		
HYPOXANPRIBOSYLTRAN-RXN	"HYPOXANPRIBOSYLTRAN-RXN"	EC-2.4.2.8	HYPXPRIBOSYLTRAN-ENZRXN // HYPOXANPRIBOSYLTRAN-ENZRXN
RXN-7607	"RXN-7607"	EC-3.1.3.99 // EC-3.1.3.5	ENZRXN0-7725 // ENZRXN0-6260
IMPCYCLOHYDROLASE-RXN	"IMPCYCLOHYDROLASE-RXN"	EC-3.5.4.10	IMPCYCLOCYDROLASE-ENZRXN
IMP-DEHYDROG-RXN	"IMP-DEHYDROG-RXN"	EC-1.1.1.205	IMP-DEHYDROG-ENZRXN
TRANS-RXN0-566	"TRANS-RXN0-566"		
RXN0-2382	"RXN0-2382"	EC-4.2.1.122	ENZRXN0-3701
TRANS-RXN0-563	"TRANS-RXN0-563"		
TRANS-RXN-142	"TRANS-RXN-142"		TRANS-ENZRXN-76B
RXN-16165	"RXN-16165"	EC-6.1.1.10	ENZRXN0-7912
INOSINEKIN-RXN	"INOSINEKIN-RXN"	EC-2.7.1.73	INOSINEKIN-ENZRXN
INOSINE-NUCLEOSIDASE-RXN	"INOSINE-NUCLEOSIDASE-RXN"	EC-3.2.2.2	ENZRXN0-7414
INOPHOSPHOR-RXN	"INOPHOSPHOR-RXN"	EC-2.4.2.1	ENZRXN0-8336 // ENZRXN0-7335 // INOPHOSPHOR-ENZRXN
RXN0-18	"RXN0-18"		ENZRXN0-19
TRANS-RXN-108G	"TRANS-RXN-108G"		ENZRXN0-7489
RXN-13418	"RXN-13418"	EC-1.14.14.5	ENZRXN-20418
RXN0-7119	"RXN0-7119"	EC-1.1.1	ENZRXN0-7887 // ENZRXN0-7885 // ENZRXN0-7884 // ENZRXN0-7883
2.5.1.64-RXN	"2.5.1.64-RXN"	EC-2.2.1.9	ENZRXN0-6375
ISOCHORMAT-RXN	"ISOCHORMAT-RXN"	EC-3.3.2.1	ISOCHORMAT-ENZRXN
RXN0-6708	"RXN0-6708"		ENZRXN0-7465
IPPISOM-RXN	"IPPISOM-RXN"	EC-5.3.3.2	IPPISOM-ENZRXN
ISPH2-RXN	"ISPH2-RXN"	EC-1.17.7.4	ENZRXN0-6401
RXN-12402	"RXN-12402"	EC-3.2.1.177	ENZRXN-19186
RXN0-2301	"RXN0-2301"	EC-1.3.8.4	ENZRXN0-6530
RXN0-5073	"RXN0-5073"	EC-3.6.1	ENZRXN0-6179
RXN0-6382	"RXN0-6382"	EC-3.6.1.66 // EC-3.6.1.9	ENZRXN0-7315
TRANS-RXN-336	"TRANS-RXN-336"		ENZRXN0-8412
TRANS-RXN-42	"TRANS-RXN-42"		ENZRXN0-7684 // ENZRXN0-6439 // TRANS-ENZRXN-143 // TRANS-ENZRXN-142
TRANS-RXN-143	"TRANS-RXN-143"		ENZRXN0-6516 // TRANS-ENZRXN-148
TRANS-RXN-2	"TRANS-RXN-2"	EC-3.6.3.12	TRANS-ENZRXN-2
TRANS-RXN-3	"TRANS-RXN-3"		TRANS-ENZRXN-214 // TRANS-ENZRXN-152
RXN0-6501	"RXN0-6501"		
RXN0-7284	"RXN0-7284"		
RXN-14515	"RXN-14515"		
RXN-14812	"RXN-14812"		
RXN-15356	"RXN-15356"		
RXN-14811	"RXN-14811"		
PHENYLPYRUVATE-TAUTOMERASE-RXN	"PHENYLPYRUVATE-TAUTOMERASE-RXN"	EC-5.3.2.1	
PHEAMINOTRANS-RXN	"PHEAMINOTRANS-RXN"	EC-2.6.1.57	ENZRXN0-7331 // ENZRXN0-6321 // PHEAMINOTRANS-ENZRXN
DIAMINOPIMEPIM-RXN	"DIAMINOPIMEPIM-RXN"	EC-5.1.1.7	DIAMINOPIMEPIM-ENZRXN
TRANS-RXN0-617	"TRANS-RXN0-617"	EC-3.6.3	ENZRXN0-8083
TRANS-RXN-286	"TRANS-RXN-286"		ENZRXN0-8075
THREOSPON-RXN	"THREOSPON-RXN"		
ALARACECAT-RXN	"ALARACECAT-RXN"	EC-5.1.1.1	ENZRXN0-6293 // ENZRXN0-6292
7KAPSYN-RXN	"7KAPSYN-RXN"	EC-2.3.1.47	7KAPSYN-ENZRXN
UDP-NACMUR-ALA-LIG-RXN	"UDP-NACMUR-ALA-LIG-RXN"	EC-6.3.2.8	UDP-NACMUR-ALA-LIG-ENZRXN
TRANS-RXN0-469	"TRANS-RXN0-469"		ENZRXN0-7460
RXN0-5202	"RXN0-5202"		ENZRXN0-6297
RXN0-5228	"RXN0-5228"	EC-5.1.1.20	ENZRXN0-6376
RXN-19253	"RXN-19253"	EC-3.4.16.4	ENZRXN0-8403 // ENZRXN0-8400
RXN0-5227	"RXN0-5227"	EC-3.4.17.13	ENZRXN0-7633 // ENZRXN0-6374
RXN0-961	"RXN0-961"		ENZRXN0-1101
RXN0-6977	"RXN0-6977"	EC-3.4.13.18	
RXN0-6975	"RXN0-6975"	EC-3.4.13.18	
RXN0-6981	"RXN0-6981"	EC-3.4.13.18	ENZRXN-22201
RXN0-6976	"RXN0-6976"	EC-3.4.13.18	
RXN0-6978	"RXN0-6978"	EC-3.4.13.18	
RXN0-6979	"RXN0-6979"	EC-3.4.13.18	
RXN0-6980	"RXN0-6980"	EC-3.4.13.18	
LTAA-RXN	"LTAA-RXN"	EC-4.1.2.48 // EC-4.1.2.49	LTAA-ENZRXN
RXN-16001	"RXN-16001"	EC-1.1.1.381	
RXN-16000	"RXN-16000"		ENZRXN-23274
RXN-14809	"RXN-14809"		
ARABISOM-RXN	"ARABISOM-RXN"	EC-5.3.1.4	ARABISOM-ENZRXN
TRANS-RXN-40	"TRANS-RXN-40"		TRANS-ENZRXN-40
TRANS-RXN-10	"TRANS-RXN-10"		TRANS-ENZRXN-10
ARGDECARBOX-RXN	"ARGDECARBOX-RXN"	EC-4.1.1.19	ARGDECARBOXDEG-ENZRXN // ARGDECARBOXBIO-ENZRXN
ARGININE-N-SUCCINYLTRANSFERASE-RXN	"ARGININE-N-SUCCINYLTRANSFERASE-RXN"	EC-2.3.1.109	ARGSUCCTRAN-ENZRXN
RXN66-448	"RXN66-448"		ENZRXN0-7963
ARGSUCCINLYA-RXN	"ARGSUCCINLYA-RXN"	EC-4.3.2.1	ARGSUCCINLYA-ENZRXN
RXN-12876	"RXN-12876"		
RXN0-5214	"RXN0-5214"	EC-3.1.1	ENZRXN0-6334
ASPARAGHYD-RXN	"ASPARAGHYD-RXN"	EC-3.5.1.38 // EC-3.5.1.1	ENZRXN0-302 // ASPARAGHYDA-ENZRXN // ASPARAGHYDB-ENZRXN
TRANS-RXN-262	"TRANS-RXN-262"		TRANS-ENZRXN-216
ASPARTASE-RXN	"ASPARTASE-RXN"	EC-4.3.1.1	ASPARTASE-ENZRXN
ASPAMINOTRANS-RXN	"ASPAMINOTRANS-RXN"	EC-2.6.1.1	ASPAMINOTRANS-ENZRXN
ASNSYNA-RXN	"ASNSYNA-RXN"	EC-6.3.1.1	ENZRXN0-6318 // ASNSYNA-ENZRXN
ASPARTATEKIN-RXN	"ASPARTATEKIN-RXN"	EC-2.7.2.4	ASPARTATEKINIII-ENZRXN // ASPARTATEKINII-ENZRXN // ASPARTATEKINI-ENZRXN
ASPCARBTRANS-RXN	"ASPCARBTRANS-RXN"	EC-2.1.3.2	ASPCARBTRANS-ENZRXN
RXN-9772	"RXN-9772"	EC-1.5.99	ENZRXN0-7382
ASPDECARBOX-RXN	"ASPDECARBOX-RXN"	EC-4.1.1.11	ENZRXN0-4281
ADENYLOSUCCINATE-SYNTHASE-RXN	"ADENYLOSUCCINATE-SYNTHASE-RXN"	EC-6.3.4.4	ADENYLOSUCCINATE-SYNTHASE-ENZRXN
ARGSUCCINSYN-RXN	"ARGSUCCINSYN-RXN"	EC-6.3.4.5	ARGSUCCINSYN-ENZRXN
L-ASPARTATE-OXID-RXN	"L-ASPARTATE-OXID-RXN"	EC-1.4.3.16	L-ASPARTATE-OXID-ENZRXN
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	"ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN"	EC-1.2.1.11	ASP-SEMIALDEHYDE-DEHYDROGENASE-ENZRXN
TRANS-RXN-122A	"TRANS-RXN-122A"		ENZRXN0-6385 // TRANS-ENZRXN-122A
TRANS-RXN0-554	"TRANS-RXN0-554"		ENZRXN0-7667
TRANS-RXN-325	"TRANS-RXN-325"		ENZRXN0-8322
LCARNCOALIG-RXN	"LCARNCOALIG-RXN"	EC-6.2.1.48	LCARNCOALIG-ENZRXN
RXN0-3601	"RXN0-3601"	EC-2.8.3.21	ENZRXN0-5041
RXN-5921	"RXN-5921"	EC-1.14.13.239	ENZRXN0-8350
CARNDETRU-RXN	"CARNDETRU-RXN"	EC-4.2.1.149	ENZRXN0-5001
RXN-15131	"RXN-15131"		
CYSTATHIONINE-BETA-LYASE-RXN	"CYSTATHIONINE-BETA-LYASE-RXN"	EC-4.4.1.13	ENZRXN0-3741 // CYSTATHIONINE-BETA-LYASE-ENZRXN
TRANS-RXN0-512	"TRANS-RXN0-512"		
RXN-15129	"RXN-15129"		
RXN-12588	"RXN-12588"	EC-2.8.1.7	ENZRXN0-7642 // ENZRXN-19522
LCYSDESULF-RXN	"LCYSDESULF-RXN"	EC-4.4.1.1 // EC-4.4.1.28	ENZRXN0-8377 // ENZRXN0-2485 // ENZRXN0-7348 // ENZRXN0-7347 // ENZRXN0-7349 // ENZRXN0-2486
GLUTCYSLIG-RXN	"GLUTCYSLIG-RXN"	EC-6.3.2.2	GLUTCYSLIG-ENZRXN
O-SUCCHOMOSERLYASE-RXN	"O-SUCCHOMOSERLYASE-RXN"	EC-2.5.1.48	O-SUCCHOMOSERLYASE-ENZRXN
RXN-15881	"RXN-15881"	EC-2.8.1.7	ENZRXN0-7896
RXN0-1924	"RXN0-1924"		ENZRXN0-2472 // ENZRXN0-2471
RXN0-3	"RXN0-3"	EC-3.6.3	ENZRXN0-4
TRANS-RXN-265	"TRANS-RXN-265"		ENZRXN0-7898
TRANS-RXN-287	"TRANS-RXN-287"		ENZRXN0-8076
RXN-6622	"RXN-6622"	EC-3.4.13.18	ENZRXN0-7631 // ENZRXN0-7629 // ENZRXN0-7628 // ENZRXN0-7547
1.8.4.4-RXN	"1.8.4.4-RXN"	EC-1.8.4.4	
TRANS-RXN0-507	"TRANS-RXN0-507"		
TRANS-RXN0-593	"TRANS-RXN0-593"		ENZRXN0-7897
TRANS-RXN-285	"TRANS-RXN-285"		ENZRXN0-8073
RXN-12862	"RXN-12862"		
TRANS-RXN0-508	"TRANS-RXN0-508"	EC-3.6.3	ENZRXN0-8081
RXN-8460	"RXN-8460"	EC-1.13.11.29	ENZRXN0-8311
TRANS-RXN-20	"TRANS-RXN-20"		TRANS-ENZRXN-20
FUCULOKIN-RXN	"FUCULOKIN-RXN"	EC-2.7.1.51	FUCULOKIN-ENZRXN
FUCPALDOL-RXN	"FUCPALDOL-RXN"	EC-4.1.2.17	FUCPALDOL-ENZRXN
RXN-15925	"RXN-15925"		
RXN0-7222	"RXN0-7222"		ENZRXN0-8155
GLUTRACE-RXN	"GLUTRACE-RXN"	EC-5.1.1.3	GLUTRACE-ENZRXN
DIHYDROFOLATESYNTH-RXN	"DIHYDROFOLATESYNTH-RXN"	EC-6.3.2.12	DIHYDROFOLATESYNTH-ENZRXN
N-ACETYLTRANSFER-RXN	"N-ACETYLTRANSFER-RXN"	EC-2.3.1.1	N-ACETYLTRANSFER-ENZRXN
GLUTKIN-RXN	"GLUTKIN-RXN"	EC-2.7.2.11	GLUTKIN-ENZRXN
GLUTDECARBOX-RXN	"GLUTDECARBOX-RXN"	EC-4.1.1.15	GLUTDECARBOXB-ENZRXN // GLUTDECARBOXA-ENZRXN
GLUTDEHYD-RXN	"GLUTDEHYD-RXN"	EC-1.4.1.4	ENZRXN0-6368 // GLUTDEHYD-ENZRXN
RXN-14116	"RXN-14116"	EC-1.2.1.88	PYRROLINECARBDEHYDROG-ENZRXN
GLUTSEMIALDEHYDROG-RXN	"GLUTSEMIALDEHYDROG-RXN"	EC-1.2.1.41	GLUTSEMIALDEHYDROG-ENZRXN
TRANS-RXN-162	"TRANS-RXN-162"		TRANS-ENZRXN-122
PABASYN-RXN	"PABASYN-RXN"	EC-2.6.1.85	PABASYN-ENZRXN
GLUTAMIN-RXN	"GLUTAMIN-RXN"	EC-3.5.1.38 // EC-3.5.1.2	ENZRXN0-8071 // ENZRXN0-2802 // ENZRXN0-2801
ASNSYNB-RXN	"ASNSYNB-RXN"	EC-6.3.5.4	ASNSYNB-ENZRXN
GMP-SYN-GLUT-RXN	"GMP-SYN-GLUT-RXN"	EC-6.3.5.2	GMP-SYN-GLUT-ENZRXN
RXN0-7251	"RXN0-7251"	EC-3.1.3	ENZRXN0-8301
TRANS-RXN0-535	"TRANS-RXN0-535"		
TRANS-RXN0-534	"TRANS-RXN0-534"		ENZRXN0-7614
HISTAMINOTRANS-RXN	"HISTAMINOTRANS-RXN"	EC-2.6.1.9	HISTAMINOTRANS-ENZRXN
HISTIDPHOS-RXN	"HISTIDPHOS-RXN"	EC-3.1.3.15	ENZRXN0-7740 // HISTIDPHOS-ENZRXN
HOMOCYSMET-RXN	"HOMOCYSMET-RXN"	EC-2.1.1.14	HOMOCYSMET-ENZRXN
HOMOCYSMETB12-RXN	"HOMOCYSMETB12-RXN"	EC-2.1.1.13	HOMOCYSMETB12-ENZRXN
RXN0-7285	"RXN0-7285"	EC-5.1.1	ENZRXN0-8394
HOMOSERKIN-RXN	"HOMOSERKIN-RXN"	EC-2.7.1.39	HOMOSERKIN-ENZRXN
HOMOSERDEHYDROG-RXN	"HOMOSERDEHYDROG-RXN"	EC-1.1.1.3	HOMOSERDEHYDROGII-ENZRXN // HOMOSERDEHYDROGI-ENZRXN
HOMSUCTRAN-RXN	"HOMSUCTRAN-RXN"	EC-2.3.1.46	HOMSUCTRAN-ENZRXN
TRANS-RXN-242A	"TRANS-RXN-242A"		TRANS-ENZRXN-212A
TRANS-RXN-242	"TRANS-RXN-242"		ENZRXN0-3422 // TRANS-ENZRXN-212
RXN0-5285	"RXN0-5285"	EC-5.1.2	ENZRXN0-6424
1.1.1.264-RXN	"1.1.1.264-RXN"	EC-1.1.1.264	IDONDEHYD-ENZRXN
RXN-12107	"RXN-12107"	EC-1.1.1.366	
YIAE2-RXN	"YIAE2-RXN"	EC-1.1.1	
L-IDONATE-2-DEHYDROGENASE-RXN	"L-IDONATE-2-DEHYDROGENASE-RXN"	EC-1.1.1.264	
TRANS-RXN-181A	"TRANS-RXN-181A"	EC-3.6.3	TRANS-ENZRXN-207
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	"BRANCHED-CHAINAMINOTRANSFERILEU-RXN"	EC-2.6.1.42	BRANCHED-CHAINAMINOTRANSFERILEU-ENZRXN
TRANS-RXN-281	"TRANS-RXN-281"		ENZRXN0-8064
2.6.1.7-RXN	"2.6.1.7-RXN"	EC-2.6.1.7	ENZRXN0-6320
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	"BRANCHED-CHAINAMINOTRANSFERLEU-RXN"	EC-2.6.1.6 // EC-2.6.1.42	LEUAMINOTRANS-ENZRXN // BRANCHED-CHAINAMINOTRANSFERLEU-ENZRXN
TRANS-RXN0-270	"TRANS-RXN0-270"		ENZRXN0-8061 // ENZRXN0-6531
RXN0-5192	"RXN0-5192"	EC-5.4.3	ENZRXN0-6283
LYSINE--TRNA-LIGASE-RXN	"LYSINE--TRNA-LIGASE-RXN"	EC-6.1.1.6	LYSS-ENZRXN // LYSU-ENZRXN
LYSDECARBOX-RXN	"LYSDECARBOX-RXN"	EC-4.1.1.18	LDC2-ENZRXN // LYSDECARBOX-ENZRXN
TRANS-RXN0-569	"TRANS-RXN0-569"		ENZRXN0-7773
ABC-3-RXN	"ABC-3-RXN"	EC-3.6.3.21	ABC-3-ENZRXN
TRANS-RXN-58	"TRANS-RXN-58"		TRANS-ENZRXN-58
RXN-14968	"RXN-14968"		
TRANS-RXN0-236	"TRANS-RXN0-236"		ENZRXN0-6409
R15-RXN	"R15-RXN"	EC-2.6.1.88	ENZRXN0-7350
RXN0-6948	"RXN0-6948"	EC-2.3.1.1	ENZRXN0-7513
1.8.4.14-RXN	"1.8.4.14-RXN"	EC-1.8.4.14	ENZRXN0-942 // ENZRXN0-6403
1.8.4.13-RXN	"1.8.4.13-RXN"	EC-1.8.4.13	ENZRXN0-5061 // ENZRXN0-941
RXN0-6721	"RXN0-6721"		
RXN0-7188	"RXN0-7188"		
RXN0-7187	"RXN0-7187"		
TRANS-RXN0-511	"TRANS-RXN0-511"		ENZRXN0-7556
RXN0-7185	"RXN0-7185"		
RXN0-7186	"RXN0-7186"		
RXN0-7050	"RXN0-7050"		ENZRXN0-8060 // ENZRXN0-7698
RXN0-6985	"RXN0-6985"	EC-3.4.13.18	
ORNCARBAMTRANSFER-RXN	"ORNCARBAMTRANSFER-RXN"	EC-2.1.3.3	ORNCARBAMTRANSFERF-ENZRXN // ORNCARBAMTRANSFERI-ENZRXN
ORNDECARBOX-RXN	"ORNDECARBOX-RXN"	EC-4.1.1.17	ORNDECARBOXDEG-ENZRXN // ORNDECARBOX-BIO-ENZRXN
TRANS-RXN-312	"TRANS-RXN-312"	EC-3.6.3.22	ENZRXN0-8310 // ENZRXN0-8309
TRANS-RXN-56	"TRANS-RXN-56"		TRANS-ENZRXN-56 // TRANS-ENZRXN-59
RXN0-7008	"RXN0-7008"	EC-1.5.5.2	PROLDEHYDROG-ENZRXN
PYRROLINECARBREDUCT-RXN	"PYRROLINECARBREDUCT-RXN"	EC-1.5.1.2	PYRROLINECARBREDUCT-ENZRXN
TRANS-RXN-324	"TRANS-RXN-324"	EC-3.6.3.32	
TRANS-RXN-29	"TRANS-RXN-29"		ENZRXN0-6461 // TRANS-ENZRXN-217
RXN-7967	"RXN-7967"	EC-1.1.1.282	ENZRXN0-6289
L-RHAMNONATE-DEHYDRATASE-RXN	"L-RHAMNONATE-DEHYDRATASE-RXN"	EC-4.2.1.90	ENZRXN0-6588
RXN-12149	"RXN-12149"		
TRANS-RXN-112	"TRANS-RXN-112"		TRANS-ENZRXN-112
RHAMNULOKIN-RXN	"RHAMNULOKIN-RXN"	EC-2.7.1.5	RHAMNULOKIN-ENZRXN
RHAMNULPALDOL-RXN	"RHAMNULPALDOL-RXN"	EC-4.1.2.19	RHAMNULPALDOL-ENZRXN
RXN0-5116	"RXN0-5116"	EC-2.7.1.16	RIBULOKIN-ENZRXN
LXULRU5P-RXN	"LXULRU5P-RXN"	EC-5.1.3.22	ENZRXN0-6410 // ENZRXN0-726
RIBULPEPIM-RXN	"RIBULPEPIM-RXN"	EC-5.1.3.4	ENZRXN0-722 // ENZRXN0-243 // RIBULPEPIM-ENZRXN
SELENOCYSTEINE-LYASE-RXN	"SELENOCYSTEINE-LYASE-RXN"	EC-4.4.1.16	ENZRXN0-256
TRANS-RXN0-480	"TRANS-RXN0-480"		
RXN-15125	"RXN-15125"		
4.3.1.17-RXN	"4.3.1.17-RXN"	EC-4.3.1.17	ENZRXN0-6426 // LSERINEDEAM1-ENZRXN // ENZRXN0-6427 // LSERINEDEAM2-ENZRXN
RXN-19474	"RXN-19474"	EC-6.2.1	ENTF-ENZRXN
GLYOHMETRANS-RXN	"GLYOHMETRANS-RXN"	EC-2.1.2.1	GLYOHMETRANS-ENZRXN
SERINE-O-ACETTRAN-RXN	"SERINE-O-ACETTRAN-RXN"	EC-2.3.1.30	SERINE-O-ACETTRAN-ENZRXN
ENTF-RXN	"ENTF-RXN"		
RXN-16003	"RXN-16003"	EC-1.1.1.276	
RXN0-2201	"RXN0-2201"		ENZRXN0-3062
RXN-19472	"RXN-19472"	EC-6.2.1	
TRANS-RXN-71	"TRANS-RXN-71"		TRANS-ENZRXN-72A // TRANS-ENZRXN-71
LTARTDEHYDRA-RXN	"LTARTDEHYDRA-RXN"	EC-4.2.1.32	LTARTDEHYDRA-ENZRXN
TARTRATE-DEHYDROGENASE-RXN	"TARTRATE-DEHYDROGENASE-RXN"	EC-1.1.1.93	ENZRXN0-7895
TRANS-RXN-127	"TRANS-RXN-127"		TRANS-ENZRXN-127
PHENYLSERINE-ALDOLASE-RXN	"PHENYLSERINE-ALDOLASE-RXN"	EC-4.1.2.26	ENZRXN0-6310
RXN-15122	"RXN-15122"		
THREDEHYD-RXN	"THREDEHYD-RXN"	EC-4.3.1.19	THREDEHYDCAT-ENZRXN // THREDEHYDSYN-ENZRXN
THREONINE-ALDOLASE-RXN	"THREONINE-ALDOLASE-RXN"	EC-4.1.2.48 // EC-4.1.2.5	ENZRXN0-6309
RXN-14569	"RXN-14569"	EC-2.7.7.87	ENZRXN0-7983
RXN-14249	"RXN-14249"	EC-1.1.1.103	
THREODEHYD-RXN	"THREODEHYD-RXN"	EC-1.1.1.103	ENZRXN0-7847 // THREODEHYD-ENZRXN
RXN-14505	"RXN-14505"	EC-3.1.3	ENZRXN0-7758 // ENZRXN0-7749
TRANS-RXN0-0244	"TRANS-RXN0-0244"		ENZRXN0-8405 // ENZRXN0-3421 // TRANS-ENZRXN-213
TRANS-RXN-72	"TRANS-RXN-72"		TRANS-ENZRXN-72
RXN-15578	"RXN-15578"		
