"Object ID"	"Compounds"	"Synonyms"	"Molecular-Weight"
"CPD0-1562"	CPD0-1562	"3,3'-diselenodialanine" // "Selenocystine" // "3,3'-diselane-1,2-diylbis(2-aminopropanoic acid)"	334.092
"CPD-8521"	CPD-8521		
"CPD-8180"	CPD-8180		
"CPD-8181"	CPD-8181		
"CPD-8534"	CPD-8534		
"CPD-7880"	CPD-7880	"n-dodecyl aldehyde" // "lauraldehyde" // "laurylaldehyde" // "lauric aldehyde" // "lauryl aldehyde"	184.321
"CPD-8876"	CPD-8876		265.387
"DOLICHOL-GROUP"	DOLICHOL-GROUP	"dolichol"	1093.923
"CPD-20889"	CPD-20889		334.564
"DOPAMINE"	DOPAMINE	"deoxyepinephrine" // "hydroxytyramine" // "3,4-dihydroxyphenethylamine" // "intropin" // "2-(3,4-dihydroxyphenyl)ethylamine" // "4-(2-aminoethyl)benzene-1,2-diol" // "3-hydroxytyramine"	154.188
"CPD0-2600"	CPD0-2600		420.498
"CPD-13973"	CPD-13973	"14-hydroxydaunomycin" // "14-hydroxydaunorubicine" // "adriamycin"	544.534
"CPD0-2613"	CPD0-2613		
"TDP"	TDP	TDP // "thymidine 5'-(trihydrogen diphosphate) (9CI)" // "deoxy-TDP" // "thymidine-5'-diphosphate" // "thymidine-diphosphate"	399.167
"DTDP-GROUP"	DTDP-GROUP		400.175
"TDP-FUC4NAC"	TDP-FUC4NAC	"TDP-Fuc4NAc" // "dTDP-<i>N</i>-acetylthomosamine" // "TDP-4N-acetyl-&alpha;-D-fucosamine" // "dTDP-4-acetamido-&alpha;-D-fucose"	587.37
"TDP-D-FUCOSAMINE"	TDP-D-FUCOSAMINE	"TDP-fucosamine (misleading)" // "TDP-D-fucosamine (misleading)" // "dTDP-thomosamine" // "dTDP-&alpha;-D-fucosamine (misleading)"	546.341
"DTDP-DEOH-DEOXY-GLUCOSE"	DTDP-DEOH-DEOXY-GLUCOSE	"TDP-4-keto-6-deoxy--&alpha;-D-glucose" // "TDP-4-oxo-6-deoxy--&alpha;-D-glucose" // "dTDP-4-oxo-6-deoxy--&alpha;-D-glucose" // "dTDP-6-deoxy-&alpha;-D-<i>xylo</i>-4-hexosulose" // "dTDP-6-deoxy-&alpha;-D-xylohex-4-ulose" // "dTDP-4-dehydro-6-deoxy-&alpha;-D-glucose"	544.302
"DTDP-DEOH-DEOXY-MANNOSE"	DTDP-DEOH-DEOXY-MANNOSE	"dTDP-4-oxo-6-deoxy-&beta;-L-mannose" // "dTDP-4-oxo-&beta;-L-rhamnose" // "dTDP-4-dehydro-6-deoxy-&beta;-L-mannose" // "dTDP-4-keto-L-rhamnose"	544.302
"DTDP-D-GLUCOSE"	DTDP-D-GLUCOSE	"TDP-glucose" // "dTDP-glucose" // "dTDP-D-glucose"	562.317
"DTDP-RHAMNOSE"	DTDP-RHAMNOSE	"dTDP-6-deoxy-&beta;-L-mannose"	546.317
"TMP"	TMP	"thymidylic acid" // "thymidine monophosphate" // "deoxythymidylate" // TMP // "thymidine 5'-monophosphate" // "thymidine-phosphate" // "thymidine 5'-phosphate" // "deoxythymidine 5'-phosphate" // "5'-thymidylic acid" // "deoxythymidylic acid" // "thymidylate"	320.195
"TTP"	TTP	"thymidine triphosphate" // "thymidine 5'-triphosphate" // TTP	478.139
"DUDP"	DUDP	"2'-deoxyuridine-5'-diphosphate" // "deoxyuridine-diphosphate"	385.14
"DUMP"	DUMP	"deoxyurdine-phosphate" // "2'-deoxyuridine 5-monophosphate" // "deoxyuridine-phosphate" // "2'-deoxyuridine 5'-phosphate" // "2'-deoxyuridylic acid" // "2'-deoxy-5'-uridylic acid"	306.168
"DUTP"	DUTP	"deoxy-UTP" // "2'-deoxyuridine-5'-triphosphate" // "deoxyuridine-triphosphate"	464.112
"CPD0-1468"	CPD0-1468		346.193
"ECTOINE"	ECTOINE	"1,4,5,6-tetrahydro-2-methyl-4-pyrimidine carboxylic acid"	142.157
"EDTA"	EDTA	"ethylenediaminetetraacetic acid" // "ethylenediaminetetraacetate"	290.229
"CPD0-1620"	CPD0-1620		
"EGTA"	EGTA	"ethyleneglycol-bis-N,N'-tetraacetic acid" // "egtazic acid"	376.319
"CPD0-2065"	CPD0-2065	"Enalaprila" // "Kinfil" // "Bonuten" // "Enalaprilum" // "Renitek"	376.452
"CPD0-2603"	CPD0-2603		
"ENOL-OXALOACETATE"	ENOL-OXALOACETATE	"enol-oxaloacetic acid" // "2-hydroxyethylenedicarboxylate"	130.057
"ENOL-PHENYLPYRUVATE"	ENOL-PHENYLPYRUVATE		163.152
"CPD-21016"	CPD-21016		320.323
"ENTEROBACTIN"	ENTEROBACTIN	"(2,3-dihydroxybenzoylserine)<sub>3</sub>" // "Enterochelin"	669.554
"ERYTHRITOL"	ERYTHRITOL	"phycitol" // "erythrit" // "butanetetrol" // "(2R,3S)-butane-1,2,3,4-tetrol" // "erythrite" // "erythro-tetritol" // "erythrol"	122.121
"CPD-13804"	CPD-13804	"ilotycin"	734.943
"CPD-10434"	CPD-10434		109.12
"ETOH"	ETOH	"absolute alcohol" // "alcohol" // "EtOH" // "eth" // "ethyl alcohol" // "grain alcohol"	46.069
"ETHANOL-AMINE"	ETHANOL-AMINE	"2-aminoethanol" // "monoethanolamine" // "colamine" // "ethanol-amine"	62.091
"ETHYLENE-CMPD"	ETHYLENE-CMPD	"olefiant gas" // "elayl" // "ethylene"	28.054
"CPD0-1938"	CPD0-1938	"ethidium cation" // "homidium"	314.409
"CPD0-2498"	CPD0-2498		225.201
"ETHYLACETATE"	ETHYLACETATE	"ethylether" // "ether" // "ethyl" // "acetic-acid-ethylester" // "acet-eth-ester" // "acet-ethylester" // "acetic ester"	88.106
"CPD0-1149"	CPD0-1149		296.348
"ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE"	ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE		146.186
"ETHYL-2-METHYLACETOACETATE"	ETHYL-2-METHYLACETOACETATE		144.17
"ETHYL-ACETOACETATE"	ETHYL-ACETOACETATE	"3-oxobutanoic acid ethyl ester" // "acetoacetic acid, ethyl ester" // "active acetyl acetate" // "diacetic ether" // "butanoic acid, 3-oxo-ethyl ester" // "ethyl 3-oxobutanoate" // "ethyl 3-oxobutyrate" // "ethyl acetoacetate" // "ethyl acetylacetate" // "ethyl acetylacetonate" // "ethyl &beta;-ketobutyrate"	130.143
"ETHYLACETIMIDATE"	ETHYLACETIMIDATE		88.129
"ETHANAMINE"	ETHANAMINE	"ethanamine" // "aminoethane"	46.092
"GLYCOL"	GLYCOL	"monoethylene glycol" // "2-hydroxyethanol" // "ethanediol" // "1,2-ethanediol" // "glycol"	62.068
"CPD-3682"	CPD-3682	"ethanediamine" // "1,2-diaminoethane" // "1,2-ethanediamine" // "dimethylenediamine"	61.106
"CPD0-1457"	CPD0-1457	"ethyleneglycol-P"	140.032
"CPD0-1397"	CPD0-1397	"EGBG"	200.246
"CPD0-1075"	CPD0-1075	"EPn" // "ethylphosphonic acid"	109.041
"CPD0-2053"	CPD0-2053		116.116
"CPD0-2054"	CPD0-2054		162.203
"CPD-6061"	CPD-6061	"2-fluoro-2-deoxy-uridine 5'-monophosphate" // "dUflMP" // "2'-deoxy-5-fluoro-uridine 5'-monophosphate" // "fluorodeoxyuridylate" // "5-fluorodeoxyuridine monophosphate"	324.159
"FAD"	FAD	"flavin adenine dinucleotide oxidized" // "flavin adenine dinucleotide" // "flavitan"	782.533
"FADH2"	FADH2	"flavin adenine dinucleotide reduced" // "1,5-dihydro-FAD"	785.556
"FARNESYLFARNESYLGERANIOL"	FARNESYLFARNESYLGERANIOL		562.961
"CPD0-2597"	CPD0-2597		284.306
"CPD0-2114"	CPD0-2114	"Fe(III)hydroxamic acid" // "iron(III) hydroxamates"	
"CPD0-2175"	CPD0-2175		
"FE+2"	FE+2	"Fe<SUP>+2</SUP>" // "Fe<SUP>++</SUP>" // "ferrous iron" // "Fe+2" // "ferrous ion" // "fe(ii)"	55.847d0
"FE+3"	FE+3	"ferric iron" // "Fe<SUP>+++</SUP>" // "Fe<SUP>+3</SUP>" // "ferric ion" // "fe(iii)"	55.847
"CPD0-2482"	CPD0-2482	"hydrolyzed ferric enterobactin complex"	737.369
"CPD0-2234"	CPD0-2234		622.408
"CPD0-1693"	CPD0-1693	"FeCl3" // "iron trichloride" // "iron (III) chloride"	162.206
"CPD0-621"	CPD0-621		821.683
"FERRIC-CITRATE-COMPLEX"	FERRIC-CITRATE-COMPLEX	"Fe(III)dicitrate" // "ferric dicitrate complex" // "iron dicitrate" // "iron (III) dicitrate" // "Fe(Cit)<sub>2</sub>"	446.144
"FERRIC-ENTEROBACTIN-COMPLEX"	FERRIC-ENTEROBACTIN-COMPLEX	"ferric enterobactin" // "ferric enterochelin" // "ferrienterochelin" // "ferrienterobactin"	719.354
"CPD0-2241"	CPD0-2241		740.529
"CPD0-2205"	CPD0-2205	"ferrichrome minus Fe(III)"	673.679
"CPD-10145"	CPD-10145	"ferric hexacyanide" // "hexacyanoferrate III" // "hexacyanoferrate(3-)" // "hexacyanoferrate(III)"	211.953
"PROTOHEME"	PROTOHEME	"protoheme IX" // "ferroprotoporphyrin IX"	614.482
"CPD-17063"	CPD-17063		836.852
"CPD0-1694"	CPD0-1694	"FeCl2" // "iron dichloride"	126.753
"CPD0-2418"	CPD0-2418		278.01
"CPD0-2124"	CPD0-2124		613.513
"FERULIC-ACID"	FERULIC-ACID	"ferulic acid" // "3-methoxy-4-hydroxycinnamic acid" // "caffeic acid 3-methyl ether" // "4-hydroxy-3-methoxycinnamic acid" // "3-methoxy-4-hydroxy-trans-cinnamate"	193.179
"CPD-10016"	CPD-10016	"tacrolimus" // "Prograf" // "Advagraf" // "Fujimycin" // "Protopic" // "Protopy" // "LCP-Tacro" // "Ambap5429" // "BSPBio-001279"	804.029
"F-"	F-	"fluoride ion" // "F<SUP>-</SUP>" // F	18.998
"CPD0-1624"	CPD0-1624	"Tetrafluoroaluminate anion"	102.974
"CPD0-2038"	CPD0-2038	"monofluorofumarate" // "2-butenedioic acid, 2-fluoro-, (Z)-" // "fluorofumaric acid"	134.064
"CPD0-1353"	CPD0-1353	"&beta;-fluoropyruvate"	105.045
"CPD0-1910"	CPD0-1910	"2-{3-[3-(Methoxycarbonyl)prop-2-enoylamino]-2-aminopropanoylamino}(2S)-3-phenylpropanoic acid"	363.369
"CPD0-1906"	CPD0-1906	"2-{3-[3-(methoxycarbonyl)prop-2-enoylamino]-2-aminopropanoylamino}(2S)-4-methylpentanoic acid"	329.352
"CPD0-1911"	CPD0-1911	"2-{3-[3-(Methoxycarbonyl)prop-2-enoylamino]-2-aminopropanoylamino}(2S)-3-methylbutanoic acid"	315.325
"FMN"	FMN	"flavin mononucleotide" // "riboflavin 5'-phosphate"	453.324
"FMNH2"	FMNH2	"reduced FMN" // "reduced flavin mononucleotide"	456.348
"FMPP"	FMPP	"2-amino-5-(fluoromethyl)pyrrolo[2,3-d]pyrimidin-4 (3H)-one"	182.157
"CPD-12826"	CPD-12826	"folic acid"	439.387
"FORMALDEHYDE"	FORMALDEHYDE	"formalin" // "methanal" // "formol"	30.026
"FORMAMIDE"	FORMAMIDE	"carbamaldehyde" // "Methanamide"	45.041
"FORMATE"	FORMATE	"formic acid"	45.018
"CPD0-1635"	CPD0-1635		345.208
"FORMYCIN-A"	FORMYCIN-A		269.26
"CPD0-1045"	CPD0-1045		266.213
"FORMYL-COA"	FORMYL-COA		791.513
"CPD0-1113"	CPD0-1113	"(1<i>R</i>,2<i>S</i>)-epoxypropylphosphonate" // "L-<i>cis</i>-1,2-epoxypropylphosphonic acid" // "phosphonomycin" // "L-cis-1,2-epoxypropylphosphonic acid" // "phosphonemycin" // "(1<i>R</i>,2<i>S</i>)-epoxypropylphosphonic acid" // "<i>cis</i>-(1<i>R</i>,2<i>S</i>)-epoxypropylphosphonic acid"	137.052
"CPD0-441"	CPD0-441		182.093
"FRUCTOSEGLYCINE"	FRUCTOSEGLYCINE	"<i>N</i>-(1-deoxy-D-fructos-1-yl)glycine" // "fructoseglycine"	237.209
"CPD0-1436"	CPD0-1436		457.542
"FUM"	FUM	"fum" // "fumaric acid"	114.057
"CPD0-2357"	CPD0-2357		96.085
"CPD0-1606"	CPD0-1606	"fusidic acid" // "fusidine" // "ramycin"	515.709
"CPD0-1467"	CPD0-1467	"3-Amino-2,3-dihydrobenzoic acid"	139.154
"GALACTITOL"	GALACTITOL	"dulcitol" // "dulcite" // "dulcose" // "(2R,3S,4R,5S)-hexane-1,2,3,4,5,6-hexol"	182.173
"GALACTITOL-1-PHOSPHATE"	GALACTITOL-1-PHOSPHATE		260.137
"CPD0-2219"	CPD0-2219		1640.917
"CPD0-1646"	CPD0-1646	"D-Galactosamine 1-phosphate" // "Galn-1-P" // "2-amino-2-deoxy-1-O-phosphono-D-galactopyranose"	258.144
"CPD0-937"	CPD0-937		3451.554
"CPD0-938"	CPD0-938		3613.696
"CPD0-936"	CPD0-936		3289.412
"CPD0-2258"	CPD0-2258		3654.726
"CPD-183"	CPD-183	"gallic acid" // "3,4,5-trihydroxybenzoic acid" // "3,4,5-trihydroxybenzoate" // "pyrogallol-5-carboxylic acid" // "pyrogallol-5-carboxylate"	169.113
"GAMMA-BUTYROBETAINE"	GAMMA-BUTYROBETAINE	"3-carboxypropyl-trimethyl-ammonium" // "4-(trimethylamino)butanoate" // "4-(trimethylammonio)butanoate" // "deoxycarnitine" // "actinine" // "4-butyrobetaine"	145.201
"GAMMA-BUTYROBETAINYL-COA"	GAMMA-BUTYROBETAINYL-COA	"&gamma;-butyrobetaine-CoA" // "4-(trimethylammonio)butanoayl-CoA"	891.696
"CPD-3783"	CPD-3783	"cyclooctaamylose" // "ringdex c" // "cyclooctapentylose" // "&gamma;-dextrin" // "g-cyclodextrin"	1297.136
"CPD0-1891"	CPD0-1891		259.261
"CPD-9384"	CPD-9384	"&gamma;-glutamylethylamide" // "theanine" // "N<sup>5</sup>-ethylglutamine" // "N<sup>5</sup>-ethyl-L-glutamine"	174.199
"GAMMA-GLUTAMYL-PUTRESCINE"	GAMMA-GLUTAMYL-PUTRESCINE	"gamma-L glutamylputrescine" // "&gamma;-Glu-Put" // "&gamma;-glutamylputrescine"	218.275
"CPD-9385"	CPD-9385		267.241
"L-GLUTAMATE-5-P"	L-GLUTAMATE-5-P	"L-glutamate 5-phosphate" // "&gamma;-L-glutamyl-5-P"	225.094
"CPD-19395"	CPD-19395	"&gamma;-L-Glu-Gly-Gly"	260.226
"CPD0-2056"	CPD0-2056	"norophthalamic acid" // "&gamma;-Glu-Ala-Gly" // "N-(N-&gamma;-L-glutamyl-L-alanyl)-glycine"	274.253
"L-GAMMA-GLUTAMYLCYSTEINE"	L-GAMMA-GLUTAMYLCYSTEINE	"&gamma;-glutamylcysteine" // "&gamma;-L-glutamylcysteine" // "&gamma;-Glu-Cys"	249.261
"CPD0-1249"	CPD0-1249	"GMPPT"	194.147
"CPD0-2023"	CPD0-2023		193.217
"GDP"	GDP	"ppG" // "guanosine-5'-diphosphate" // "guanosine-diphosphate"	440.179
"GDP-GROUP"	GDP-GROUP		441.187
"GDP-4-DEHYDRO-6-L-DEOXYGALACTOSE"	GDP-4-DEHYDRO-6-L-DEOXYGALACTOSE	"GDP-4-keto-6-L-deoxygalactose"	585.314
"GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE"	GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE	"GDP-4-keto-6-deoxymannose" // "GDP-4-keto-6-deoxy-&alpha;-D-mannose" // "GDP-4-dehydro-6-deoxy-&alpha;-D-talose" // "GDP-4-oxo-6-deoxy-&alpha;-D-mannose" // "GDP-4-dehydro-6-deoxy-&alpha;-D-mannose" // "GDP-4-dehydro-6-deoxymannose"	585.314
"CPD0-2128"	CPD0-2128		585.314
"GDP-D-GLUCOSE"	GDP-D-GLUCOSE	"GDP-glucose"	603.329
"GDP-MANNOSE"	GDP-MANNOSE	"guanosine pyrophosphate mannose" // "guanosine diphosphomannose" // "guanosine diphosphate mannose" // "GDP-mannose"	603.329
"CPD-13118"	CPD-13118		587.33
"CPD-13419"	CPD-13419		
"CPD-633"	CPD-633	"gentisic acid" // "hydroquinonecarboxylic acid" // "2,5-dihydroxybenzoate" // "2,5-DHBA" // "2,5-dihydroxybenzoic acid" // "2,5-dioxybenzoic acid" // "3,6-dihydroxybenzoic acid" // "5-hydroxysalicylic acid" // "5-hydroxysalicylate"	153.114
"GERANIAL"	GERANIAL	"citral" // "geranialdehyde" // "geranal" // "<i>trans</i>-citral"	152.236
"GERANIOL"	GERANIOL	"lemonol" // "geranyl alcohol" // "<i>trans</i>-geraniol" // "<i>trans</i>-3,7-dimethyl-2,6-octadien-1-ol" // "(<i>E</i>)-geraniol"	154.252
"GERANYL-PP"	GERANYL-PP	"geranyl-diphosphate" // "geranyl-pyrophosphate" // "GPP" // "geranyl-PP" // "geranyl pyrophosphate" // "&omega;,E-geranyl diphosphate"	311.188
"ALL-TRANS-PENTAPRENYL-DIPHOSPHATE"	ALL-TRANS-PENTAPRENYL-DIPHOSPHATE	"geranylfarnesyl-PP" // "geranylfarnesyl-diphosphate" // "all-trans-pentaprenyl diphosphate" // "2,6,10,14-<i>trans</i>-pentaprenyl diphosphate" // "(2E,6E,10E,14E)-geranylfarnesyl diphosphate" // "<i>all-trans</i>-geranylfarnesyl diphosphate"	515.542
"GERANYLGERANYL-PP"	GERANYLGERANYL-PP	"all-<i>trans</i>-geranyl-geranyl-pp" // "geranylgeranyl-PP" // "geranylgeranyl diphosphate" // "(2E,6E,10E)-geranylgeranyl diphosphate" // "&omega;,<i>E</i>,<i>E</i>,<i>E</i>-geranylgeranyl diphosphate" // "(2E,6E,10E)-3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraen-1-yl diphosphate" // "all-<i>trans</i>-geranylgeranyl diphosphate" // "2-<i>trans</i>,6-<i>trans</i>,10-<i>trans</i>-geranylgeranyl diphosphate"	447.424
"CPD0-1080"	CPD0-1080		919.892
"CPD0-2583"	CPD0-2583		
"GLOBOMYCIN"	GLOBOMYCIN		669.857
"CPD0-1096"	CPD0-1096		336.108
"CPD0-932"	CPD0-932		2779.174
"CPD0-933"	CPD0-933		2857.138
"CPD-15237"	CPD-15237		
"CPD0-935"	CPD0-935		3127.27
"CPD0-934"	CPD0-934		3049.306
"CPD0-2261"	CPD0-2261		3816.868
"CPD0-2259"	CPD0-2259		3979.01
"CPD0-2247"	CPD0-2247		3492.584
"CPD0-2215"	CPD0-2215		1478.775
"CPD0-1656"	CPD0-1656	"D-glucuronic amide" // "Guronamin" // "D-Glucuronic acid amide" // "2,3,4,5-tetrahydroxy-6-oxo-hexanamide"	193.156
"CPD0-1086"	CPD0-1086		473.381
"CPD0-1884"	CPD0-1884		473.358
"GLUTARATE"	GLUTARATE	"pentanedioate" // "glutaric acid"	130.1
"CPD-280"	CPD-280	"5-oxopentanoate"	115.108
"GLUTATHIONE"	GLUTATHIONE	"L-&gamma;-glutamyl-L-cysteinylglycine" // "GSH" // "reduced glutathione" // "glutathionate"	306.313
"OXIDIZED-GLUTATHIONE"	OXIDIZED-GLUTATHIONE	"glutathione oxidized" // "glutathione ox" // "oxidized glutathione"	610.61
"GLUTATHIONYLSPERMIDINE"	GLUTATHIONYLSPERMIDINE	"N1-(&gamma;-L-glutamyl-L-cysteinyl-glycyl)-spermidine"	436.569
"CPD0-2379"	CPD0-2379	"(GspS)<sub>2</sub>"	871.121
"CPD0-2596"	CPD0-2596	"N-pantoylglycyl-2-aminoethanethiol"	
"GLYCEROL"	GLYCEROL	"1,2,3-trihydroxypropane" // "glycerin" // "1,2,3-trihydroxypropanol"	92.094
"CPD-536"	CPD-536	"&beta;-glycerol-phosphate" // "2-glycerophosphate" // "b-glycerol-phosphate"	170.058
"DIHYDROXY-ACETONE-PHOSPHATE"	DIHYDROXY-ACETONE-PHOSPHATE	"dihydroxyacetone phosphate" // "dihydroxyacetone-P" // "di-OH-acetone-P" // "dihydroxy-acetone phosphate" // "3-hydroxy-2-oxopropyl phosphate"	168.043
"GLYCEROPHOSPHOGLYCEROL"	GLYCEROPHOSPHOGLYCEROL	"diglycerol phosphate" // "bis(2,3-dihydroxypropyl) phosphate"	245.146
"CPD0-2030"	CPD0-2030		258.144
"GLY"	GLY	"G" // "aminoacetic acid"	75.067
"BETAINE"	BETAINE	"oxyneurine" // "lycine" // "acidin-pepsin" // "betaine" // "trimethylammonioacetate" // "<i>N,N,N</i>-trimethylglycine"	117.147
"CPD0-2276"	CPD0-2276		103.121
"CPD-9383"	CPD-9383	"Methyl glycinate"	89.094
"GLYCO-CT-ACETYL"	GLYCO-CT-ACETYL		
"GLYCO-CT-AMINO"	GLYCO-CT-AMINO		
"GLYCO-CT-METHYL"	GLYCO-CT-METHYL		
"GLYCO-CT-N-ACETYL"	GLYCO-CT-N-ACETYL		
"GLYCO-CT-N-SULFATE"	GLYCO-CT-N-SULFATE		
"GLYCO-CT-PHOSPHATE"	GLYCO-CT-PHOSPHATE		
"GLYCO-CT-SULFATE"	GLYCO-CT-SULFATE		
"GLYCOLALDEHYDE"	GLYCOLALDEHYDE	"glycoaldehyde" // "2-OH-acetaldehyde" // "hydroxyacetaldehyde" // "2-hydroxyethanal"	60.052
"GLYCOLLATE"	GLYCOLLATE	"hydroxyacetic acid" // "glycolic acid" // "glycollate"	75.044
"GLYCYLGLYCINE"	GLYCYLGLYCINE	"Gly-Gly"	132.119
"CPD-13395"	CPD-13395	"gly-asn"	189.171
"CPD-13406"	CPD-13406	"gly-asp" // "glycyl-L-aspartic acid"	189.147
"CPD-3569"	CPD-3569	"glycyl-L-glutamic acid" // "Gly-Glu"	203.174
"CPD-13394"	CPD-13394	"gly-gln"	203.197
"CPD-13393"	CPD-13393	"gly-met" // "N-glycyl-L-methionine"	206.259
"CPD-10814"	CPD-10814	"Gly-L-Pro"	172.183
"CPD0-1914"	CPD0-1914	"N-Glycylsarcosine" // "Gly-Sar"	146.146
"CPD-8887"	CPD-8887	"oxalaldehyde" // "1,2-ethanedione"	58.037
"GLYOX"	GLYOX	"glyoxalate" // "glyox" // "glyoxylic acid"	73.028
"CPD0-1308"	CPD0-1308	"N-(phosphonomethyl)glycine" // "Roundup"	167.058
"GMP"	GMP	"guanylate" // "guanylic acid" // "guanosine phosphate" // "guanosine 5'-phosphate" // "guanosine monophosphate" // "guanosine-5'-monophosphate"	361.207
"GMP-LYSINE-PHOSPHORAMIDATE"	GMP-LYSINE-PHOSPHORAMIDATE	"GMP-lysine"	546.453
"CPD0-2514"	CPD0-2514	"GS-HHQ"	
"CPD0-2515"	CPD0-2515		
"GTP"	GTP	"guanylyl imidodiphosphate" // "guanosine 5'-triphosphate" // "guanosine-triphosphate"	519.151
"CPD-400"	CPD-400	"a hydroxlyated aryl lignin fragment" // "<i>O</i>-methoxyphenol" // "catechol monomethyl ether" // "1-hydroxy-2-methoxybenzene" // "2-hydroxyanisole" // "<i>o-</i>-methoxyphenol" // "2-methoxyphenol"	124.139
"CPD0-1470"	CPD0-1470	"guanidine" // "diaminomethaniminium"	60.078
"GUANINE"	GUANINE	"G"	151.127
"GUANOSINE"	GUANOSINE	"nucleoside Q"	283.243
"CPD-3709"	CPD-3709	"2',3'-cyclic GMP" // "cyclic 2',3'-guanosine monophosphate"	344.2
"CPD-13025"	CPD-13025		361.207
"CPD-3708"	CPD-3708	"guanosine 3'-phosphate" // "3'-guanylic acid"	361.207
"CPD-11209"	CPD-11209	"GMP-MOR"	431.321
"GUANOSINE_TETRAPHOSPHATE"	GUANOSINE_TETRAPHOSPHATE		598.123
"CPD-582"	CPD-582	"MGD" // "MPT-GMP" // "MoO<sub>2</sub>(OH)Dtpp-mGDP" // "molybdopterin guanine dinucleotide"	864.459
"PROTON"	PROTON	"hydrogen ion" // "proton" // H	1.008
"HYDROGEN-MOLECULE"	HYDROGEN-MOLECULE	"hydrogen" // "hydrogen molecule" // "dihydrogen"	2.016
"WATER"	WATER	"H2O" // "hydrogen oxide" // "water"	18.015
"CPD-16459"	CPD-16459	"dihydrogen phosphate"	96.987
"CPD-9939"	CPD-9939		214.266
"HCL"	HCL	"hydrogen chloride" // "hydrochloric acid"	36.461
"CPD-9481"	CPD-9481	"Caulosapogenin" // "Astrantiagenin E" // "Hederagenic acid" // "(3-beta,4-alpha)-3,23-Dihydroxyolean-12-en-28-oic acid"	471.699
"CPD0-2264"	CPD0-2264		4409.59
"CPD0-2517"	CPD0-2517		1055.566
"CPD0-929"	CPD0-929		2424.864
"HEPTOSYL-KDO2-LIPID-IVA"	HEPTOSYL-KDO2-LIPID-IVA		2032.2
"CPD0-2238"	CPD0-2238		2887.164
"CPD-20862"	CPD-20862	"hexadecane-1-sulfonyl fluoride" // "1-hexadecanesulfonyl fluoride"	308.494
"CPD0-967"	CPD0-967	"hexanediol-1,6-diphosphate"	274.104
"HEXANOATE"	HEXANOATE	"a hexonic acid" // "Hexanoate (n-C6:0)" // "hexanoic acid" // "caproate"	115.152
"HEXANOYL-COA"	HEXANOYL-COA	"hexanoyl-coenzyme A"	861.647
"HG+2"	HG+2	"Hg<SUP>++</SUP>" // "Hg(II)" // "mercury ion" // "mercury (II)"	200.59
"HISTAMINE"	HISTAMINE	"peremin" // "1H-Imidazole-4-ethanamine"	112.154
"HISTIDINAL"	HISTIDINAL	"L-histidinal"	140.164
"HISTIDINOL"	HISTIDINOL	"histidol" // "L-histidinol"	142.18
"CPD0-1939"	CPD0-1939	"Hoe 33342" // "2'-(4-ethoxyphenyl)-5-(4-methyl-1-piperazinyl)-2,5'-bi-1H-benzimidazole" // "2'-(4-ETHOXYPHENYL)-5-(4-METHYL-1-PIPERAZINYL)-2,5'-BI-BENZIMIDAZOLE" // "2'-(p-ethoxyphenyl)-5-(4-methyl-1-piperazinyl)-2,5'-bibenzimidazole"	452.558
"CPD-11725"	CPD-11725	"3-aminopropanesulfonate" // "Tramiprosate" // "Alzhemed" // "Cerebril" // "3-aminopropanesulphonic acid" // "3-aminopropanesulfonic acid"	139.169
"HYDRAZINE"	HYDRAZINE		32.045
"HCN"	HCN	"cyanide" // "hydrocyanic acid"	27.026d0
"HYDROGEN-PEROXIDE"	HYDROGEN-PEROXIDE	"hydroperoxide" // "perhydrol" // "H<SUB>2</SUB>O<SUB>2</SUB>"	34.015
"CPD-678"	CPD-678	"dihydridoselenium" // "H<sub>2</sub>Se" // "selane" // "dihydrogen selenide" // "[SeH<sub>2</sub>]"	80.976
"HS"	HS	"sulfide" // "H<SUB>2</SUB>S"	34.076
"HCO3"	HCO3	"carbonate" // "CO<SUB>3</SUB><SUP>-2</SUP>" // "CO<SUB>3</SUB><SUP>2-</SUP>" // "HCO<SUB>3</SUB><SUP>-</SUP>" // "HCO<SUB>3</SUB>" // "bicarbonate"	61.017
"HSO3"	HSO3	"bisulfite" // "HSO<SUB>3</SUB><SUP>-</SUP>" // "HSO<SUB>3</SUB>"	81.066
"HYDROQUINONE"	HYDROQUINONE	"1,4-benzenediol" // "benzene-1,4-diol"	110.112
"CPD0-1256"	CPD0-1256	"hydroxycobalamin" // "vitamin B12a"	1346.367
"CPD-12377"	CPD-12377		17.007
"HYDROXYLAMINE"	HYDROXYLAMINE	"NH2OH"	33.03
"CPD0-1345"	CPD0-1345	"2'-deoxy-5-hydroxymethylcytidine-5'-diphosphate"	414.182
"CPD0-1346"	CPD0-1346		494.138
"CPD0-2058"	CPD0-2058		225.201
"HYDROXYPYRIDINE-N-OXIDE"	HYDROXYPYRIDINE-N-OXIDE	"3-pyridinol-1-oxide" // "3-hydroxypyridine-N-oxide" // "3-hydroxypyridine 1-oxide" // "3-pyridinol N-oxide"	111.1
