"id"	"common_name"	"synonyms"	"chemical_formula"	"mw"	
"Glycosylated-Dolichols"	"a glycosylated dolichol"	[]	null	null	
"Glycosylated-Sugar-Acceptors"	"a glycosylated sugar acceptor"	[]	null	null	
"GLYCOSYLGLYCERIDES"	"a glycosylglyceride"	[]	null	null	
"GLYCYLGLYCINE"	"glycyl-glycine"	["Gly-Gly"]	"C4H8N2O3"	132.119	
"GLYOX"	"glyoxylate"	["glyoxalate", "glyox", "glyoxylic acid"]	"C2HO3"	73.028	
"GMP"	"GMP"	["guanylate", "guanylic acid", "guanosine phosphate", "guanosine 5'-phosphate", "guanosine monophosphate", "guanosine-5'-monophosphate"]	"C10H12N5O8P"	361.207	
"GMP-LYSINE-PHOSPHORAMIDATE"	"GMP-N-&epsilon;-(N-&alpha;-acetyl lysine methyl ester) 5'-phosphoramidate"	["GMP-lysine"]	"C19H29N7O10P"	546.453	
"Goods-Buffers"	"a Good's buffer substance"	[]	null	null	
"GPPOL"	"a triglycosyl phenolphthiocerol"	["[2,3,4-tri-<i>O</i>-methyl-&alpha;-L-fucopyranosyl-(1&rarr;3)-&alpha;-L-rhamnopyranosyl-(1&rarr;3)-2-<i>O</i>-methyl-&alpha;-L-rhamnopyranosyl] phenolphthiocerol", "GPPOL"]	null	null	
"Gramicidins"	"a gramicidin"	[]	null	null	
"Graminans"	"a graminan"	[]	null	null	
"Gro-P-Glc2-DAG"	"1,2-diacyl-3-O-[6-<i>O</i>-(<i>sn</i>-glycerol phospho)-(&beta;-D-glucopyranosyl-(1->6)-O-&beta;-D-glucopyranosyl)]-<i>sn</i>-glycerol"	[]	null	null	
"Gro-P-n-Gro-P-Glc2-DAG"	"1,2-diacyl-3-O-[6-<i>O</i>-(<i>sn</i>-glycerol phospho)<sub>n</sub>-(<i>sn</i>-glycerol phospho)-(&beta;-D-glucopyranosyl-(1->6)-O-&beta;-D-glucopyranosyl)]-<i>sn</i>-glycerol"	[]	null	null	
"Groups"	"Superatoms"	["Groups"]	null	null	
"GTP"	"GTP"	["guanylyl imidodiphosphate", "guanosine 5'-triphosphate", "guanosine-triphosphate"]	"C10H12N5O14P3"	519.151	
"Guaiacols"	"a guaiacol"	["an <i>O</i>-methoxyphenol", "a catechol monomethyl ether"]	null	null	
"Guaiacylglycerol-guaiacyl-ether"	"guaiacylglycerol-&beta;-guaiacyl ether"	["GGE"]	"C17H20O6"	320.341	
"Guanido-Compounds"	"a guanido compound"	[]	null	null	
"GUANINE"	"guanine"	["G"]	"C5H5N5O"	151.127	
"Guanine10-in-tRNA"	"a guanine<sup>10</sup> in tRNA"	[]	null	null	
"Guanine15-in-tRNA-with-GUN-anticodon"	"a guanine<sup>15</sup> in archaeal tRNA"	["guanine at position 15 of an archaeal tRNA"]	null	null	
"Guanine1575-in-18StRNAs"	"a guanine<sup>1575</sup> in 18S tRNA"	[]	null	null	
"Guanine2535-in-23S-rRNA"	"a guanine<sup>2535</sup> in 23S rRNA"	[]	null	null	
"Guanine26-Guanine27-in-tRNAs"	"a guanine<sup>26</sup>/guanine<sup>27</sup> in tRNA"	[]	null	null	
"Guanine26-in-tRNA"	"a guanine<sup>26</sup> in tRNA"	[]	null	null	
"Guanine34-in-tRNA-with-GUN-anticodon"	"guanine<sup>34</sup> in tRNA with GUN anticodon"	[]	null	null	
"Guanine34-in-tRNAs"	"a guanine<sup>34</sup> in tRNA"	[]	null	null	
"Guanine37-in-tRNA"	"a guanine<sup>37</sup> in tRNA"	[]	null	null	
"Guanine37-in-tRNAPhe"	"guanine<sup>37</sup> in tRNA<sup>Phe</sup>"	[]	null	null	
"Guanine46-in-tRNA"	"a guanine<sup>46</sup> in tRNA"	[]	null	null	
"Guanine6-in-tRNA"	"a guanine<sup>6</sup> in tRNA"	[]	null	null	
"Guanine9-in-tRNA"	"a guanine<sup>9</sup> in tRNA"	[]	null	null	
"GUANOSINE"	"guanosine"	["nucleoside Q"]	"C10H13N5O5"	283.243	
"Guanosine-2922-in-27S-pre-rRNA"	"a guanosine<sup>2922</sup> in 27S pre-rRNA"	[]	null	null	
"guanosine-34-tRNAs"	"a guanosine<sup>34</sup> in tRNA"	[]	null	null	
"GUANOSINE-5DP-3DP"	"ppGpp"	["guanosine tetraphosphate", "guanosine 5'-diphosphate,3'-diphosphate", "guanosine 3',5'-bispyrophosphate", "guanosine 3',5'-bis(diphosphate)", "guanosine 3'-diphosphate 5'-diphosphate", "magic spot", "guanosine-5',3'-tetraphosphate"]	"C10H11N5O17P4"	597.115	
"GUANOSINE_TETRAPHOSPHATE"	"guanosine tetraphosphate"	[]	"C10H12N5O17P4"	598.123	
"Guloses"	"gulose"	[]	null	null	
"GXGG-Xyloglucans"	"a GXGG xylogulcan"	[]	null	null	
"H-antigen"	"an H antigen"	["an &alpha;-L-fucosyl-(1->2)-&beta;-D-galactosyl-R", "a glycoprotein-&alpha;-L-fucosyl-(1,2)-&beta;-D-galactose", "a 2-O-(6-deoxy-&alpha;-L-galactopyranosyl)-&beta;-D-galactopyranosyl", "an &alpha;-L-fucosyl-1,2-&beta;-D-galactoside", "an &alpha;-L-fucosyl-1,2-&beta;-D-galactosyl-R"]	null	null	
"H2CO3"	"carbonic acid"	["H<SUB>2</SUB>CO<SUB>3</SUB>"]	"CH2O3"	62.025	
"Halide-Anions"	"a halide anion"	["a halide"]	null	null	
"Haloacetates"	"a haloacetate"	[]	null	null	
"Haloalkanes"	"a haloalkane"	[]	null	null	
"HCL"	"HCl"	["hydrogen chloride", "hydrochloric acid"]	"HCl"	36.461	
"HCN"	"hydrogen cyanide"	["cyanide", "hydrocyanic acid"]	"CHN"	27.026	
"HCO3"	"hydrogencarbonate"	["carbonate", "CO<SUB>3</SUB><SUP>-2</SUP>", "CO<SUB>3</SUB><SUP>2-</SUP>", "HCO<SUB>3</SUB><SUP>-</SUP>", "HCO<SUB>3</SUB>", "bicarbonate"]	"CHO3"	61.017	
"HECT-Ubiquitin-carrier-protein-E3-L-cys"	"a [HECT-type E3 ubiquitin transferase]-L-cysteine"	[]	null	null	
"Hederagenin-Monoglucosides"	"a hederagenin monoglucoside"	[]	null	null	
"Heme-b"	"heme <i>b</i>"	[]	"C34H30N4O4Fe"	614.482	
"Heme-d1"	"heme <i>d</i><sub>1</sub>"	[]	"C34H26N4O10Fe"	706.447	
"Hemes"	"a heme"	[]	null	null	
"HEME_A"	"heme <i>a</i>"	[]	"C49H54N4O6Fe"	850.836	
"HEME_C"	"heme <i>c</i>"	[]	"C34H34N4O4S2Fe"	682.634	
"HEME_D"	"heme <i>d</i>"	[]	"C34H32N4O6Fe"	648.497	
"Heme_I"	"heme <i>i</i>"	["haem <i>i</i>"]	"C49H55N4O6Fe"	852.852	
"HEME_O"	"heme <i>o</i>"	[]	"C49H56N4O5Fe"	836.852	
"Hemicelluloses"	"hemicellulose"	[]	null	null	
"Hemiterpenes"	"a hemiterpene"	[]	null	null	
"Heparan"	"heparosan-[core protein]"	[]	null	null	
"Heparan-Glc-N-3-6-trisulfate"	"a [heparan sulfate]-&alpha;-D-<i>N</i>-sulfoglucosamine 3,6-<i>O</i>-bissulfate"	["a heparin-3-<i>O</i>,6-<i>O</i>-disulfated, <i>N</i>-sulfated glucosamine", "a [heparan sulfate]-2-<i>N</i>,3,6-<i>O</i>-trisulfo-&alpha;-D-glucosamine"]	null	null	
"Heparan-GlcN-6-N-bisulfate"	"a [heparan sulfate]-&alpha;-D-<i>N</i>-sulfoglucosamine 6-<i>O</i>-sulfate"	["a heparin-6-<i>O</i>-sulfated, <i>N</i>-sulfated glucosamine", "a [heparan sulfate]-2-<i>N</i>,6-<i>O</i>-disulfo-&alpha;-D-glucosamine"]	null	null	
"Heparan-glucuronate-terminal"	"&beta;-D-glucosyluronate-[heparan sulfate]"	["&beta;-D-glucosyluronate-(1->4)-N-acetyl-&alpha;-D-glucosaminyl-[proteoglycan]", "&beta;-D-glucosyluronate-(1->4)-N-acetyl-&alpha;-D-glucosaminyl-(1->4)-&beta;-D-glucuronosyl-[proteoglycan]"]	null	null	
"Heparan-NAc-Glc"	"a [heparan sulfate]-<i>N</i>-acetyl-&alpha;-D-glucosamine"	[]	null	null	
"Heparan-NAc-Glc-6S"	"[heparan sulfate]-&alpha;-<i>N</i>-acetyl-D-glucosamine 6-<i>O</i>-sulfate"	["a heparin <i>N</i>-acetyl-glucosamine 6-<i>O</i>-sulfate", "[heparan sulfate] 6-<i>O</i>-sulfate"]	null	null	
"Heparan-NAc-glucosaminide"	"<i>N</i>-acetyl-&alpha;-D-glucosaminide-[heparan sulfate]"	["N-acetyl-&alpha;-D-glucosaminyl-(1->4)-&beta;-D-glucuronosyl-(1->4)-N-acetyl-&alpha;-D-glucosaminyl-[proteoglycan]", "N-acetyl-&alpha;-D-glucosaminyl-(1->4)-&beta;-D-glucosyluronate-[proteoglycan]", "<i>N</i>-acetyl-a-D-glucosaminide-[heparan sulfate]"]	null	null	
"Heparan-Sulfate"	"heparan sulfate"	["heparitin sulfate"]	null	null	
"Heparan-sulfate-3-N-disulfate"	"a [heparan sulfate]-&alpha;-D-<i>N</i>-sulfoglucosamine 3-<i>O</i>-sulfate"	["a heparin-3-<i>O</i>-sulfated, <i>N</i>-sulfated glucosamine", "a [heparan sulfate]-2-<i>N</i>,3-<i>O</i>-disulfo-&alpha;-D-glucosamine"]	null	null	
"Heparan-sulfate-D-GlcNS"	"a [heparan sulfate]-&alpha;-D-<i>N</i>-sulfoglucosamine"	["a [heparan sulfate]-<i>N</i>-sulfoglucosamine", "a heparin &alpha;-D-<i>N</i>-sulfoglucosamine", "a [heparan sulfate]-GlcNS"]	null	null	
"Heparan-sulfate-D-glucosaminides"	"&alpha;-D-glucosaminide-[heparan sulfate]"	[]	null	null	
"Heparan-sulfate-D-glucuronate"	"a [heparan-sulfate]-&beta;-D-glucuronate"	[]	null	null	
"Heparan-sulfate-GlcA2S"	"a [heparan-sulfate]-2-<i>O</i>-sulfo-&beta;-D-glucuronate"	[]	null	null	
"Heparan-sulfate-GlcN6S"	"[heparan sulfate]-&alpha;-D-glucosamine 6-<i>O</i>-sulfate"	["a heparin glucosamine 6-<i>O</i>-sulfate", "[heparan sulfate] 6-<i>O</i>-sulfate"]	null	null	
"Heparan-sulfate-L-IdoA-2S"	"a [heparan-sulfate]-2-<i>O</i>-sulfo-&alpha;-L-iduronate"	[]	null	null	
"Heparan-sulfate-L-iduronate"	"a [heparan sulfate]-&alpha;-L-iduronate"	[]	null	null	
"HEPARIN"	"heparin"	["enoxaparin"]	null	null	
"HEPARIN-GLUCOSAMINE"	"a [heparan sulfate]-&alpha;-D-glucosamine"	["a [heparan sulfate]-glucosamine"]	null	null	
"HEPARIN-GLUCOSAMINE-3-O-SULFATE"	"a [heparan sulfate]-&alpha;-D-glucosamine 3-sulfate"	["a heparin-glucosamine 3-<i>O</i>-sulfate", "a [heparan sulfate]-glucosamine 3-sulfate"]	null	null	
"Heparin-NAcGlc-3S"	"[heparin]-&alpha;-<i>N</i>-acetyl-D-glucosamine 3-<i>O</i>-sulfate"	["a heparin <i>N</i>-acetylglucosamine 3-<i>O</i>-sulfate"]	null	null	
"Heparin-sulfo-NGlc"	"[heparin]-&alpha;-<i>N</i>-sulfo-D-glucosamine"	["a heparin <i>N</i>-sulfoglucosamine"]	null	null	
"Heparin-sulfo-NGlc-3S"	"[heparin]-&alpha;-<i>N</i>-sulfo-D-glucosamine 3-<i>O</i>-sulfate"	["a heparin <i>N</i>-sulfoglucosamine 3-<i>O</i>-sulfate"]	null	null	
"Heparosan"	"heparosan"	["heparan"]	null	null	
"Heparosan-D-glucuronate"	"a [heparosan]-&beta;-D-glucuronate"	[]	null	null	
"HEPES"	"2-[4-(2-hydroxyethyl)piperazin-1-yl]ethanesulfonate"	["HEPES", "2-[4-(2-hydroxyethyl)piperazin-1-yl]ethanesulfonic acid"]	"C8H18N2O4S"	238.301	
"HEPTA-ACYLATED-LIPID-A"	"a hepta-acylated lipid A (<i>E. coli</i>)"	["a hepta-acyl lipid A", "lipid B (<i>E. coli</i>)", "palmitoylated lipid A"]	"C110H204N2O26P2"	2032.767	
"Heptoses"	"a heptose"	[]	null	null	
"HEPTOSYL-KDO2-LIPID-IVA"	"heptosyl-Kdo<sub>2</sub>-lipid IV<sub>A</sub>"	["Rd2-LPS"]	"C91H160N2O43P2"	2032.2	
"Heteroglycans"	"heteroglycan"	[]	null	null	
"Hexadecenoates"	"a hexadecenoate"	[]	null	null	
"HEXANAL"	"1-hexanal"	["hexaldehyde"]	"C6H12O"	100.16	
"HEXANOATE"	"hexanoate"	["a hexonic acid", "hexanoate (n-C6:0)", "hexanoic acid", "caproate", "caproic acid"]	"C6H11O2"	115.152	
"HEXANOYL-COA"	"hexanoyl-CoA"	["hexanoyl-coenzyme A"]	"C27H42N7O17P3S"	861.647	
"Hexaric-Acids"	"a hexaric acid"	[]	"C6H8O8"	208.124	
"Hexasaccharides"	"an hexasaccharide"	[]	null	null	
"Hexitols"	"a hexitol"	[]	"C6H14O6"	182.173	
"Hexonic-Acids"	"a hexonic acid"	[]	null	null	
"Hexosamines"	"a hexosamine"	[]	"C6H13NO5"	179.172	
"Hexosaminides"	"a hexosaminide"	[]	null	null	
"Hexose-1-Phosphate"	"a hexose 1-phosphate"	[]	"C6H11O9P"	258.121	
"HEXOSE-6-PHOSPHATES"	"a hexose 6-phosphate"	[]	null	null	
"Hexose-phosphates"	"a hexose phosphate"	[]	null	null	
"Hexoses"	"a hexose"	[]	null	null	
"Hexuronates"	"a hexuronate"	["a hexuronic acid"]	"C6H9O7"	193.133	
"HG+2"	"Hg<SUP>2+</SUP>"	["Hg<SUP>++</SUP>", "mercury ion", "mercury(II)", "Hg<sup>II</sup>"]	"Hg"	200.59	
"HIF-alpha-subunit-3S-OH-ASN"	"a [hypoxia inducible factor (HIF) &alpha; subunit]-(3<i>S</i>)-hydroxy-L-asparagine"	[]	null	null	
"HIF-alpha-subunit-4-OH-Proline"	"a [hypoxia inducible factor (HIF) &alpha; subunit]-<i>trans</i> 4-hyroxy-L-proline"	[]	null	null	
"HIF-alpha-subunit-L-asparagines"	"a [hypoxia inducible factor (HIF) &alpha; subunit]-L-asparagine"	[]	null	null	
"HIF-alpha-subunit-L-Proline"	"a [hypoxia inducible factor (HIF) &alpha; subunit]-L-proline"	[]	null	null	
"HIS"	"L-histidine"	["glyoxaline-5-alanine", "&alpha;-amino-4-imidazoleproprionic acid", "(S)-&alpha;-amino-1H-imidazole-4-propanoic acid", "H", "histidine", "L-his"]	"C6H9N3O2"	155.156	
"HISTAMINE"	"histamine"	["peremin", "1H-Imidazole-4-ethanamine"]	"C5H10N3"	112.154	
"HISTIDINAL"	"histidinal"	["L-histidinal"]	"C6H10N3O"	140.164	
"HISTIDINOL"	"histidinol"	["histidol", "L-histidinol"]	"C6H12N3O"	142.18	
"Histone-Acetyl-Lysine"	"a [histone]-<i>N</i><sup>6</sup>-acetyl-L-lysine"	[]	null	null	
"Histone-L-arginines"	"[histone]-L-arginine"	[]	null	null	
"Histone-L-lysine"	"a [histone]-L-lysine"	["histone-L-lysine"]	null	null	
"Histone-N-o-methyl-arginines"	"[histone]-<i>N</i><sup>&omega;</sup>-methyl-arginine"	[]	null	null	
"HMP"	"4-amino-2-methyl-5-pyrimidinemethanol"	["hydroxymethylpyrimidine", "pyramine", "pyramin", "Toxopyrimidine", "HMP", "4-amino-2-methyl-5-hydroxymethylpyrimidine", "4-amino-5-hydroxymethyl-2-methylpyrimidine"]	"C6H9N3O"	139.157	
"Holo-Hydroxymethylbilane-Synthase"	"a <i>holo</i>-[hydroxymethylbilane synthase]"	[]	null	null	
"HOMO-CYS"	"L-homocysteine"	["homo-cys", "homocysteine"]	"C4H9NO2S"	135.181	
"HOMO-SER"	"L-homoserine"	["homo-ser", "homoserine", "2-amino-4-hydroxybutanoic acid", "2-amino-4-hydroxybutanoate"]	"C4H9NO3"	119.12	
"HOMOARGININE"	"L-homoarginine"	[]	"C7H17N4O2"	189.237	
"HOMOCYSTINE"	"L,L-homocystine"	[]	"C8H16N2O4S2"	268.345	
"HOMOSERINE-LACTONE"	"homoserine lactone"	["2-aminobutan-4-olide", "2(3H)-furanone, 3-aminodihydro-", "&alpha;-amino-&gamma;-butyrolactone", "Hsl"]	"C4H8NO2"	102.113	
"Homoterpenoids"	"a homoterpenoid"	["a homoterpene"]	null	null	
"Hormones"	"a hormone"	[]	null	null	
"Hpr-Histidine"	"an [HPr]-L-histidine"	[]	null	null	
"Hpr-pi-phospho-L-histidines"	"an [HPr protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine"	[]	null	null	
"HS"	"hydrogen sulfide"	["sulfide", "H<SUB>2</SUB>S"]	"H2S"	34.076	
"HSCN"	"thiocyanate"	["thiocyanic acid", "rhodanide"]	"CNS"	58.078	
"HSO3"	"hydrogensulfite"	["bisulfite", "HSO<SUB>3</SUB><SUP>-</SUP>", "HSO<SUB>3</SUB>"]	"HO3S"	81.066	
"Hyaluronan"	"hyaluronan"	[]	null	null	
"Hyaluronan-glucuronate-terminal"	"&beta;-D-glucuronosyl-[hyaluronan]"	["&beta;-D-glucuronosyl-(1->3)-N-acetyl-&alpha;-D-glucosaminyl-[hyaluronan]", "&beta;-D-glucuronosyl-(1->3)-N-acetyl-&alpha;-D-glucosaminyl-(1->4)-&beta;-D-glucuronosyl-[hyaluronan]"]	null	null	
"Hyaluronan-NAc-glucosaminide"	"<i>N</i>-acetyl-&alpha;-D-glucosaminyl-[hyaluronan]"	["N-acetyl-&alpha;-D-glucosaminyl-(1->4)-&beta;-D-glucuronosyl-[hyaluronan]", "<i>N</i>-acetyl-a-D-glucosaminide-[hyaluronan]"]	null	null	
"Hydrazides"	"a hydrazide"	[]	null	null	
"HYDRAZINE"	"hydrazine"	[]	"H4N2"	32.045	
"Hydrazines"	"a hydrazine"	[]	null	null	
"Hydride-Acceptors"	"an unknown electron carrier"	["an unknown electron donor", "an unknown electron acceptor"]	null	null	
"Hydrocarbons"	"a hydrocarbon"	[]	null	null	
"HYDROGEN-MOLECULE"	"H<SUB>2</SUB>"	["hydrogen", "hydrogen molecule", "dihydrogen"]	"H2"	2.016	
"HYDROGEN-PEROXIDE"	"hydrogen peroxide"	["hydroperoxide", "perhydrol", "H<SUB>2</SUB>O<SUB>2</SUB>"]	"H2O2"	34.015	
"HYDROLYZED-TANNIN"	"a hydrolyzable tannin"	[]	null	null	
"Hydroperoxy-Fatty-Acids"	"a hydroperoxy fatty acid"	[]	null	null	
"Hydroperoxy-icosatetraenoates"	"a hydroperoxy icosatetraenoate"	[]	null	null	
"Hydroperoxy-octadecatrienoates"	"a hydroperoxy octadecatrienoate"	[]	null	null	
"Hydrophilic-Solute-Or-Ion-LT-600Da"	"hydrophilic solute or ion < 600 Da"	[]	null	null	
"Hydrophobic-amino-acid-esters"	"an ester of hydrophobic-amino acids"	[]	null	null	
"HYDROQUINONE"	"hydroquinone"	["1,4-benzenediol", "benzene-1,4-diol"]	"C6H6O2"	110.112	
"HYDROQUINONE-O-BETA-D-GLUCOPYRANOSIDE"	"arbutin"	["hydroquinone-O-&beta;-D-glucopyranoside", "p-hydroxyphenyl &beta;-D-glucopyranoside", "Ursin", "Uvasol", "p-hydroxyphenyl &beta;-D-glucoside"]	"C12H16O7"	272.254	
"Hydroxamate-siderophores"	"a hydroxamate siderophore"	[]	null	null	
"Hydroxamates"	"a hydroxamate"	[]	null	null	
"HYDROXY-ACYL-COA"	"a hydroxyacyl-CoA"	[]	null	null	
"Hydroxy-Amino-Acids"	"a hydroxylated amino acid"	["a hydroxy amino acid"]	null	null	
"Hydroxy-Butyrates"	"2-hydroxybutanoate"	["&alpha;-hydroxybutyrate", "a 2-hydroxybutyrate", "2-hydroxybutanoic acid", "&alpha;-hydroxybutyric acid"]	"C4H7O3"	103.097	
"Hydroxy-carboxylates"	"a hydroxylated carboxylate"	[]	null	null	
"Hydroxy-D-Amino-Acids"	"a hydroxy-D-amino acid"	[]	null	null	
"Hydroxy-fatty-acid-derivs"	"a hydroxylated fatty acid derivative"	[]	null	null	
"Hydroxy-fatty-acids"	"a hydroxylated fatty acid"	[]	null	null	
"Hydroxy-L-Amino-Acids"	"a hydroxy-L-amino acid"	[]	null	null	
"HYDROXY-METHYL-BUTENYL-DIP"	"(<i>E</i>)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate"	["(<i>E</i>)-4-hydroxy-3-methylbut 2-en-1-yl diphosphate", "HMBDP", "1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate"]	"C5H9O8P2"	259.069	
"Hydroxy-phthioceranyl-CoA"	"a (hydroxy)phthioceranyl-CoA"	[]	null	null	
"Hydroxyanthraquinones"	"a hydroxyanthraquinone"	[]	null	null	
"Hydroxyflavones"	"a hydroxyflavone"	[]	null	null	
"Hydroxyflavonones"	"a hydroxyflavonone"	[]	null	null	
"Hydroxyketones"	"a hydroxyketone"	[]	null	null	
"HYDROXYL-GROUP"	"a hydroxyl group"	[]	"HO"	17.007	
"HYDROXYLAMINE"	"hydroxylamine"	["NH2OH"]	"H3NO"	33.03	
"HYDROXYLATED-TETRAKETIDE-PYRONE"	"a hydroxylated tetraketide &alpha;-pyrone"	[]	null	null	
"HYDROXYMALONATE"	"2-hydroxymalonate"	["tartronate", "hydroxymalonate"]	"C3H2O5"	118.046	
"HYDROXYMETHYLBILANE"	"preuroporphyrinogen"	["hydroxymethylbilane"]	"C40H38N4O17"	846.757	
"Hydroxymethylbilane-Synthase-ES"	"a holo [hydroxymethylbilane synthase] ES intermediate"	[]	null	null	
"Hydroxymethylbilane-Synthase-ES2"	"a [hydroxymethylbilane synthase] ES<sub>2</sub> intermediate"	[]	null	null	
"Hydroxymethylbilane-Synthase-ES3"	"a [hydroxymethylbilane synthase] ES<sub>3</sub> intermediate"	[]	null	null	
"Hydroxymethylbilane-Synthase-ES4"	"a [hydroxymethylbilane synthase] ES<sub>4</sub> intermediate"	[]	null	null	
"HYDROXYMETHYLCEPH-3-EM-4-CARBOXYLATE"	"a 3-hydroxymethyl ceph-3-em-4-carboxylate"	[]	null	null	
"HYDROXYNAPHTHOQUINONE"	"juglone"	["5-hydroxy-1,4-naphthoquinone"]	"C10H6O3"	174.156	
"Hydroxyphthioceranic-Acids"	"a hydroxyphthioceranate"	["a hydroxyphthioceranic acid"]	null	null	
"Hydroxyphthioceranyl-CoA"	"a hydroxyphthioceranyl-CoA"	[]	null	null	
"HYDROXYPROPANAL"	"3-hydroxypropanal"	["hydroxypropionaldehyde", "3-hydroxypropionaldehyde", "&beta;-hydroxypropionaldehyde", "reuterin"]	"C3H6O2"	74.079	
"HYDROXYPYRIDINE-N-OXIDE"	"hydroxypyridine N-oxide"	["3-pyridinol-1-oxide", "3-hydroxypyridine-N-oxide", "3-hydroxypyridine 1-oxide", "3-pyridinol N-oxide"]	"C5H5NO2"	111.1	
"Hydroxysteroids"	"a hydroxysteroid"	[]	null	null	
"HYDRPHENYLAC-CPD"	"(4-hydroxyphenyl)acetaldehyde"	["HPAL"]	"C8H8O2"	136.15	
"HYPOTAURINE"	"hypotaurine"	[]	"C2H7NO2S"	109.143	
"HYPOXANTHINE"	"hypoxanthine"	[]	"C5H4N4O"	136.113	
"Hypoxanthine-37-In-tRNA-Alanines"	"a hypoxanthine<sup>37</sup> in tRNA<sup>ala</sup>"	[]	null	null	
"Hypoxanthine-In-Double-Stranded-RNAs"	"a hypoxanthine in double-stranded RNA"	[]	null	null	
"Hypoxanthine-In-tRNAs-34s"	"a hypoxanthine <sup>34</sup> in tRNAs"	[]	null	null	
"Hypoxanthine-Nucleotides"	"a hypoxanthine nucelotide"	[]	null	null	
"I-antigens"	"an I antigen"	["an <i>N</i>-acetyl-&beta;-D-galactosyl-1,4-[&beta;-D-galactosyl-1,4-<i>N</i>-acetyl-&beta;-D-glucosyl-1,6]-<i>N</i>-acetyl-&beta;-D-glucosaminyl-1,3-&beta;-D-galactosyl-1,4-<i>N</i>-acetyl-D-glucosaminyl-[glycoprotein]", "an <i>N</i>-acetyl-&beta;-D-galactosyl-(1,4)-[&beta;-D-galactosyl-(1,4)-<i>N</i>-acetyl-&beta;-D-glucosyl-(1,6)]-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1,3)-&beta;-D-galactosyl-(1,4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-R", "an I histo-blood group antigen", "a &beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;3)-[&beta;-D-Gal-(11&rarr;4)-&beta;-D-GlcNAc-(1->6)]-&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-R"]	null	null	
"i-Antigens"	"an i antigen"	["a &beta;-D-galactosyl-(1,4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1,3)-&beta;-D-galactosyl-(1,4)-<i>N</i>-acetyl-D-glucosaminyl-[glycoprotein]", "a &beta;-D-galactosyl-(1&rarr;4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1&rarr;3)-&beta;-D-galactosyl-(1&rarr;4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-R", "an i histo-blood group antigen", "a &beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;3)-&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-R"]	null	null	
"Ibuprofen"	"ibuprofen"	["(4-isobutylphenyl)-&alpha;-methylacetate", "Motrin", "&alpha;-(4-isobutylphenyl)propionate", "2-(4-isobutylphenyl)propanoate", "&alpha;-methyl-4-(2-methylpropyl)benzeneacetate", "Advil", "Nurofen", "Nuprin"]	"C13H17O2"	205.276	
"Icosanoids"	"an icosanoid"	["an eicosanoid"]	null	null	
"IDP"	"IDP"	["riboxin", "inosine diphosphate"]	"C10H11N4O11P2"	425.165	
"Iduronate"	"iduronate"	["iduronic acid"]	"C6H9O7"	null	
"III2-a-Fucosyllactotetraosylceramides"	"a III<sup>2</sup>-&alpha;-fucosyllactotetraosylceramide"	["&alpha;-L-fucosyl-(1&rarr;2)-&beta;-D-galactosyl-(1,3)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1,3)-&beta;-D- galactosyl-(1,4)-&beta;-D-glucosyl-(1,1)-ceramide", "&beta;-D-galactosyl-1,3-<i>N</i>-acetyl-&beta;-D-glucosaminyl-1,3-&beta;-D-galactosyl-1,4-&beta;-D-glucosyl-(1&harr;1)-ceramide", "&beta;-D-galactosyl-(1,3)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1,3)-&beta;-D-galactosyl-(1,4)-&beta;-D-glucosyl-(1,1)-ceramide"]	null	null	
"ILE"	"L-isoleucine"	["I", "iso-leucine", "L-ile"]	"C6H13NO2"	131.174	
"IMIDAZOLE-ACETOL-P"	"3-(imidazol-4-yl)-2-oxopropyl phosphate"	["imidazole acetol-P", "imidazole acetol-phosphate"]	"C6H7N2O5P"	218.105	
"IMIDAZOLE-LACTATE"	"3-(imidazol-5-yl)lactate"	["<i>(S)</i>-3-(imidazol-5-yl)-lactate", "imidazol-5-yl-lactate", "imidazole-lactate"]	"C6H7N2O3"	155.133	
"IMIDAZOLE-PYRUVATE"	"3-(imidazol-5-yl)pyruvate"	["imidazole-pyruvate", "imidazol-5-yl-pyruvate"]	"C6H5N2O3"	153.117	
"IMIDAZOLE-RING"	"1<i>H</i>-imidazole"	["1,3-diaza-2,4-cyclopentadiene", "1,3-diazole", "glyoxaline", "N,N'-1,2-ethenediylmethanimidamide", "N,N'-vinyleneformamidine", "pyrro[b]monazole"]	"C3H4N2"	68.078	
"Imidazoles"	"an imidazole"	[]	null	null	
"Imidazolidines"	"an imidazolidine"	[]	"C3H8N2"	72.11	
"Imides"	"an imide"	[]	null	null	
