"id"	"symbol"	"synonyms"	"left_end_pos"	"right_end_pos"	"direction"	"rna_id"
"G0-10525"	"insEF1"	["insEF1"]	315291	316453	"+"	"G0-10525_RNA"
"G0-10528"	"insEF5"	["insEF5"]	2170236	2171398	"+"	"G0-10528_RNA"
"G0-10529"	"insEF2"	["insEF2"]	391739	392901	"-"	"G0-10529_RNA"
"G0-10530"	"insEF3"	["insEF3"]	566842	568004	"+"	"G0-10530_RNA"
"G0-10531"	"insEF4"	["insEF4"]	1094275	1095437	"-"	"G0-10531_RNA"
"G0-10535"	"insAB1"	["insAB1"]	19811	20508	"-"	"G0-10535_RNA"
"G0-10536"	"insAB4"	["insAB4"]	1049833	1050530	"+"	"G0-10536_RNA"
"G0-10537"	"insAB2"	["insAB2"]	279178	279875	"-"	"G0-10537_RNA"
"G0-10538"	"insAB3"	["insAB3"]	290649	291346	"-"	"G0-10538_RNA"
"G0-10539"	"insAB5"	["insAB5"]	1978518	1979215	"-"	"G0-10539_RNA"
"G0-10540"	"insAB6"	["insAB6"]	3583483	3584180	"+"	"G0-10540_RNA"
"G0-10541"	"insCD1"	["insCD1"]	381351	382579	"+"	"G0-10541_RNA"
"G0-10542"	"insCD2"	["insCD2"]	1467921	1469149	"-"	"G0-10542_RNA"
"G0-10543"	"insCD3"	["insCD3"]	2068952	2070180	"-"	"G0-10543_RNA"
"G0-10544"	"insCD4"	["insCD4"]	2996372	2997600	"-"	"G0-10544_RNA"
"G0-10545"	"insCD5"	["insCD5"]	3186187	3187415	"+"	"G0-10545_RNA"
"G0-10546"	"insCD6"	["insCD6"]	4498272	4499500	"+"	"G0-10546_RNA"
"G0-10550"	"yahH"	["yahH", "b0322", "ECK0320"]	339769	340089	"+"	"G0-10550_RNA"
"G0-10555"	"peaD"	["peaD", "ybcD", "b4508", "ECK0532"]	566376	566687	"+"	"G0-10555_RNA"
"G0-10556"	"icdC"	["icdC", "b4519", "ECK1146"]	1211413	1211577	"+"	"G0-10556_RNA"
"G0-10557"	"yncK"	["yncK", "insP", "b4531", "b4530", "b4578", "ECK1425"]	1503218	1503649	"-"	"G0-10557_RNA"
"G0-10559"	"ynfP"	["ynfP", "ydfJ_1", "b4534", "ECK1574"]	1652728	1652838	"-"	"G0-10559_RNA"
"G0-10561"	"ypaA"	["ypaA", "b4543", "ECK2237"]	2357816	2358001	"+"	"G0-10561_RNA"
"G0-10563"	"yrhC"	["yrhC", "b4552", "ECK3468"]	3623887	3624132	"+"	"G0-10563_RNA"
"G0-10564"	"ysdC"	["ysdC", "b4556", "ECK3672"]	3861173	3861349	"-"	"G0-10564_RNA"
"G0-10567"	"insM"	["insM", "b4561", "ECK4273"]	4508684	4508942	"-"	"G0-10567_RNA"
"G0-10569"	"insB7"	["insB7", "b4563", "b4564", "b4576", "ECK0022"]	4518721	4519224	"+"	"G0-10569_RNA"
"G0-10574"	"rseX"	["rseX", "IS096", "b4603", "ECK4412"]	2033649	2033739	"+"	"RNA0-327"
"G0-10580"	"uof"	["uof", "b4637", "ECK4461"]	710639	710725	"-"	"G0-10580_RNA"
"G0-10583"	"ykfM"	["ykfM", "b4586", "ECK4397"]	238257	238736	"-"	"G0-10583_RNA"
"G0-10584"	"ylcH"	["ylcH", "b4588", "ECK4398"]	572368	572469	"+"	"G0-10584_RNA"
"G0-10585"	"ylcI"	["ylcI", "b4589", "ECK4399"]	580251	580445	"-"	"G0-10585_RNA"
"G0-10586"	"ybfK"	["ybfK", "b4590", "ECK4400"]	720583	720840	"+"	"G0-10586_RNA"
"G0-10587"	"ybhU"	["ybhU", "b4591", "ECK4401"]	813114	813251	"-"	"G0-10587_RNA"
"G0-10588"	"appX"	["appX", "yccB", "cbdX", "b4592", "ECK4402"]	1040445	1040537	"+"	"G0-10588_RNA"
"G0-10589"	"ymgI"	["ymgI", "b4593", "ECK4403"]	1222990	1223163	"-"	"G0-10589_RNA"
"G0-10590"	"ymgJ"	["ymgJ", "b4594", "ECK4404"]	1223264	1223449	"+"	"G0-10590_RNA"
"G0-10591"	"yciZ"	["yciZ", "deoL", "b4596", "ECK4406"]	1344436	1344609	"-"	"G0-10591_RNA"
"G0-10592"	"rydC"	["rydC", "b4597", "ECK4407"]	1491442	1491506	"-"	"RNA0-328"
"G0-10593"	"ydgU"	["ydgU", "b4601", "ECK4410"]	1671777	1671860	"+"	"G0-10593_RNA"
"G0-10594"	"cydH"	["cydH", "ynhF", "b4602", "ECK4411"]	1737456	1737545	"-"	"G0-10594_RNA"
"G0-10595"	"yojO"	["yojO", "b4604", "ECK4413"]	2303606	2303770	"+"	"G0-10595_RNA"
"G0-10596"	"ypaB"	["ypaB", "b4605", "ECK4414"]	2344594	2344737	"-"	"G0-10596_RNA"
"G0-10597"	"ryfB"	["ryfB", "shoB", "b4607", "ECK4416"]	2700059	2700377	"-"	"G0-10597_RNA"
"G0-10598"	"ohsC"	["ohsC", "ryfC", "b4608", "ECK4417"]	2700520	2700598	"+"	"RNA0-330"
"G0-10600"	"ryfD"	["ryfD", "b4609", "ECK4418"]	2734153	2734295	"-"	"RNA0-331"
"G0-10601"	"ygdT"	["ygdT", "b4610", "ECK4419"]	2969330	2969476	"-"	"G0-10601_RNA"
"G0-10602"	"sibE"	["sibE", "QUAD1e", "rygE", "b4611", "ECK4420"]	3195097	3195240	"-"	"RNA0-332"
"G0-10603"	"yrhD"	["yrhD", "b4612", "ECK4421"]	3584404	3584559	"+"	"G0-10603_RNA"
"G0-10604"	"sokA"	["sokA", "b4614", "ECK4423"]	3722076	3722105	"+"	"G0-10604_RNA"
"G0-10605"	"yibV"	["yibV", "b4615", "ECK4424"]	3769345	3769680	"+"	"G0-10605_RNA"
"G0-10606"	"yjbT"	["yjbT", "b4620", "ECK4428"]	4239777	4240055	"-"	"G0-10606_RNA"
"G0-10607"	"yjbS"	["yjbS", "b4621", "ECK4429"]	4268809	4269012	"-"	"G0-10607_RNA"
"G0-10608"	"ytcA"	["ytcA", "b4622", "ECK4430"]	4304128	4304403	"-"	"G0-10608_RNA"
"G0-10609"	"ryjB"	["ryjB", "b4624", "ECK4431"]	4527977	4528066	"+"	"RNA0-333"
"G0-10610"	"symR"	["symR", "ryjC", "b4625", "ECK4432"]	4579835	4579911	"+"	"RNA0-334"
"G0-10614"	"ykfL"	["ykfL", "b4627", "ECK4445"]	266553	266774	"-"	"G0-10614_RNA"
"G0-10615"	"ykfK"	["ykfK", "b4628", "ECK4444"]	266776	266967	"-"	"G0-10615_RNA"
"G0-10616"	"ythA"	["ythA", "b4655", "ECK4434"]	4506448	4506573	"+"	"G0-10616_RNA"
"G0-10617"	"sgrT"	["sgrT", "b4662", "ECK4477"]	77388	77519	"+"	"G0-10617_RNA"
"G0-10624"	"insJK"	["insJK"]	3720680	3722049	"+"	"G0-10624_RNA"
"G0-10629"	"ibsE"	["ibsE", "b4666", "ECK4481"]	3195141	3195200	"+"	"G0-10629_RNA"
"G0-10630"	"ibsD"	["ibsD", "b4664", "ECK4479"]	3194766	3194825	"+"	"G0-10630_RNA"
"G0-10631"	"ibsC"	["ibsC", "b4665", "ECK4480"]	3056890	3056949	"-"	"G0-10631_RNA"
"G0-10632"	"ibsB"	["ibsB", "b4668", "ECK4483"]	2153681	2153737	"-"	"G0-10632_RNA"
"G0-10633"	"ibsA"	["ibsA", "b4667", "ECK4482"]	2153349	2153408	"-"	"G0-10633_RNA"
"G0-10634"	"shoB"	["shoB", "yphI", "ryfB", "b4681", "b4687", "ECK4502"]	2700117	2700197	"-"	"G0-10634_RNA"
"G0-10641"	"ilvX"	["ilvX", "b4669", "ECK4484"]	3950507	3950557	"+"	"G0-10641_RNA"
"G0-10642"	"yjeV"	["yjeV", "b4670", "ECK4485"]	4392892	4392945	"+"	"G0-10642_RNA"
"G0-10643"	"yoeI"	["yoeI", "b4678", "ECK4493"]	2087052	2087114	"-"	"G0-10643_RNA"
"G0-10644"	"yobI"	["yobI", "b4677", "ECK4492"]	1946115	1946180	"-"	"G0-10644_RNA"
"G0-10645"	"ymjD"	["ymjD", "b4673", "ECK4488"]	1390868	1390933	"-"	"G0-10645_RNA"
"G0-10646"	"ynbG"	["ynbG", "b4674", "ECK4489"]	1465165	1465230	"-"	"G0-10646_RNA"
"G0-10647"	"ypdK"	["ypdK", "b4680", "ECK4495"]	2496921	2496992	"+"	"G0-10647_RNA"
"G0-10648"	"yoaJ"	["yoaJ", "b4675", "ECK4490"]	1878874	1878948	"+"	"G0-10648_RNA"
"G0-10649"	"yoaK"	["yoaK", "b4676", "ECK4491"]	1878773	1878871	"+"	"G0-10649_RNA"
"G0-10650"	"yqeL"	["yqeL", "b4683", "ECK4498"]	2989819	2989899	"-"	"G0-10650_RNA"
"G0-10651"	"yrbN"	["yrbN", "b4685", "ECK4500"]	3307853	3307933	"-"	"G0-10651_RNA"
"G0-10652"	"yohP"	["yohP", "b4679", "ECK4494"]	2228982	2229065	"+"	"G0-10652_RNA"
"G0-10653"	"azuC"	["azuC", "b4663", "ECK4478"]	1987873	1987959	"-"	"G0-10653_RNA"
"G0-10654"	"ykgR"	["ykgR", "b4671", "ECK4486"]	313141	313242	"-"	"G0-10654_RNA"
"G0-10655"	"yqcG"	["yqcG", "b4682", "ECK4497"]	2905557	2905697	"+"	"G0-10655_RNA"
"G0-10656"	"yqfG"	["yqfG", "b4684", "ECK4499"]	3032817	3032942	"+"	"G0-10656_RNA"
"G0-10657"	"yshB"	["yshB", "b4686", "ECK4501"]	4053647	4053757	"-"	"G0-10657_RNA"
"G0-10671"	"mgrR"	["mgrR", "b4698", "ECK4510"]	1622817	1622914	"-"	"RNA0-348"
"G0-10677"	"fnrS"	["fnrS", "rydA", "b4699", "ECK4511"]	1409129	1409250	"+"	"RNA0-349"
"G0-10682"	"ykgQ"	["ykgQ", "b4631", "ECK4454"]	317439	317567	"+"	"G0-10682_RNA"
"G0-10689"	"mgtL"	["mgtL", "b4702", "ECK4513"]	4467431	4467484	"+"	"G0-10689_RNA"
"G0-10694"	"arrS"	["arrS", "b4704", "ECK4516"]	3657985	3658054	"-"	"RNA0-351"
"G0-10695"	"sokX"	["sokX", "b4701", "ECK4514"]	2887353	2887408	"+"	"RNA0-357"
"G0-10696"	"eyeA"	["eyeA", "b4690", "ECK4506"]	272580	272654	"+"	"RNA0-358"
"G0-10697"	null	[]	null	null	"+"	"G0-10697_RNA"
"G0-10698"	null	[]	1670949	1671136	"-"	"G0-10698_RNA"
"G0-10699"	"sdsN"	["sdsN", "b4719", "ECK4576"]	1996921	1997057	"+"	"RNA0-361"
"G0-10700"	null	[]	2278258	2278498	"-"	"G0-10700_RNA"
"G0-10701"	"och5"	["och5"]	3067187	3067344	"+"	"RNA0-363"
"G0-10702"	null	[]	3354064	3354169	"+"	"G0-10702_RNA"
"G0-10703"	null	[]	3367613	3367770	"-"	"G0-10703_RNA"
"G0-10704"	null	[]	4001191	4001334	"+"	"G0-10704_RNA"
"G0-10705"	null	[]	4058171	4058242	"+"	"G0-10705_RNA"
"G0-10706"	null	[]	4441225	4441330	"-"	"RNA0-368"
"G0-10707"	"pmrR"	["pmrR", "b4703", "ECK4515"]	4332116	4332205	"+"	"G0-10707_RNA"
"G0-10715"	"mntS"	["mntS", "G0-8881", "b4705", "ECK4517"]	852869	852997	"-"	"G0-10715_RNA"
"G0-10716"	"iroK"	["iroK", "b4706", "ECK4518"]	2668006	2668071	"-"	"G0-10716_RNA"
"G0-10737"	"esrE"	["esrE", "b4707", "ECK4519"]	4019978	4020229	"+"	"RNA0-372"
"G0-10738"	"nc1"	["nc1"]	297137	297304	"-"	"RNA0-378"
"G0-10751"	"agrA"	["agrA", "b4712", "ECK4569"]	3648063	3648144	"+"	"RNA0-379"
"G0-10752"	"agrB"	["agrB", "b4713", "ECK4570"]	3648294	3648375	"+"	"RNA0-380"
"G0-16600"	"ralA"	["ralA", "b4714", "ECK4571"]	1413556	1413734	"+"	"RNA0-385"
"G0-16601"	"micL"	["micL", "slrA", "ryeF", "b4717", "ECK4574"]	1958441	1958520	"-"	"RNA0-386"
"G0-16635"	"ryeG"	["ryeG", "IS118"]	2470472	2470665	"-"	"RNA0-387"
"G0-16636"	"3'ETS-<i>leuZ</i>"	["3'ETS-<i>leuZ</i>", "b4759", "ECK4616"]	1991748	1991814	"-"	"RNA0-388"
"G0-16637"	"insB9"	["insB9", "b4710", "ECK4567"]	257923	258426	"-"	"G0-16637_RNA"
"G0-16638"	"insA9"	["insA9", "b4709", "ECK4566"]	258345	258620	"-"	"G0-16638_RNA"
"G0-16639"	"insH21"	["insH21", "b4711", "ECK4568"]	1299567	1300547	"+"	"G0-16639_RNA"
"G0-16640"	"ytiA"	["ytiA", "b4715", "ECK4572"]	4563668	4563925	"-"	"G0-16640_RNA"
"G0-16649"	"cpxQ"	["cpxQ", "b4716", "ECK4573"]	4106330	4106387	"+"	"RNA0-389"
"G0-16653"	"ypjI"	["ypjI", "b4644", "ECK4438"]	2775545	2775816	"+"	"G0-16653_RNA"
"G0-16654"	"pawZ"	["pawZ", "b4643", "ECK4464"]	2476584	2476598	"+"	"G0-16654_RNA"
"G0-16655"	"yoeD"	["yoeD", "b4642", "ECK4443"]	2078549	2078677	"-"	"G0-16655_RNA"
"G0-16656"	"yoeH"	["yoeH", "b4641", "ECK4452"]	2068261	2068419	"-"	"G0-16656_RNA"
"G0-16657"	"yoeG"	["yoeG", "b4640", "ECK4451"]	2067360	2067892	"-"	"G0-16657_RNA"
"G0-16658"	"yeeH"	["yeeH", "b4639", "ECK4437"]	2066068	2066154	"-"	"G0-16658_RNA"
"G0-16659"	"ttcC"	["ttcC", "b4638", "ECK4447"]	1434958	1435008	"-"	"G0-16659_RNA"
"G0-16660"	"psaA"	["psaA", "b4645", "ECK4465"]	2777972	2777985	"+"	"G0-16660_RNA"
"G0-16661"	"yrdE"	["yrdE", "b4646", "ECK4442"]	3404638	3405031	"+"	"G0-16661_RNA"
"G0-16662"	"rirA"	["rirA", "b4760", "ECK4617"]	3808166	3808238	"-"	"RNA0-390"
"G0-16663"	"mokA"	["mokA", "b4647", "ECK4448"]	3720448	3720632	"-"	"G0-16663_RNA"
"G0-16664"	"ysaC"	["ysaC", "b4648", "ECK4459"]	3750813	3750914	"-"	"G0-16664_RNA"
"G0-16665"	"ysaD"	["ysaD", "b4649", "ECK4460"]	3750918	3751109	"+"	"G0-16665_RNA"
"G0-16666"	"yibS"	["yibS", "b4650", "ECK4440"]	3768639	3768890	"+"	"G0-16666_RNA"
"G0-16667"	"yibW"	["yibW", "b4651", "ECK4450"]	3768892	3769256	"+"	"G0-16667_RNA"
"G0-16668"	"yibU"	["yibU", "b4652", "ECK4449"]	3769948	3770146	"+"	"G0-16668_RNA"
"G0-16669"	"yicT"	["yicT", "erhM", "rhuM", "b4653", "ECK4456"]	3836425	3836556	"+"	"G0-16669_RNA"
"G0-16670"	"yjdQ"	["yjdQ", "b4654", "ECK4457"]	4362191	4362353	"-"	"G0-16670_RNA"
"G0-16671"	"yjhY"	["yjhY", "b4656", "ECK4453"]	4532050	4532310	"-"	"G0-16671_RNA"
"G0-16672"	"yjhZ"	["yjhZ", "b4657", "ECK4455"]	4534430	4534675	"-"	"G0-16672_RNA"
"G0-16673"	"ymiB"	["ymiB", "b4672", "ECK4487"]	1346796	1346900	"+"	"G0-16673_RNA"
"G0-16674"	"ykgS"	["ykgS", "b4688", "ECK4504"]	290510	290638	"+"	"G0-16674_RNA"
"G0-16675"	"rzoQ"	["rzoQ", "b4689", "ECK4503"]	1639080	1639334	"-"	"G0-16675_RNA"
"G0-16676"	"yrdF"	["yrdF", "b4697", "ECK4509"]	3404495	3404637	"+"	"G0-16676_RNA"
"G0-16677"	"sokE"	["sokE", "b4700", "ECK4512"]	607734	607792	"+"	"RNA0-391"
"G0-16679"	"insI2"	["insI2", "b4708", "ECK4564"]	279931	280104	"+"	"G0-16679_RNA"
"G0-16680"	"gadF"	["gadF", "b4718", "ECK4575"]	3658992	3659082	"+"	"RNA0-392"
"G0-16685"	"idlP"	["idlP", "b4722", "ECK4579"]	4556913	4556996	"+"	"G0-16685_RNA"
"G0-16686"	"ytiC"	["ytiC", "b4720", "ECK4577"]	4556574	4556675	"+"	"G0-16686_RNA"
"G0-16687"	"ytiD"	["ytiD", "b4721", "ECK4578"]	4556654	4556797	"+"	"G0-16687_RNA"
"G0-16688"	"ymcF"	["ymcF", "b4723", "ECK4580"]	1051684	1051872	"+"	"G0-16688_RNA"
"G0-16689"	"ynfQ"	["ynfQ", "b4724", "ECK4581"]	1638256	1638444	"-"	"G0-16689_RNA"
"G0-16690"	"rseD"	["rseD", "b4725", "ECK4582"]	2710009	2710164	"-"	"G0-16690_RNA"
"G0-16693"	"gndA"	["gndA"]	2100863	2101027	"-"	"G0-16693_RNA"
"G0-16694"	"naRNA1"	["naRNA1"]	4326305	4326381	"-"	"RNA0-393"
"G0-16695"	"naRNA2"	["naRNA2"]	4326205	4326281	"-"	"RNA0-394"
"G0-16696"	"naRNA3"	["naRNA3"]	4326105	4326181	"-"	"RNA0-395"
"G0-16697"	"naRNA4"	["naRNA4"]	4326005	4326081	"-"	"RNA0-396"
"G0-16698"	"naRNA5"	["naRNA5"]	4325905	4325981	"-"	"RNA0-397"
"G0-16699"	"naRNA6"	["naRNA6"]	4325805	4325881	"-"	"RNA0-398"
"G0-16700"	"pspH"	["pspH", "b4758", "ECK4615"]	4263139	4263249	"+"	"RNA0-400"
"G0-16713"	"ylbI"	["ylbI", "b4632", "ECK4441"]	529497	529592	"+"	"G0-16713_RNA"
"G0-16714"	"ybfI"	["ybfI", "b4636", "ECK4436"]	716721	716870	"-"	"G0-16714_RNA"
"G0-16715"	"ykfN"	["ykfN", "b4626", "ECK4458"]	263150	263212	"-"	"G0-16715_RNA"
"G0-16716"	"ykgP"	["ykgP", "b4630", "ECK4446"]	313716	313805	"-"	"G0-16716_RNA"
"G0-16717"	"xisD"	["xisD", "ybcB", "b4633", "ECK4435"]	565858	566079	"-"	"G0-16717_RNA"
"G0-16718"	"aaaD"	["aaaD", "ylcF", "b4634", "ECK4439"]	581354	581662	"+"	"G0-16718_RNA"
"G0-16719"	"oweE"	["oweE", "b4692", "ECK4507"]	1204170	1204403	"+"	"G0-16719_RNA"
"G0-16720"	"aaaE"	["aaaE", "b4693", "ECK1135"]	1204401	1205537	"+"	"G0-16720_RNA"
"G0-16721"	"yabR"	["yabR", "b4726", "ECK4583"]	85467	85511	"-"	"G0-16721_RNA"
"G0-16722"	"yacM"	["yacM", "b4727", "ECK4584"]	113244	113288	"+"	"G0-16722_RNA"
"G0-16723"	"yadW"	["yadW", "b4728", "ECK4585"]	176552	176617	"+"	"G0-16723_RNA"
"G0-16724"	"ykgV"	["ykgV", "b4729", "ECK4586"]	294918	295142	"-"	"G0-16724_RNA"
"G0-16725"	"yahV"	["yahV", "b4730", "ECK4587"]	331802	331876	"+"	"G0-16725_RNA"
"G0-16726"	"ykiC"	["ykiC", "b4731", "ECK4588"]	383960	384079	"+"	"G0-16726_RNA"
"G0-16727"	"ykiD"	["ykiD", "b4732", "ECK4589"]	408947	409030	"+"	"G0-16727_RNA"
"G0-16728"	"ylcJ"	["ylcJ", "b4733", "ECK4590"]	568695	568844	"+"	"G0-16728_RNA"
"G0-16729"	"yldA"	["yldA", "b4734", "ECK4591"]	643330	643419	"-"	"G0-16729_RNA"
"G0-16730"	"ybgU"	["ybgU", "b4735", "ECK4592"]	754674	754781	"-"	"G0-16730_RNA"
"G0-16731"	"yliM"	["yliM", "b4736", "ECK4593"]	850332	850397	"+"	"G0-16731_RNA"
"G0-16732"	"ymdG"	["ymdG", "b4737", "ECK4594"]	1079120	1079146	"+"	"G0-16732_RNA"
"G0-16733"	"ymgK"	["ymgK", "b4738", "ECK4595"]	1212260	1212304	"-"	"G0-16733_RNA"
"G0-16734"	"ymgL"	["ymgL", "b4739", "ECK4596"]	1212540	1212650	"-"	"G0-16734_RNA"
"G0-16735"	"ymgM"	["ymgM", "b4740", "ECK4597"]	1240260	1240463	"+"	"G0-16735_RNA"
"G0-16736"	"ymiC"	["ymiC", "b4741", "ECK4598"]	1335572	1335667	"+"	"G0-16736_RNA"
"G0-16737"	"ymjE"	["ymjE", "b4742", "ECK4599"]	1359177	1359341	"-"	"G0-16737_RNA"
"G0-16738"	"ynaM"	["ynaM", "b4744", "ECK4601"]	1434293	1434406	"-"	"G0-16738_RNA"
"G0-16739"	"yncO"	["yncO", "b4745", "ECK4602"]	1530319	1530504	"-"	"G0-16739_RNA"
"G0-16740"	"yddY"	["yddY", "b4746", "ECK4603"]	1567178	1567219	"-"	"G0-16740_RNA"
"G0-16741"	"yneP"	["yneP", "b4747", "ECK4604"]	1579545	1579667	"+"	"G0-16741_RNA"
"G0-16742"	"ynfT"	["ynfT", "b4748", "ECK4605"]	1632890	1633003	"+"	"G0-16742_RNA"
"G0-16743"	"ynfR"	["ynfR", "b4749", "ECK4606"]	1638188	1638253	"-"	"G0-16743_RNA"
"G0-16744"	"ynfS"	["ynfS", "b4750", "ECK4607"]	1642122	1642211	"+"	"G0-16744_RNA"
"G0-16745"	"yoaL"	["yoaL", "b4751", "ECK4608"]	1901573	1901731	"-"	"G0-16745_RNA"
"G0-16746"	"yecU"	["yecU", "b4752", "ECK4609"]	1995655	1995831	"+"	"G0-16746_RNA"
"G0-16747"	"yqfH"	["yqfH", "b4753", "ECK4610"]	3032939	3033010	"-"	"G0-16747_RNA"
"G0-16748"	"yqfI"	["yqfI", "b4754", "ECK4611"]	3050958	3051041	"+"	"G0-16748_RNA"
"G0-16749"	"yqhI"	["yqhI", "b4755", "ECK4612"]	3147597	3147740	"-"	"G0-16749_RNA"
"G0-16750"	"yqiD"	["yqiD", "b4756", "ECK4613"]	3183381	3183551	"-"	"G0-16750_RNA"
"G0-16751"	"ysdD"	["ysdD", "b4757", "ECK4614"]	3884026	3884106	"+"	"G0-16751_RNA"
"G0-17009"	"sdhX"	["sdhX", "rybD", "b4764", "ECK4621"]	765050	765150	"+"	"RNA0-403"
"G0-17011"	"yadX"	["yadX", "b4765", "ECK4622"]	175048	175095	"+"	"G0-17011_RNA"
"G0-17012"	"argL"	["argL", "b4766", "ECK4623"]	290275	290370	"-"	"G0-17012_RNA"
"G0-17013"	"ytiB"	["ytiB", "b4767", "ECK4624"]	391592	391648	"-"	"G0-17013_RNA"
"G0-17014"	"ybgV"	["ybgV", "b4768", "ECK4625"]	754658	754690	"-"	"G0-17014_RNA"
"G0-17015"	"ybiE"	["ybiE", "b4769", "ECK4626"]	837503	837562	"+"	"G0-17015_RNA"
"G0-17016"	"yljB"	["yljB", "b4770", "ECK4627"]	922740	922814	"+"	"G0-17016_RNA"
"G0-17017"	"ychT"	["ychT", "b4771", "ECK4627"]	1298514	1298567	"+"	"G0-17017_RNA"
"G0-17018"	"ymiD"	["ymiD", "b4772", "ECK4629"]	1344647	1344775	"+"	"G0-17018_RNA"
"G0-17019"	"ynaN"	["ynaN", "b4773", "ECK4630"]	1407989	1408036	"+"	"G0-17019_RNA"
"G0-17020"	"yncP"	["yncP", "b4774", "ECK4631"]	1491876	1491944	"+"	"G0-17020_RNA"
"G0-17021"	"mgtT"	["mgtT", "b4775", "ECK4632"]	1622741	1622845	"+"	"G0-17021_RNA"
"G0-17022"	"ynfU"	["ynfU", "b4776", "ECK4633"]	1640805	1640975	"+"	"G0-17022_RNA"
"G0-17023"	"ydgV"	["ydgV", "b4777", "ECK4634"]	1673608	1673709	"-"	"G0-17023_RNA"
"G0-17024"	"yecV"	["yecV", "b4778", "ECK4635"]	1961837	1961881	"-"	"G0-17024_RNA"
"G0-17025"	"yoaM"	["yoaM", "b4779", "ECK4636"]	2347350	2347385	"-"	"G0-17025_RNA"
"G0-17026"	"yodE"	["yodE", "b4780", "ECK4637"]	2470497	2470643	"-"	"G0-17026_RNA"
"G0-17027"	"evgL"	["evgL", "b4781", "ECK4638"]	2483729	2483758	"+"	"G0-17027_RNA"
"G0-17028"	"pssL"	["pssL", "b4782", "ECK4639"]	2722702	2722743	"+"	"G0-17028_RNA"
"G0-17029"	"yfiS"	["yfiS", "b4783", "ECK4639"]	2725925	2725987	"+"	"G0-17029_RNA"
"G0-17030"	"yqgG"	["yqgG", "b4784", "ECK4641"]	3086145	3086288	"-"	"G0-17030_RNA"
"G0-17031"	"yqgH"	["yqgH", "b4785", "ECK4642"]	3109317	3109400	"-"	"G0-17031_RNA"
"G0-17032"	"yqhJ"	["yqhJ", "b4786", "ECK4643"]	3111266	3111325	"+"	"G0-17032_RNA"
"G0-17033"	"yqiM"	["yqiM", "b4787", "ECK4644"]	3247668	3247751	"+"	"G0-17033_RNA"
"G0-17034"	"yhgO"	["yhgO", "b4788", "ECK4645"]	3573660	3573701	"-"	"G0-17034_RNA"
"G0-17035"	"yhgP"	["yhgP", "b4789", "ECK4646"]	3573679	3573708	"-"	"G0-17035_RNA"
"G0-17036"	"yhiY"	["yhiY", "b4790", "ECK4647"]	3630665	3630778	"-"	"G0-17036_RNA"
"G0-17037"	"yriA"	["yriA", "b4791", "ECK4648"]	3640612	3640686	"-"	"G0-17037_RNA"
"G0-17038"	"yriB"	["yriB", "b4792", "ECK4649"]	3640643	3640696	"-"	"G0-17038_RNA"
"G0-17039"	"ysaE"	["ysaE", "b4793", "ECK4650"]	3720400	3720471	"+"	"G0-17039_RNA"
"G0-17040"	"baxL"	["baxL", "b4794", "ECK4651"]	3737177	3737203	"-"	"G0-17040_RNA"
"G0-17041"	"yibX"	["yibX", "b4795", "ECK4652"]	3797772	3798014	"-"	"G0-17041_RNA"
"G0-17042"	"yibY"	["yibY", "b4796", "ECK4653"]	3798039	3798149	"-"	"G0-17042_RNA"
"G0-17043"	"yicU"	["yicU", "b4797", "ECK4654"]	3838642	3838701	"-"	"G0-17043_RNA"
"G0-17044"	"ysdE"	["ysdE", "b4798", "ECK4655"]	3853766	3853840	"-"	"G0-17044_RNA"
"G0-17045"	"ysgD"	["ysgD", "b4799", "ECK4656"]	4001218	4001274	"+"	"G0-17045_RNA"
"G0-17046"	"ytgA"	["ytgA", "b4800", "ECK4657"]	4486105	4486155	"+"	"G0-17046_RNA"
"G0-17047"	"ykiE"	["ykiE", "b4801", "ECK4658"]	4518372	4518440	"+"	"G0-17047_RNA"
"G0-17048"	"ythB"	["ythB", "b4802", "ECK4659"]	4536597	4536695	"+"	"G0-17048_RNA"
"G0-17074"	"speFL"	["speFL", "b4803", "ECK4660"]	720718	720822	"-"	"G0-17074_RNA"
"G0-17076"	"orzP"	["orzP"]	2204402	2204484	"+"	"RNA0-405"
"G0-17077"	"rbsZ"	["rbsZ", "b4804", "ECK4661"]	3937045	3937278	"+"	"RNA0-406"
"G0-17078"	"raiZ"	["raiZ", "b4805", "ECK4662"]	2737381	2737542	"+"	"RNA0-407"
"G0-17079"	"ipeX"	["ipeX"]	574367	574515	"-"	"RNA0-408"
"G0-17082"	"malH"	["malH"]	4242531	4242633	"-"	"RNA0-410"
"G0-41"	"ecnA"	["ecnA", "b4410", "ECK4142"]	4376317	4376442	"+"	"G0-41_RNA"
"G0-8601"	"glcF"	["glcF", "gox", "yghL", "b2978", "b4467", "ECK2972"]	3124236	3125459	"-"	"G0-8601_RNA"
"G0-8785"	"csrB"	["csrB", "b4408", "ECK2787"]	2924156	2924524	"-"	"CSRB-RNA"
"G0-8861"	"sraA"	["sraA", "psrA3", "t15"]	458728	458784	"-"	"SRAA-RNA"
"G0-8862"	"sraB"	["sraB", "psrA4", "pke20", "psrD", "b4418", "ECK1073"]	1146589	1146757	"+"	"SRAB-RNA"
"G0-8863"	"rprA"	["rprA", "psrA5", "IS083", "b4431", "ECK1686"]	1770372	1770477	"+"	"RPRA-RNA"
