# From Sanchez-Vazquez et al. Genome-wide effects on Escherichia coli transcription from ppGpp binding to its two sites on RNA polymerase. PNAS. 2019. (Dataset S01)
# Downloaded from: https://www.pnas.org/highwire/filestream/859108/field_highwire_adjunct_files/1/pnas.1819682116.sd01.xlsx
"Gene"	"Synonym"	"length"	"Start"	"end"	"Strand"	"1+2+ 5 min"	"1+2+ 5 min Category"	"1+2+ 10 min"	"1+2+ 10 min Category"	"1-2- 5 min"	"1-2- 5 min Category"	"1-2- 10 min"	"1-2- 10 min Category"	"1-2-/1+2+ 0 min"	"1-2-/1+2+ 0 min Category"
"pqqL"	"b1494"	2796	1572407	1575202	"-"	-0.38	"E"	-0.65	"C"	0.10	"E"	0.03	"E"	0.00	"E"
"ybeF"	"b0629"	954	660425	661378	"-"	-0.49	"E"	-0.56	"C"	-0.27	"E"	-0.13	"E"	-0.24	"E"
"surA"	"b0053"	1287	53416	54702	"-"	-0.22	"E"	-0.74	"C"	0.01	"E"	-0.20	"E"	-0.12	"E"
"torS"	"b0993"	2745	1053434	1056178	"-"	-0.51	"E"	-0.75	"C"	-0.23	"E"	-0.30	"E"	-0.01	"E"
"ycaL"	"b0909"	765	960264	961028	"+"	0.60	"E"	-0.68	"C"	0.44	"E"	0.30	"E"	-0.50	"E"
"ybjN"	"b0853"	477	892957	893433	"+"	-0.21	"E"	-0.96	"C"	-0.05	"E"	0.15	"E"	-0.09	"E"
"ymgD"	"b1171"	330	1222305	1222634	"-"	-0.42	"E"	-0.82	"C"	-0.19	"E"	0.12	"E"	-0.05	"E"
"yjhF"	"b4296"	1350	4520671	4522020	"-"	-0.52	"E"	-0.73	"C"	0.01	"E"	-0.16	"E"	-0.06	"E"
"amiB"	"b4169"	1338	4396065	4397402	"+"	-0.20	"E"	-0.42	"C"	-0.01	"E"	-0.18	"E"	0.03	"E"
"tonB"	"b1252"	720	1311089	1311808	"+"	-0.26	"E"	-0.71	"C"	0.15	"E"	-0.17	"E"	0.01	"E"
"gfcE"	"b0983"	1140	1044664	1045803	"-"	-0.61	"E"	-0.96	"C"	-0.07	"E"	0.27	"E"	-0.03	"E"
"metR"	"b3828"	954	4011863	4012816	"-"	-0.38	"E"	-0.61	"C"	-0.14	"E"	-0.46	"E"	-0.31	"E"
"yihW"	"b3884"	786	4074669	4075454	"+"	-0.22	"E"	-0.36	"C"	0.11	"E"	-0.05	"E"	0.09	"E"
"nrdA"	"b2234"	2286	2344865	2347150	"+"	-0.23	"E"	-0.54	"C"	0.06	"E"	-0.25	"E"	-0.16	"E"
"murQ"	"b2428"	897	2545773	2546669	"+"	-0.37	"E"	-0.92	"C"	-0.06	"E"	-0.54	"E"	-0.30	"E"
"chaA"	"b1216"	1101	1270749	1271849	"-"	-0.21	"E"	-0.76	"C"	-0.03	"E"	0.07	"E"	-0.14	"E"
"yfaE"	"b2236"	255	2348514	2348768	"+"	-0.16	"E"	-0.53	"C"	-0.11	"E"	-0.15	"E"	-0.10	"E"
"ycbC"	"b0920"	780	972622	973401	"-"	-0.36	"E"	-0.63	"C"	-0.02	"E"	0.21	"E"	-0.11	"E"
"hybB"	"b2995"	1179	3142986	3144164	"-"	-0.31	"E"	-0.79	"C"	-0.16	"E"	-0.14	"E"	0.24	"E"
"sfsB"	"b3188"	279	3334909	3335187	"+"	-0.33	"E"	-0.80	"C"	-0.09	"E"	0.00	"E"	-0.18	"E"
"amiC"	"b2817"	1254	2947757	2949010	"-"	-0.14	"E"	-0.20	"C"	0.12	"E"	0.05	"E"	0.03	"E"
"yeeN"	"b1983"	717	2056858	2057574	"+"	-0.17	"E"	-0.38	"C"	-0.10	"E"	-0.04	"E"	-0.16	"E"
"gltK"	"b0653"	675	685255	685929	"-"	-0.23	"E"	-0.66	"C"	0.26	"E"	0.28	"E"	0.10	"E"
"rseC"	"b2570"	480	2707322	2707801	"-"	-0.30	"E"	-0.46	"C"	0.40	"E"	0.13	"E"	-0.08	"E"
"mntH"	"b2392"	1239	2511468	2512706	"-"	-0.21	"E"	-0.33	"C"	-0.03	"E"	-0.07	"E"	-0.19	"E"
"ycgR"	"b1194"	735	1243793	1244527	"-"	-0.24	"E"	-0.90	"C"	-0.07	"E"	-0.19	"E"	0.01	"E"
"intR"	"b1345"	1236	1412000	1413235	"-"	-0.46	"E"	-0.73	"C"	-0.17	"E"	-0.07	"E"	0.02	"E"
"citB"	"b0620"	681	653862	654542	"+"	-0.28	"E"	-0.50	"C"	-0.07	"E"	0.13	"E"	0.03	"E"
"pabB"	"b1812"	1362	1894805	1896166	"+"	-0.19	"E"	-0.87	"C"	-0.01	"E"	0.01	"E"	0.13	"E"
"gfcD"	"b0984"	2097	1045849	1047945	"-"	-0.31	"E"	-0.97	"C"	-0.34	"E"	-0.38	"E"	0.06	"E"
"narQ"	"b2469"	1701	2585731	2587431	"+"	-0.22	"E"	-0.89	"C"	0.05	"E"	-0.36	"E"	-0.30	"E"
"ybhQ"	"b0791"	411	824630	825040	"+"	-0.24	"E"	-0.85	"C"	0.13	"E"	0.12	"E"	0.04	"E"
"dacB"	"b3182"	1434	3328963	3330396	"+"	-0.18	"E"	-0.69	"C"	0.07	"E"	-0.16	"E"	0.05	"E"
"tsaE"	"b4168"	462	4395585	4396046	"+"	-0.19	"E"	-0.40	"C"	-0.25	"E"	-0.28	"E"	0.14	"E"
"yhcF"	"b3219"	717	3366926	3367642	"+"	-0.23	"E"	-0.55	"C"	-0.36	"E"	-0.41	"E"	0.18	"E"
"yafP"	"b0234"	453	252709	253161	"+"	-0.40	"E"	-0.82	"C"	0.11	"E"	0.09	"E"	0.25	"E"
"tmcA"	"b2474"	2016	2593844	2595859	"-"	-0.11	"E"	-0.39	"C"	-0.06	"E"	-0.05	"E"	0.05	"E"
"tdcD"	"b3115"	1209	3262452	3263660	"-"	-0.29	"E"	-0.76	"C"	0.07	"E"	0.34	"E"	0.08	"E"
"mngR"	"b0730"	723	765153	765875	"-"	-0.22	"E"	-0.46	"C"	-0.08	"E"	-0.10	"E"	-0.07	"E"
"alsB"	"b4088"	936	4311107	4312042	"-"	-0.32	"E"	-0.91	"C"	-0.20	"E"	-0.38	"E"	-0.44	"E"
"emtA"	"b1193"	612	1243180	1243791	"+"	-0.10	"E"	-0.72	"C"	0.03	"E"	0.02	"E"	0.05	"E"
"gltJ"	"b0654"	741	685929	686669	"-"	-0.19	"E"	-0.46	"C"	0.18	"E"	-0.05	"E"	0.06	"E"
"psd"	"b4160"	969	4389392	4390360	"-"	-0.17	"E"	-0.52	"C"	0.05	"E"	-0.25	"E"	-0.09	"E"
"cohE"	"b1145"	675	1202259	1202933	"-"	-0.13	"E"	-0.55	"C"	-0.36	"E"	-0.21	"E"	0.00	"E"
"mlaD"	"b3193"	552	3337910	3338461	"-"	-0.15	"E"	-0.59	"C"	0.01	"E"	-0.18	"E"	0.12	"E"
"yfhG"	"b2555"	714	2688793	2689506	"-"	0.17	"E"	-0.68	"C"	-0.11	"E"	-0.06	"E"	-0.02	"E"
"aaeA"	"b3241"	933	3388194	3389126	"-"	-0.22	"E"	-0.71	"C"	-0.54	"E"	-0.69	"E"	-0.16	"E"
"ybaN"	"b0468"	378	490882	491259	"+"	-0.17	"E"	-0.53	"C"	-0.19	"E"	-0.08	"E"	-0.32	"E"
"nhaB"	"b1186"	1542	1233176	1234717	"-"	-0.10	"E"	-0.65	"C"	0.10	"E"	-0.20	"E"	-0.04	"E"
"dmsD"	"b1591"	615	1664506	1665120	"+"	-0.13	"E"	-0.61	"C"	-0.28	"E"	-0.10	"E"	-0.27	"E"
"yniB"	"b1726"	537	1808697	1809233	"-"	-0.09	"E"	-0.32	"C"	0.07	"E"	0.08	"E"	-0.01	"E"
"araE"	"b2841"	1419	2980764	2982182	"-"	-0.12	"E"	-0.54	"C"	0.01	"E"	-0.28	"E"	-0.14	"E"
"mltC"	"b2963"	1080	3104433	3105512	"+"	0.06	"E"	-0.26	"C"	-0.24	"E"	-0.03	"E"	-0.10	"E"
"aroL"	"b0388"	525	406405	406929	"+"	-0.08	"E"	-0.35	"C"	-0.28	"E"	-0.25	"E"	-0.16	"E"
"gpsA"	"b3608"	1020	3782642	3783661	"-"	0.07	"E"	-0.33	"C"	-0.02	"E"	-0.19	"E"	-0.12	"E"
"ybfP"	"b0689"	495	715412	715906	"+"	-0.14	"E"	-0.88	"C"	-0.43	"E"	-0.88	"E"	0.22	"E"
"seqA"	"b0687"	546	712987	713532	"+"	-0.03	"E"	-0.24	"C"	-0.11	"E"	-0.11	"E"	-0.05	"E"
"yfeW"	"b2430"	1305	2548102	2549406	"+"	-0.08	"E"	-0.55	"C"	0.00	"E"	-0.06	"E"	-0.41	"E"
"mzrA"	"b3096"	384	3248439	3248822	"+"	0.05	"E"	-0.51	"C"	-0.38	"E"	-0.16	"E"	0.01	"E"
"yihM"	"b3873"	981	4061165	4062145	"+"	-0.03	"E"	-0.53	"C"	-0.10	"E"	-0.13	"E"	0.15	"E"
"ydcR"	"b1439"	1407	1510003	1511409	"+"	-0.02	"E"	-0.33	"C"	0.27	"E"	0.04	"E"	0.07	"E"
"yehR"	"b2123"	462	2211225	2211686	"+"	-0.05	"E"	-0.95	"C"	-0.40	"E"	-0.75	"E"	0.39	"E"
"yihF"	"b3861"	1431	4044199	4045629	"+"	0.02	"E"	-0.58	"C"	-0.42	"E"	-0.31	"E"	0.18	"E"
"glrR"	"b2554"	1335	2687469	2688803	"-"	-0.01	"E"	-0.49	"C"	0.02	"E"	0.00	"E"	-0.01	"E"
"nhaR"	"b0020"	906	18715	19620	"+"	-0.01	"E"	-0.29	"C"	-0.14	"E"	-0.07	"E"	0.05	"E"
"hemN"	"b3867"	1374	4052045	4053418	"+"	-0.07	"E"	0.38	"D"	0.23	"D"	0.44	"D"	0.71	"D"
"fliZ"	"b1921"	552	2000473	2001024	"-"	0.38	"E"	0.87	"D"	0.60	"E"	1.27	"B"	-0.78	"C"
"carB"	"b0033"	3222	30817	34038	"+"	-0.08	"E"	0.40	"D"	-0.03	"E"	-0.26	"C"	1.65	"B"
"malP"	"b3417"	2394	3550080	3552473	"-"	0.12	"E"	0.76	"D"	0.11	"E"	0.67	"D"	-1.97	"A"
"idi"	"b2889"	549	3033065	3033613	"+"	0.22	"E"	0.90	"D"	0.09	"E"	0.59	"D"	1.00	"B"
"flgB"	"b1073"	417	1131018	1131434	"+"	0.53	"E"	0.82	"D"	0.41	"E"	0.75	"D"	-0.51	"C"
"bglA"	"b2901"	1440	3043662	3045101	"+"	0.11	"E"	0.47	"D"	0.18	"E"	0.26	"D"	-0.22	"C"
"pgi"	"b4025"	1650	4233758	4235407	"+"	0.08	"E"	0.50	"D"	0.05	"E"	0.19	"D"	-0.18	"C"
"hsrA"	"b3754"	1428	3939185	3940612	"-"	0.30	"E"	0.48	"D"	0.25	"E"	0.44	"D"	0.37	"D"
"ycfQ"	"b1111"	633	1168200	1168832	"-"	0.35	"E"	0.61	"D"	0.23	"E"	0.48	"D"	0.41	"D"
"ftnA"	"b1905"	498	1988716	1989213	"+"	0.19	"E"	0.34	"D"	0.07	"E"	0.30	"D"	0.59	"D"
"yqiC"	"b3042"	291	3184840	3185130	"+"	0.36	"E"	0.72	"D"	0.20	"E"	0.43	"D"	0.45	"D"
"ybjC"	"b0850"	288	890913	891200	"+"	0.35	"E"	0.66	"D"	0.14	"E"	0.55	"D"	0.34	"D"
"yigL"	"b3826"	801	4010200	4011000	"+"	0.17	"E"	0.66	"D"	0.17	"E"	0.29	"D"	0.59	"D"
"folE"	"b2153"	669	2242984	2243652	"-"	0.21	"E"	0.43	"D"	0.28	"E"	0.35	"D"	0.66	"D"
"dinJ"	"b0226"	261	246242	246502	"-"	0.26	"E"	0.86	"D"	0.01	"E"	0.51	"D"	0.81	"D"
"ridA"	"b4243"	387	4470527	4470913	"-"	-0.08	"E"	0.34	"D"	0.17	"E"	0.31	"D"	0.58	"D"
"pepB"	"b2523"	1284	2655075	2656358	"-"	-0.08	"E"	0.53	"D"	0.07	"E"	0.30	"D"	0.29	"D"
"yicC"	"b3644"	864	3816676	3817539	"+"	0.07	"E"	0.37	"D"	0.23	"E"	0.24	"D"	0.29	"D"
"yfcE"	"b2300"	555	2419234	2419788	"-"	0.07	"E"	0.44	"D"	0.13	"E"	0.29	"D"	0.82	"D"
"sdaA"	"b1814"	1365	1896932	1898296	"+"	0.05	"E"	0.54	"D"	0.17	"E"	0.29	"D"	0.52	"D"
"lipA"	"b0628"	966	659251	660216	"-"	-0.03	"E"	0.44	"D"	0.12	"E"	0.28	"D"	0.67	"D"
"ybaO"	"b0447"	459	468383	468841	"+"	0.07	"E"	0.68	"D"	0.36	"E"	0.81	"D"	0.50	"D"
"yfcD"	"b2299"	543	2418634	2419176	"-"	0.02	"E"	0.35	"D"	0.11	"E"	0.27	"D"	0.66	"D"
"yfcZ"	"b2343"	285	2460650	2460934	"-"	-0.03	"E"	0.55	"D"	0.17	"E"	0.48	"D"	0.85	"D"
"sgrS"	"b4577"	227	77367	77593	"+"	-0.06	"E"	0.81	"D"	0.28	"E"	0.89	"D"	0.88	"D"
"ihfA"	"b1712"	300	1795253	1795552	"-"	0.00	"E"	0.37	"D"	0.07	"E"	0.22	"D"	0.20	"D"
"glnD"	"b0167"	2673	185978	188650	"-"	0.27	"E"	0.71	"D"	0.34	"E"	0.79	"D"	0.18	"E"
"lolB"	"b1209"	624	1262877	1263500	"-"	0.21	"E"	0.25	"D"	0.12	"E"	0.32	"D"	-0.07	"E"
"yicG"	"b3646"	618	3818874	3819491	"+"	0.25	"E"	0.94	"D"	0.42	"E"	0.75	"D"	-0.08	"E"
"fbaA"	"b2925"	1080	3070165	3071244	"-"	-0.10	"E"	0.53	"D"	0.10	"E"	0.27	"D"	0.13	"E"
"yajQ"	"b0426"	492	444683	445174	"+"	0.08	"E"	0.22	"D"	0.09	"E"	0.25	"D"	-0.16	"E"
"rraB"	"b4255"	417	4478473	4478889	"+"	0.09	"E"	0.61	"D"	0.07	"E"	0.35	"D"	0.09	"E"
"malE"	"b4034"	1191	4245229	4246419	"-"	0.45	"E"	0.62	"D"	0.21	"E"	0.47	"E"	-2.06	"A"
"srlD"	"b2705"	780	2827737	2828516	"+"	0.38	"E"	0.68	"D"	0.12	"E"	0.11	"E"	-1.61	"A"
"ndh"	"b1109"	1305	1166085	1167389	"+"	0.11	"E"	0.43	"D"	0.09	"E"	0.19	"E"	-1.08	"A"
"arnE"	"b4544"	336	2372557	2372892	"+"	-0.45	"E"	0.86	"D"	-0.02	"E"	0.14	"E"	1.19	"B"
"arnT"	"b2257"	1653	2370908	2372560	"+"	-0.04	"E"	0.77	"D"	-0.21	"E"	-0.01	"E"	1.16	"B"
"nrdD"	"b4238"	2139	4460522	4462660	"-"	-0.03	"E"	0.48	"D"	0.20	"E"	0.08	"E"	1.20	"B"
"mmuM"	"b0261"	933	276715	277647	"+"	0.60	"E"	0.78	"D"	0.00	"E"	-0.35	"E"	-0.55	"C"
"yqjC"	"b3097"	369	3248969	3249337	"+"	0.27	"E"	0.73	"D"	0.03	"E"	0.18	"E"	-0.42	"C"
"gmr"	"b1285"	1986	1344757	1346742	"-"	0.27	"E"	0.62	"D"	0.34	"E"	0.48	"E"	-0.98	"C"
"mtlD"	"b3600"	1149	3774424	3775572	"+"	0.16	"E"	0.53	"D"	0.15	"E"	0.07	"E"	-0.32	"C"
"deoD"	"b4384"	720	4620883	4621602	"+"	-0.12	"E"	0.24	"D"	0.08	"E"	0.06	"E"	-0.28	"C"
"yadG"	"b0127"	927	142779	143705	"+"	0.25	"E"	0.39	"D"	0.16	"E"	0.33	"E"	-0.40	"C"
"yibH"	"b3597"	1137	3770243	3771379	"-"	0.48	"E"	0.83	"D"	0.53	"E"	0.79	"E"	-0.80	"C"
"nanK"	"b3222"	876	3369475	3370350	"-"	0.44	"E"	0.97	"D"	0.62	"E"	0.39	"E"	-0.70	"C"
"xylA"	"b3565"	1323	3729443	3730765	"-"	0.25	"E"	0.77	"D"	0.39	"E"	0.55	"E"	-0.48	"C"
"fadB"	"b3846"	2190	4028782	4030971	"-"	-0.03	"E"	0.54	"D"	0.35	"E"	0.00	"E"	-0.49	"C"
"yadH"	"b0128"	771	143702	144472	"+"	0.01	"E"	0.28	"D"	0.21	"E"	0.22	"E"	-0.39	"C"
"gnd"	"b2029"	1407	2099862	2101268	"-"	-0.15	"E"	0.30	"D"	0.03	"E"	0.08	"E"	0.65	"D"
"ychN"	"b1219"	354	1273246	1273599	"-"	0.28	"E"	0.49	"D"	-0.08	"E"	0.17	"E"	0.45	"D"
"yeaK"	"b1787"	504	1873574	1874077	"+"	0.29	"E"	0.37	"D"	0.07	"E"	-0.10	"E"	0.77	"D"
"casD"	"b2757"	675	2880374	2881048	"-"	0.68	"E"	0.73	"D"	-0.15	"E"	-0.48	"E"	0.57	"D"
"yeaM"	"b1790"	822	1874755	1875576	"-"	0.54	"E"	0.75	"D"	-0.43	"E"	0.06	"E"	0.45	"D"
"hycI"	"b2717"	471	2842573	2843043	"-"	0.40	"E"	0.51	"D"	-0.04	"E"	0.10	"E"	0.54	"D"
"pck"	"b3403"	1623	3532818	3534440	"+"	-0.27	"E"	0.36	"D"	0.08	"E"	0.15	"E"	0.98	"D"
"sseB"	"b2522"	777	2654157	2654933	"-"	-0.20	"E"	0.30	"D"	0.11	"E"	0.24	"E"	0.24	"D"
"tatA"	"b3836"	270	4021945	4022214	"+"	0.26	"E"	0.52	"D"	0.13	"E"	0.23	"E"	0.29	"D"
"ftsZ"	"b0095"	1152	105305	106456	"+"	0.10	"E"	0.56	"D"	-0.01	"E"	-0.09	"E"	0.21	"D"
"hmp"	"b2552"	1191	2685835	2687025	"+"	0.25	"E"	0.77	"D"	0.13	"E"	0.25	"E"	0.26	"D"
"nuoF"	"b2284"	1338	2400218	2401555	"-"	-0.16	"E"	0.23	"D"	0.09	"E"	0.12	"E"	0.22	"D"
"recA"	"b2699"	1062	2822708	2823769	"-"	0.15	"E"	0.25	"D"	0.03	"E"	-0.03	"E"	0.60	"D"
"ynfB"	"b1583"	342	1655808	1656149	"+"	0.22	"E"	0.37	"D"	0.11	"E"	0.23	"E"	0.26	"D"
"sdhE"	"b2897"	267	3040804	3041070	"-"	0.23	"E"	0.49	"D"	0.08	"E"	0.25	"E"	0.56	"D"
"frsA"	"b0239"	1245	256527	257771	"+"	0.18	"E"	0.70	"D"	0.12	"E"	0.13	"E"	0.90	"D"
"ypdC"	"b2382"	858	2501130	2501987	"+"	0.36	"E"	0.77	"D"	0.19	"E"	0.02	"E"	0.51	"D"
"clsC"	"b1046"	1422	1106355	1107776	"+"	0.30	"E"	0.53	"D"	0.12	"E"	0.34	"E"	0.44	"D"
"uvrB"	"b0779"	2022	813526	815547	"+"	0.12	"E"	0.30	"D"	0.13	"E"	0.18	"E"	0.72	"D"
"yedI"	"b1958"	918	2028449	2029366	"-"	0.27	"E"	0.57	"D"	-0.13	"E"	-0.04	"E"	0.54	"D"
"yjhC"	"b4280"	1119	4505287	4506405	"+"	0.26	"E"	0.51	"D"	-0.08	"E"	0.04	"E"	0.45	"D"
"ycdX"	"b1034"	738	1098879	1099616	"+"	0.15	"E"	0.32	"D"	0.00	"E"	0.07	"E"	0.29	"D"
"mazF"	"b2782"	336	2910756	2911091	"-"	0.25	"E"	0.50	"D"	0.02	"E"	0.44	"E"	0.39	"D"
"yfbV"	"b2295"	456	2412677	2413132	"-"	0.16	"E"	0.32	"D"	-0.06	"E"	0.00	"E"	0.68	"D"
"ybdR"	"b0608"	1239	642088	643326	"+"	0.36	"E"	0.92	"D"	-0.47	"E"	0.10	"E"	0.59	"D"
"ybbJ"	"b0488"	459	514401	514859	"-"	0.24	"E"	0.60	"D"	0.13	"E"	-0.09	"E"	0.70	"D"
"iscU"	"b2529"	387	2659903	2660289	"-"	-0.13	"E"	0.40	"D"	0.08	"E"	0.20	"E"	0.32	"D"
"hemL"	"b0154"	1281	173602	174882	"-"	0.10	"E"	0.39	"D"	0.06	"E"	0.12	"E"	0.31	"D"
"yraR"	"b3152"	636	3298211	3298846	"-"	0.26	"E"	0.69	"D"	0.08	"E"	0.27	"E"	0.55	"D"
"zur"	"b4046"	516	4259488	4260003	"-"	0.14	"E"	0.45	"D"	0.24	"E"	0.19	"E"	0.36	"D"
"dcrB"	"b3472"	558	3609955	3610512	"+"	0.07	"E"	0.40	"D"	-0.01	"E"	0.12	"E"	0.54	"D"
"yeaC"	"b1777"	273	1861702	1861974	"-"	0.12	"E"	0.61	"D"	0.05	"E"	0.23	"E"	0.80	"D"
"icd"	"b1136"	1251	1195123	1196373	"+"	0.12	"E"	0.90	"D"	0.22	"E"	0.32	"E"	0.32	"D"
"gph"	"b3385"	759	3513631	3514389	"-"	0.09	"E"	0.46	"D"	0.03	"E"	0.01	"E"	0.54	"D"
"dosP"	"b1489"	2400	1563334	1565733	"-"	0.24	"E"	0.96	"D"	0.01	"E"	0.28	"E"	0.74	"D"
"ompC"	"b2215"	1104	2311646	2312749	"-"	0.05	"E"	0.53	"D"	0.01	"E"	0.13	"E"	0.48	"D"
"btuD"	"b1709"	750	1792809	1793558	"-"	0.11	"E"	0.81	"D"	0.02	"E"	0.45	"E"	0.89	"D"
"pepP"	"b2908"	1326	3053515	3054840	"-"	-0.05	"E"	0.51	"D"	0.05	"E"	0.04	"E"	0.39	"D"
"ypfH"	"b2473"	699	2593072	2593770	"-"	0.07	"E"	0.56	"D"	0.03	"E"	-0.06	"E"	0.64	"D"
"yccU"	"b0965"	414	1027946	1028359	"+"	0.06	"E"	0.73	"D"	0.09	"E"	0.26	"E"	0.28	"D"
"pldB"	"b3825"	1023	4009170	4010192	"+"	0.03	"E"	0.26	"D"	-0.05	"E"	0.12	"E"	0.34	"D"
"trxC"	"b2582"	420	2718735	2719154	"+"	0.05	"E"	0.48	"D"	-0.10	"E"	-0.05	"E"	0.77	"D"
"recD"	"b2819"	1827	2950635	2952461	"-"	0.03	"E"	0.73	"D"	-0.13	"E"	-0.14	"E"	0.57	"D"
"srlQ"	"b2708"	966	2829813	2830778	"+"	-0.02	"E"	0.40	"D"	-0.01	"E"	0.09	"E"	0.79	"D"
"deoC"	"b4381"	780	4617323	4618102	"+"	0.02	"E"	0.44	"D"	0.08	"E"	0.10	"E"	0.38	"D"
"nuoE"	"b2285"	501	2401552	2402052	"-"	-0.01	"E"	0.41	"D"	0.13	"E"	0.12	"E"	0.27	"D"
"arnF"	"b2258"	387	2372892	2373278	"+"	0.02	"E"	0.62	"D"	-0.10	"E"	0.09	"E"	0.57	"D"
"deoA"	"b4382"	1323	4618229	4619551	"+"	0.00	"E"	0.78	"D"	0.13	"E"	0.14	"E"	0.64	"D"
"dgoD"	"b4478"	1149	3871850	3872998	"-"	0.80	"E"	0.92	"D"	0.33	"E"	0.54	"E"	0.11	"E"
"lsrK"	"b1511"	1593	1598617	1600209	"-"	0.63	"E"	0.66	"D"	0.29	"E"	0.32	"E"	0.20	"E"
"yoaC"	"b1810"	300	1894133	1894432	"+"	0.68	"E"	0.84	"D"	0.20	"E"	-0.01	"E"	0.33	"E"
"sgrR"	"b0069"	1656	75644	77299	"-"	0.41	"E"	0.44	"D"	0.12	"E"	-0.03	"E"	0.18	"E"
"chaC"	"b1218"	696	1272507	1273202	"+"	0.52	"E"	0.73	"D"	-0.05	"E"	0.11	"E"	-0.20	"E"
"cbpM"	"b0999"	306	1062550	1062855	"-"	0.48	"E"	0.88	"D"	-0.15	"E"	0.13	"E"	0.20	"E"
"yihS"	"b3880"	1242	4070515	4071756	"-"	0.64	"E"	0.93	"D"	0.03	"E"	0.29	"E"	-0.26	"E"
"ecpD"	"b0290"	1644	305174	306817	"-"	0.57	"E"	0.88	"D"	0.25	"E"	0.68	"E"	-0.07	"E"
"rpoN"	"b3202"	1434	3344717	3346150	"+"	0.24	"E"	0.37	"D"	0.17	"E"	0.01	"E"	0.11	"E"
"panC"	"b0133"	852	147944	148795	"-"	0.19	"E"	0.28	"D"	-0.04	"E"	-0.09	"E"	0.00	"E"
"hcaD"	"b2542"	1203	2672047	2673249	"+"	0.69	"E"	0.99	"D"	-0.04	"E"	0.00	"E"	-0.28	"E"
"hybC"	"b2994"	1704	3141286	3142989	"-"	0.24	"E"	0.32	"D"	0.01	"E"	0.13	"E"	-0.07	"E"
"malS"	"b3571"	2031	3737497	3739527	"+"	0.48	"E"	0.56	"D"	0.28	"E"	0.29	"E"	-0.36	"E"
"yohD"	"b2136"	579	2225801	2226379	"+"	0.52	"E"	0.96	"D"	0.42	"E"	0.41	"E"	-0.09	"E"
"lsrR"	"b1512"	954	1600288	1601241	"-"	0.52	"E"	0.74	"D"	0.34	"E"	0.53	"E"	0.19	"E"
"frlR"	"b3375"	732	3504052	3504783	"+"	0.30	"E"	0.36	"D"	0.37	"E"	0.05	"E"	-0.06	"E"
"melA"	"b4119"	1356	4341911	4343266	"+"	0.58	"E"	0.90	"D"	-0.30	"E"	-0.20	"E"	0.00	"E"
"yfdY"	"b2377"	243	2495050	2495292	"-"	0.53	"E"	0.93	"D"	-0.16	"E"	0.50	"E"	0.43	"E"
"insC11"	"b0360"	366	381351	381716	"+"	0.59	"E"	0.77	"D"	0.38	"E"	0.27	"E"	-0.14	"E"
"insC12"	"b1403"	366	1468784	1469149	"-"	0.59	"E"	0.77	"D"	0.38	"E"	0.27	"E"	-0.14	"E"
"insC13"	"b1997"	366	2069815	2070180	"-"	0.59	"E"	0.77	"D"	0.38	"E"	0.27	"E"	-0.14	"E"
"insC14"	"b2861"	366	2997235	2997600	"-"	0.59	"E"	0.77	"D"	0.38	"E"	0.27	"E"	-0.14	"E"
"insC15"	"b3044"	366	3186187	3186552	"+"	0.59	"E"	0.77	"D"	0.38	"E"	0.27	"E"	-0.14	"E"
"insC16"	"b4272"	366	4498272	4498637	"+"	0.59	"E"	0.77	"D"	0.38	"E"	0.27	"E"	-0.14	"E"
"tehB"	"b1430"	594	1501562	1502155	"+"	0.24	"E"	0.48	"D"	0.11	"E"	0.28	"E"	-0.06	"E"
"puuE"	"b1302"	1266	1365550	1366815	"+"	0.79	"E"	0.97	"D"	-0.03	"E"	0.09	"E"	-0.71	"E"
"npr"	"b3206"	273	3347966	3348238	"+"	0.36	"E"	0.63	"D"	0.01	"E"	0.10	"E"	0.05	"E"
"gsiD"	"b0832"	912	871890	872801	"+"	0.58	"E"	0.90	"D"	-0.31	"E"	0.23	"E"	-0.17	"E"
"ygfK"	"b2878"	3099	3016060	3019158	"+"	0.53	"E"	0.79	"D"	0.50	"E"	0.34	"E"	0.03	"E"
"xdhD"	"b2881"	2871	3021316	3024186	"+"	0.41	"E"	0.51	"D"	0.18	"E"	0.28	"E"	-0.07	"E"
"ybiX"	"b0804"	678	838530	839207	"-"	0.62	"E"	0.85	"D"	0.63	"E"	0.62	"E"	-0.64	"E"
"yafY"	"b0251"	444	266110	266553	"-"	0.69	"E"	0.96	"D"	0.10	"E"	0.49	"E"	-0.65	"E"
"garK"	"b3124"	1146	3270625	3271770	"-"	0.48	"E"	0.95	"D"	-0.22	"E"	0.15	"E"	-0.41	"E"
"xapR"	"b2405"	885	2521593	2522477	"-"	0.42	"E"	0.59	"D"	0.25	"E"	0.34	"E"	0.00	"E"
"frdC"	"b4152"	396	4379377	4379772	"-"	0.35	"E"	0.92	"D"	0.25	"E"	0.38	"E"	0.04	"E"
"yjhB"	"b4279"	1218	4504058	4505275	"+"	0.43	"E"	0.86	"D"	-0.04	"E"	0.44	"E"	0.28	"E"
"hemE"	"b3997"	1065	4197716	4198780	"+"	0.18	"E"	0.32	"D"	0.11	"E"	0.04	"E"	0.16	"E"
"ypjA"	"b2647"	4581	2778146	2782726	"-"	0.27	"E"	0.42	"D"	0.18	"E"	0.22	"E"	0.19	"E"
