Frame ID	Name	Process	EC	Stoichiometry (pH 7.2)	Enzyme	Direction	Comments
FEIST_LYXtex_2	L-Lyxose transport via diffusion (extracellular to periplasm)	Metabolism		lyx-L[e] <==> lyx-L[p]	G6700-MONOMER	reversible	
FEIST_LYXtex_3	L-Lyxose transport via diffusion (extracellular to periplasm)	Metabolism		lyx-L[e] <==> lyx-L[p]	EG10670-MONOMER	reversible	
FEIST_M1PD	mannitol-1-phosphate 5-dehydrogenase	Metabolism	1.1.1.17	[c] : mnl1p + nad <==> f6p + h + nadh	MANNPDEHYDROG-MONOMER	reversible	
FEIST_MACPD	Malonyl-ACP decarboxylase	Metabolism		[c] : h + malACP --> acACP + co2	FABB-MONOMER	forward only	
FEIST_MALDDH	malate decarboxylating oxidoreductase (decarboxylating)	Metabolism	1.1.1.83	[c] : mal-D + nad --> co2 + nadh + pyr	G6986-MONOMER	forward only	
FEIST_MALDt2_2pp	D-Malate transport via proton symport (2 H) (periplasm)	Metabolism		(2) h[p] + mal-D[p] --> (2) h[c] + mal-D[c]	DCTA-MONOMER	forward only	
FEIST_MALDtex_0	D-Malate transport via diffusion (extracellular to periplasm)	Metabolism		mal-D[e] <==> mal-D[p]	G6700-MONOMER	reversible	
FEIST_MALDtex_1	D-Malate transport via diffusion (extracellular to periplasm)	Metabolism		mal-D[e] <==> mal-D[p]	EG10671-MONOMER	reversible	
FEIST_MALDtex_2	D-Malate transport via diffusion (extracellular to periplasm)	Metabolism		mal-D[e] <==> mal-D[p]	EG10670-MONOMER	reversible	
FEIST_MALDtex_3	D-Malate transport via diffusion (extracellular to periplasm)	Metabolism		mal-D[e] <==> mal-D[p]	MONOMER0-282	reversible	
FEIST_MALS_0	malate synthase	Metabolism	4.1.3.2	[c] : accoa + glx + h2o --> coa + h + mal-L	MALATE-SYNTHASE	forward only	
FEIST_MALS_1	malate synthase	Metabolism	4.1.3.2	[c] : accoa + glx + h2o --> coa + h + mal-L	MALSYNG-MONOMER	forward only	
FEIST_MALTATr	maltose O-acetyltransferase	Metabolism	2.3.1.79	[c] : accoa + malt <==> acmalt + coa	MALTACETYLTRAN-MONOMER	reversible	
FEIST_MALTHXabcpp	maltohexaose transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + malthx[p] --> adp[c] + h[c] + malthx[c] + pi[c]	ABC-16-CPLX	forward only	
FEIST_MALTHXtexi	maltohexaose transport via diffusion (extracellular to periplasm) irreversible	Metabolism		malthx[e] --> malthx[p]	EG10528-MONOMER	forward only	
FEIST_MALTPTabcpp	maltopentaose transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + maltpt[p] --> adp[c] + h[c] + maltpt[c] + pi[c]	ABC-16-CPLX	forward only	
FEIST_MALTPTtexi	maltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	Metabolism		maltpt[e] --> maltpt[p]	EG10528-MONOMER	forward only	
FEIST_MALTTRabcpp	Maltotriose transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + malttr[p] --> adp[c] + h[c] + malttr[c] + pi[c]	ABC-16-CPLX	forward only	
FEIST_MALTTRtexi	Maltotriose transport via diffusion (extracellular to periplasm) irreversible	Metabolism		malttr[e] --> malttr[p]	EG10528-MONOMER	forward only	
FEIST_MALTTTRabcpp	maltotetraose transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + maltttr[p] --> adp[c] + h[c] + maltttr[c] + pi[c]	ABC-16-CPLX	forward only	
FEIST_MALTTTRtexi	maltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	Metabolism		maltttr[e] --> maltttr[p]	EG10528-MONOMER	forward only	
FEIST_MALTabcpp	maltose transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + malt[p] --> adp[c] + h[c] + malt[c] + pi[c]	ABC-16-CPLX	forward only	
FEIST_MALTptspp	maltose transport via PEP:Pyr PTS (periplasm)	Metabolism		malt[p] + pep[c] --> malt6p[c] + pyr[c]	['CPLX-164', 'PTSH-MONOMER', 'CPLX0-7938']	forward only	
FEIST_MALTtexi	maltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	Metabolism		malt[e] --> malt[p]	EG10528-MONOMER	forward only	
FEIST_MALt2_2pp	Malate transport via proton symport (2 H) (periplasm)	Metabolism		(2) h[p] + mal-L[p] --> (2) h[c] + mal-L[c]	DCTA-MONOMER	forward only	
FEIST_MALt2_3pp_0	Malate transport via proton symport (3 H) (periplasm)	Metabolism		(3) h[p] + mal-L[p] --> (3) h[c] + mal-L[c]	DCUA-MONOMER	forward only	
FEIST_MALt2_3pp_1	Malate transport via proton symport (3 H) (periplasm)	Metabolism		(3) h[p] + mal-L[p] --> (3) h[c] + mal-L[c]	DCUB-MONOMER	forward only	
FEIST_MALtex_0	Malate transport via diffusion (extracellular to periplasm)	Metabolism		mal-L[e] <==> mal-L[p]	MONOMER0-282	reversible	
FEIST_MALtex_1	Malate transport via diffusion (extracellular to periplasm)	Metabolism		mal-L[e] <==> mal-L[p]	EG10671-MONOMER	reversible	
FEIST_MALtex_2	Malate transport via diffusion (extracellular to periplasm)	Metabolism		mal-L[e] <==> mal-L[p]	G6700-MONOMER	reversible	
FEIST_MALtex_3	Malate transport via diffusion (extracellular to periplasm)	Metabolism		mal-L[e] <==> mal-L[p]	EG10670-MONOMER	reversible	
FEIST_MAN1PT2	mannose-1-phosphate guanylyltransferase (GDP)	Metabolism	2.7.7.22	[c] : gdp + h + man1p --> gdpmann + pi	MANNPGUANYLTRANGDP-MONOMER	forward only	
FEIST_MAN6PI	mannose-6-phosphate isomerase	Metabolism	5.3.1.8	[c] : man6p <==> f6p	MANNPISOM-MONOMER	reversible	
FEIST_MAN6Pt6_2pp	Mannose-6-phosphate transport via phosphate antiport (periplasm)	Metabolism		man6p[p] + (2) pi[c] --> man6p[c] + (2) pi[p]	UHPT-MONOMER	forward only	
FEIST_MAN6Ptex_0	Mannose 6-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		man6p[e] <==> man6p[p]	MONOMER0-282	reversible	
FEIST_MAN6Ptex_1	Mannose 6-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		man6p[e] <==> man6p[p]	EG10671-MONOMER	reversible	
FEIST_MAN6Ptex_2	Mannose 6-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		man6p[e] <==> man6p[p]	G6700-MONOMER	reversible	
FEIST_MAN6Ptex_3	Mannose 6-phosphate transport via diffusion (extracellular to periplasm)	Metabolism		man6p[e] <==> man6p[p]	EG10670-MONOMER	reversible	
FEIST_MANAO	Mannonate oxidoreductase	Metabolism	1.1.1.57	[c] : mana + nad <==> fruur + h + nadh	MANNONOXIDOREDUCT-MONOMER	reversible	
FEIST_MANGLYCptspp	2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm)	Metabolism		manglyc[p] + pep[c] --> man6pglyc[c] + pyr[c]	['CPLX-163', 'PTSH-MONOMER', 'CPLX0-7938']	forward only	
FEIST_MANGLYCtex_0	2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm)	Metabolism		manglyc[e] <==> manglyc[p]	MONOMER0-282	reversible	
FEIST_MANGLYCtex_1	2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm)	Metabolism		manglyc[e] <==> manglyc[p]	EG10671-MONOMER	reversible	
FEIST_MANGLYCtex_2	2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm)	Metabolism		manglyc[e] <==> manglyc[p]	G6700-MONOMER	reversible	
FEIST_MANGLYCtex_3	2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm)	Metabolism		manglyc[e] <==> manglyc[p]	EG10670-MONOMER	reversible	
FEIST_MANPGH	2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase	Metabolism		[c] : h2o + man6pglyc --> glyc-R + man6p	EG13236-MONOMER	forward only	
FEIST_MANptspp	D-mannose transport via PEP:Pyr PTS (periplasm)	Metabolism		man[p] + pep[c] --> man6p[c] + pyr[c]	['CPLX-165', 'PTSH-MONOMER', 'CPLX0-7938']	forward only	
FEIST_MANtex_0	D-mannose transport via diffusion (extracellular to periplasm)	Metabolism		man[e] <==> man[p]	MONOMER0-282	reversible	
FEIST_MANtex_1	D-mannose transport via diffusion (extracellular to periplasm)	Metabolism		man[e] <==> man[p]	EG10671-MONOMER	reversible	
FEIST_MANtex_2	D-mannose transport via diffusion (extracellular to periplasm)	Metabolism		man[e] <==> man[p]	G6700-MONOMER	reversible	
FEIST_MANtex_3	D-mannose transport via diffusion (extracellular to periplasm)	Metabolism		man[e] <==> man[p]	EG10670-MONOMER	reversible	
FEIST_MCITD	2-methylcitrate dehydratase	Metabolism	4.2.1.79	[c] : 2mcit --> 2mcacn + h2o	G6199-MONOMER	forward only	
FEIST_MCITL2	methylisocitrate lyase	Metabolism	4.1.3.30	[c] : micit <==> pyr + succ	G6196-MONOMER	reversible	
FEIST_MCITS	2-methylcitrate synthase	Metabolism	4.1.3.31	[c] : h2o + oaa + ppcoa --> 2mcit + coa + h	G6198-MONOMER	forward only	
FEIST_MCOATA	Malonyl-CoA-ACP transacylase	Metabolism	2.3.1.39	[c] : ACP + malcoa <==> coa + malACP	MALONYL-COA-ACP-TRANSACYL-MONOMER	reversible	
FEIST_MCPST	3-mercaptopyruvate sulfurtransferase	Metabolism	2.8.1.2	[c] : cyan + mercppyr --> h + pyr + tcynt	EG11600-MONOMER	forward only	
FEIST_MCTP1App_0	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	Metabolism		[p] : murein5p5p --> ala-D + murein5px4p	EG10341-MONOMER	forward only	
FEIST_MCTP1App_1	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	Metabolism		[p] : murein5p5p --> ala-D + murein5px4p	EG10606-MONOMER	forward only	
FEIST_MCTP1App_2	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	Metabolism		[p] : murein5p5p --> ala-D + murein5px4p	EG10605-MONOMER	forward only	
FEIST_MCTP1App_3	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	Metabolism		[p] : murein5p5p --> ala-D + murein5px4p	EG10748-MONOMER	forward only	
FEIST_MCTP1Bpp_0	murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm)	Metabolism		[p] : murein5p5p --> alaala + murein5px3p	EG10605-MONOMER	forward only	
FEIST_MCTP1Bpp_1	murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm)	Metabolism		[p] : murein5p5p --> alaala + murein5px3p	EG10748-MONOMER	forward only	
FEIST_MCTP2App_0	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	Metabolism		[p] : murein5p5p5p --> (2) ala-D + murein5px4px4p	EG10341-MONOMER	forward only	
FEIST_MCTP2App_1	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	Metabolism		[p] : murein5p5p5p --> (2) ala-D + murein5px4px4p	EG10606-MONOMER	forward only	
FEIST_MCTP2App_2	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	Metabolism		[p] : murein5p5p5p --> (2) ala-D + murein5px4px4p	EG10748-MONOMER	forward only	
FEIST_MCTP2App_3	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	Metabolism		[p] : murein5p5p5p --> (2) ala-D + murein5px4px4p	EG10605-MONOMER	forward only	
FEIST_MDDCP1pp_0	murein D,D-carboxypeptidase (murein5px4p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5px4p --> ala-D + murein4px4p	EG10201-MONOMER	forward only	
FEIST_MDDCP1pp_1	murein D,D-carboxypeptidase (murein5px4p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5px4p --> ala-D + murein4px4p	EG10202-MONOMER	forward only	
FEIST_MDDCP1pp_2	murein D,D-carboxypeptidase (murein5px4p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5px4p --> ala-D + murein4px4p	EG10203-MONOMER	forward only	
FEIST_MDDCP1pp_3	murein D,D-carboxypeptidase (murein5px4p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5px4p --> ala-D + murein4px4p	RPOA-MONOMER	forward only	
FEIST_MDDCP2pp_0	murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5px4px4p --> ala-D + murein4px4px4p	EG10201-MONOMER	forward only	
FEIST_MDDCP2pp_1	murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5px4px4p --> ala-D + murein4px4px4p	EG10202-MONOMER	forward only	
FEIST_MDDCP2pp_2	murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5px4px4p --> ala-D + murein4px4px4p	EG10203-MONOMER	forward only	
FEIST_MDDCP2pp_3	murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5px4px4p --> ala-D + murein4px4px4p	RPOA-MONOMER	forward only	
FEIST_MDDCP3pp_0	murein D,D-carboxypeptidase (murein5p5p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5p5p --> ala-D + murein5p4p	EG10201-MONOMER	forward only	
FEIST_MDDCP3pp_1	murein D,D-carboxypeptidase (murein5p5p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5p5p --> ala-D + murein5p4p	EG10202-MONOMER	forward only	
FEIST_MDDCP3pp_2	murein D,D-carboxypeptidase (murein5p5p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5p5p --> ala-D + murein5p4p	EG10203-MONOMER	forward only	
FEIST_MDDCP3pp_3	murein D,D-carboxypeptidase (murein5p5p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5p5p --> ala-D + murein5p4p	RPOA-MONOMER	forward only	
FEIST_MDDCP4pp_0	murein D,D-carboxypeptidase (murein5p4p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5p4p --> ala-D + murein4p4p	EG10201-MONOMER	forward only	
FEIST_MDDCP4pp_1	murein D,D-carboxypeptidase (murein5p4p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5p4p --> ala-D + murein4p4p	EG10202-MONOMER	forward only	
FEIST_MDDCP4pp_2	murein D,D-carboxypeptidase (murein5p4p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5p4p --> ala-D + murein4p4p	EG10203-MONOMER	forward only	
FEIST_MDDCP4pp_3	murein D,D-carboxypeptidase (murein5p4p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5p4p --> ala-D + murein4p4p	RPOA-MONOMER	forward only	
FEIST_MDDCP5pp_0	murein D,D-carboxypeptidase (murein5p3p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5p3p --> ala-D + murein4p3p	EG10201-MONOMER	forward only	
FEIST_MDDCP5pp_1	murein D,D-carboxypeptidase (murein5p3p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5p3p --> ala-D + murein4p3p	EG10202-MONOMER	forward only	
FEIST_MDDCP5pp_2	murein D,D-carboxypeptidase (murein5p3p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5p3p --> ala-D + murein4p3p	EG10203-MONOMER	forward only	
FEIST_MDDCP5pp_3	murein D,D-carboxypeptidase (murein5p3p) (periplasm)	Metabolism	3.4.16.4	[p] : h2o + murein5p3p --> ala-D + murein4p3p	RPOA-MONOMER	forward only	
FEIST_MDDEP1pp_0	murein D,D-endopeptidase (murein4px4p) (periplasm)	Metabolism		[p] : h2o + murein4px4p --> murein4p4p	EG10202-MONOMER	forward only	
FEIST_MDDEP1pp_1	murein D,D-endopeptidase (murein4px4p) (periplasm)	Metabolism		[p] : h2o + murein4px4p --> murein4p4p	EG10580-MONOMER	forward only	
FEIST_MDDEP1pp_2	murein D,D-endopeptidase (murein4px4p) (periplasm)	Metabolism		[p] : h2o + murein4px4p --> murein4p4p	EG12015-MONOMER	forward only	
FEIST_MDDEP2pp_0	murein D,D-endopeptidase (murein3px4p) (periplasm)	Metabolism		[p] : h2o + murein3px4p --> murein4p3p	EG10202-MONOMER	forward only	
FEIST_MDDEP2pp_1	murein D,D-endopeptidase (murein3px4p) (periplasm)	Metabolism		[p] : h2o + murein3px4p --> murein4p3p	EG10580-MONOMER	forward only	
FEIST_MDDEP2pp_2	murein D,D-endopeptidase (murein3px4p) (periplasm)	Metabolism		[p] : h2o + murein3px4p --> murein4p3p	EG12015-MONOMER	forward only	
FEIST_MDDEP3pp_0	murein D,D-endopeptidase (murein5px4p) (periplasm)	Metabolism		[p] : h2o + murein5px4p --> murein5p4p	EG10202-MONOMER	forward only	
FEIST_MDDEP3pp_1	murein D,D-endopeptidase (murein5px4p) (periplasm)	Metabolism		[p] : h2o + murein5px4p --> murein5p4p	EG10580-MONOMER	forward only	
FEIST_MDDEP3pp_2	murein D,D-endopeptidase (murein5px4p) (periplasm)	Metabolism		[p] : h2o + murein5px4p --> murein5p4p	EG12015-MONOMER	forward only	
FEIST_MDDEP4pp_0	murein D,D-endopeptidase (murein4px4px4p) (periplasm)	Metabolism		[p] : h2o + murein4px4px4p --> murein4px4p4p	EG10202-MONOMER	forward only	
FEIST_MDDEP4pp_1	murein D,D-endopeptidase (murein4px4px4p) (periplasm)	Metabolism		[p] : h2o + murein4px4px4p --> murein4px4p4p	EG10580-MONOMER	forward only	
FEIST_MDDEP4pp_2	murein D,D-endopeptidase (murein4px4px4p) (periplasm)	Metabolism		[p] : h2o + murein4px4px4p --> murein4px4p4p	EG12015-MONOMER	forward only	
FEIST_MDH	malate dehydrogenase	Metabolism	1.1.1.37	[c] : mal-L + nad <==> h + nadh + oaa	MALATE-DEHASE-MONOMER	reversible	
FEIST_MDH2	Malate dehydrogenase (ubiquinone 8 as acceptor)	Metabolism	1.1.99.16	[c] : mal-L + q8 --> oaa + q8h2	EG12069-MONOMER	forward only	
FEIST_MDH3	Malate dehydrogenase (menaquinone 8 as acceptor)	Metabolism	1.1.99.16	[c] : mal-L + mqn8 --> mql8 + oaa	EG12069-MONOMER	forward only	
FEIST_MDRPD	5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase	Metabolism		[c] : 5mdru1p --> dkmpp + h2o		forward only	
FEIST_ME1	malic enzyme (NAD)	Metabolism	1.1.1.38	[c] : mal-L + nad --> co2 + nadh + pyr	MALIC-NAD-MONOMER	forward only	
FEIST_ME2	malic enzyme (NADP)	Metabolism	1.1.1.40	[c] : mal-L + nadp --> co2 + nadph + pyr	MALIC-NADP-MONOMER	forward only	
FEIST_MECDPDH2	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	Metabolism		[c] : 2mecdp + nadh --> h2mb4p + h2o + nad	EG10370-MONOMER	forward only	
FEIST_MECDPS	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	Metabolism		[c] : 2p4c2me --> 2mecdp + cmp	EG11816-MONOMER	forward only	
FEIST_MELIBt2pp	melibiose transport in via symport (periplasm)	Metabolism		h[p] + melib[p] --> h[c] + melib[c]	MELB-MONOMER	forward only	
FEIST_MELIBt3ipp	melibiose transport in via antiport (periplasm)	Metabolism		h[p] + melib[c] --> h[c] + melib[p]	YDEA-MONOMER	forward only	
FEIST_MELIBtex_0	melibiose transport via diffusion (extracellular to periplasm)	Metabolism		melib[e] <==> melib[p]	MONOMER0-282	reversible	
FEIST_MELIBtex_1	melibiose transport via diffusion (extracellular to periplasm)	Metabolism		melib[e] <==> melib[p]	EG10671-MONOMER	reversible	
FEIST_MELIBtex_2	melibiose transport via diffusion (extracellular to periplasm)	Metabolism		melib[e] <==> melib[p]	G6700-MONOMER	reversible	
FEIST_MELIBtex_3	melibiose transport via diffusion (extracellular to periplasm)	Metabolism		melib[e] <==> melib[p]	EG10670-MONOMER	reversible	
FEIST_MEPCT	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	Metabolism		[c] : 2me4p + ctp + h --> 4c2me + ppi	G7423-MONOMER	forward only	
FEIST_METAT	methionine adenosyltransferase	Metabolism	2.5.1.6	[c] : atp + h2o + met-L --> amet + pi + ppi	S-ADENMETSYN-MONOMER	forward only	
FEIST_METDabcpp	D-methionine transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + met-D[p] --> adp[c] + h[c] + met-D[c] + pi[c]	METNIQ-METHIONINE-ABC-CPLX	forward only	
FEIST_METDtex_0	D-methionine transport via diffusion (extracellular to periplasm)	Metabolism		met-D[e] <==> met-D[p]	MONOMER0-282	reversible	
FEIST_METDtex_1	D-methionine transport via diffusion (extracellular to periplasm)	Metabolism		met-D[e] <==> met-D[p]	EG10671-MONOMER	reversible	
FEIST_METDtex_2	D-methionine transport via diffusion (extracellular to periplasm)	Metabolism		met-D[e] <==> met-D[p]	G6700-MONOMER	reversible	
FEIST_METDtex_3	D-methionine transport via diffusion (extracellular to periplasm)	Metabolism		met-D[e] <==> met-D[p]	EG10670-MONOMER	reversible	
FEIST_METOX1s	methionine oxidation (spontaneous)	Metabolism		[c] : h2o2 + met-L --> h2o + metsox-S-L		forward only	
FEIST_METOX2s	methionine oxidation 2 (spontaneous)	Metabolism		[c] : h2o2 + met-L --> h2o + metsox-R-L		forward only	
FEIST_METSOX1abcpp	L-methionine S-oxide transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + metsox-S-L[p] --> adp[c] + h[c] + metsox-S-L[c] + pi[c]		forward only	
FEIST_METSOX1tex_0	L-methionine S-oxide diffusion (extracellular)	Metabolism		metsox-S-L[e] <==> metsox-S-L[p]	MONOMER0-282	reversible	
FEIST_METSOX1tex_1	L-methionine S-oxide diffusion (extracellular)	Metabolism		metsox-S-L[e] <==> metsox-S-L[p]	EG10671-MONOMER	reversible	
FEIST_METSOX1tex_2	L-methionine S-oxide diffusion (extracellular)	Metabolism		metsox-S-L[e] <==> metsox-S-L[p]	G6700-MONOMER	reversible	
FEIST_METSOX1tex_3	L-methionine S-oxide diffusion (extracellular)	Metabolism		metsox-S-L[e] <==> metsox-S-L[p]	EG10670-MONOMER	reversible	
FEIST_METSOX2abcpp	L-methionine R-oxide transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + metsox-R-L[p] --> adp[c] + h[c] + metsox-R-L[c] + pi[c]		forward only	
FEIST_METSOX2tex_0	L-methionine R-oxide diffusion (extracellular)	Metabolism		metsox-R-L[e] <==> metsox-R-L[p]	MONOMER0-282	reversible	
FEIST_METSOX2tex_1	L-methionine R-oxide diffusion (extracellular)	Metabolism		metsox-R-L[e] <==> metsox-R-L[p]	EG10671-MONOMER	reversible	
FEIST_METSOX2tex_2	L-methionine R-oxide diffusion (extracellular)	Metabolism		metsox-R-L[e] <==> metsox-R-L[p]	G6700-MONOMER	reversible	
FEIST_METSOX2tex_3	L-methionine R-oxide diffusion (extracellular)	Metabolism		metsox-R-L[e] <==> metsox-R-L[p]	EG10670-MONOMER	reversible	
FEIST_METSOXR1_0	L-methionine-S-oxide reductase	Metabolism	1.8.4.5	[c] : metsox-S-L + trdrd --> h2o + met-L + trdox	EG11433-MONOMER	forward only	
FEIST_METSOXR1_1	L-methionine-S-oxide reductase	Metabolism	1.8.4.5	[c] : metsox-S-L + trdrd --> h2o + met-L + trdox	EG11433-MONOMER	forward only	
FEIST_METSOXR2_0	L-methionine-R-sulfoxide reductase	Metabolism		[c] : metsox-R-L + trdrd --> h2o + met-L + trdox	EG12394-MONOMER	forward only	
FEIST_METSOXR2_1	L-methionine-R-sulfoxide reductase	Metabolism		[c] : metsox-R-L + trdrd --> h2o + met-L + trdox	EG12394-MONOMER	forward only	
FEIST_METS_0	methionine synthase	Metabolism	2.1.1.13	[c] : 5mthf + hcys-L --> h + met-L + thf	HOMOCYSMETB12-MONOMER	forward only	
FEIST_METS_1	methionine synthase	Metabolism	2.1.1.13	[c] : 5mthf + hcys-L --> h + met-L + thf	HOMOCYSMET-MONOMER	forward only	
FEIST_METabcpp	L-methionine transport via ABC system (periplasm)	Metabolism		atp[c] + h2o[c] + met-L[p] --> adp[c] + h[c] + met-L[c] + pi[c]	METNIQ-METHIONINE-ABC-CPLX	forward only	
FEIST_METtex_0	L-methionine transport via diffusion (extracellular to periplasm)	Metabolism		met-L[e] <==> met-L[p]	MONOMER0-282	reversible	
FEIST_METtex_1	L-methionine transport via diffusion (extracellular to periplasm)	Metabolism		met-L[e] <==> met-L[p]	EG10671-MONOMER	reversible	
FEIST_METtex_2	L-methionine transport via diffusion (extracellular to periplasm)	Metabolism		met-L[e] <==> met-L[p]	G6700-MONOMER	reversible	
FEIST_METtex_3	L-methionine transport via diffusion (extracellular to periplasm)	Metabolism		met-L[e] <==> met-L[p]	EG10670-MONOMER	reversible	
FEIST_MG2t3_2pp	magnesium (Mg+2) transport in/out via proton antiport (periplasm)	Metabolism		(2) h[c] + mg2[p] <==> (2) h[p] + mg2[c]		reversible	
FEIST_MG2tex_0	magnesium (Mg+2) transport via diffusion (extracellular to periplasm)	Metabolism		mg2[e] <==> mg2[p]	MONOMER0-282	reversible	
FEIST_MG2tex_1	magnesium (Mg+2) transport via diffusion (extracellular to periplasm)	Metabolism		mg2[e] <==> mg2[p]	EG10671-MONOMER	reversible	
FEIST_MG2tex_2	magnesium (Mg+2) transport via diffusion (extracellular to periplasm)	Metabolism		mg2[e] <==> mg2[p]	G6700-MONOMER	reversible	
FEIST_MG2tex_3	magnesium (Mg+2) transport via diffusion (extracellular to periplasm)	Metabolism		mg2[e] <==> mg2[p]	EG10670-MONOMER	reversible	
FEIST_MG2tpp	magnesium (+2) transport in via diffusion	Metabolism		mg2[p] --> mg2[c]	CORA-MONOMER	forward only	
FEIST_MG2uabcpp	Magnesium (Mg+2) ABC transporter (ubtake, periplasm)	Metabolism		atp[c] + h2o[c] + mg2[p] --> adp[c] + h[c] + mg2[c] + pi[c]	MGTA-MONOMER	forward only	
FEIST_MGSA	methylglyoxal synthase	Metabolism	4.2.3.3	[c] : dhap --> mthgxl + pi	METHGLYSYN-MONOMER	forward only	
FEIST_MI1PP	myo-inositol 1-phosphatase	Metabolism	3.1.3.25	[c] : h2o + mi1p-D --> inost + pi	EG10983-MONOMER	forward only	
