Column array (EcoMAC)	CEL file name	GEO accession	Author	Date	Strain	Medium	Treatment (value)	Treatment (conditions)	Time (min)	Gene perturbated	Type of perturbation	Replicate	Predicted arrays by EBA	Environmental perturbations	Genetic perturbations	Arrays in WT condition	Growth rate (1/h)	Flag growth
1376	GSM370097	GSE14796	Y. Yang	20100201	W3110	BHI Agar	Not found	sucrose MgSO4	300			r1	-1	1	0	0	1	0
1377	GSM370098	GSE14796	Y. Yang	20100201	W3110	BHI Agar	Not found	sucrose MgSO4	300			r2	-1	1	0	0	1	0
1378	GSM370099	GSE14796	Y. Yang	20100201	W3110	BHI Agar	Not found	sucrose MgSO4	300			r3	-1	1	0	0	1	0
1379	GSM370100	GSE14796	Y. Yang	20100201	W3110	BHI Agar	Not found	sucrose MgSO4 PenG	300			r1	-1	1	0	0	1	0
1380	GSM370101	GSE14796	Y. Yang	20100201	W3110	BHI Agar	Not found	sucrose MgSO4 PenG	300			r2	-1	1	0	0	1	0
1381	GSM370102	GSE14796	Y. Yang	20100201	W3110	BHI Agar	Not found	sucrose MgSO4 PenG	300			r3	-1	1	0	0	1	0
1382	GSM375831	GSE15050	D. Hughes	20090915	86-24	DMEM			exponential	WT		r2	0	0	0	0	1	0
1383	GSM375832	GSE15050	D. Hughes	20090915	86-24	DMEM	50uM	epinephrine	exponential	WT		r3	0	0	0	0	1	0
1384	GSM375833	GSE15050	D. Hughes	20090915	86-24	DMEM			exponential	kdpE	D	r1	1	0	1	0	1	0
1385	GSM375834	GSE15050	D. Hughes	20090915	86-24	LB			exponential	WT		r4	0	0	0	0	1	0
1386	GSM375836	GSE15050	D. Hughes	20090915	86-24	DMEM			exponential	qseB	D	r1	1	0	1	0	1	0
1387	GSM375837	GSE15050	D. Hughes	20090915	86-24	DMEM			exponential	qseC	D	r1	1	0	1	0	1	0
1388	GSM375838	GSE15050	D. Hughes	20090915	86-24	DMEM			exponential	qseC	D	r2	1	0	1	0	1	0
1389	GSM375839	GSE15050	D. Hughes	20090915	86-24	DMEM	50uM	epinephrine	exponential	qseC	D	r3	1	0	1	0	1	0
1390	GSM375840	GSE15050	D. Hughes	20090915	86-24	LB			exponential	qseC	D	r4	1	0	1	0	1	0
1391	GSM384835	GSE15319	M. Mulvey	20090321	UTI89	MES-LB			exponential			r1	0	0	0	0	1	0
1392	GSM384836	GSE15319	M. Mulvey	20090321	UTI89	MES-LB			exponential			r2	0	0	0	0	1	0
1393	GSM384837	GSE15319	M. Mulvey	20090321	UTI89	MES-LB	3mM	ASN	exponential			r1	-1	1	0	0	1	0
1394	GSM384838	GSE15319	M. Mulvey	20090321	UTI89	MES-LB	3mM	ASN	exponential			r2	-1	1	0	0	1	0
1395	GSM386644	GSE15404	K. Potrykus	20091209	MG1655	LB			15	WT		r1	-1	1	0	0	1	0
1396	GSM386645	GSE15404	K. Potrykus	20091209	MG1655	LB			15	WT		r2	-1	1	0	0	1	0
1397	GSM386646	GSE15404	K. Potrykus	20091209	MG1655	LB			15	WT		r3	-1	1	0	0	1	0
1398	GSM386647	GSE15404	K. Potrykus	20091209	MG1655	LB			15	WT		r1	-1	1	0	0	1	0
1399	GSM386648	GSE15404	K. Potrykus	20091209	MG1655	LB			15	WT		r2	-1	1	0	0	1	0
1400	GSM386649	GSE15404	K. Potrykus	20091209	MG1655	LB			15	WT		r3	-1	1	0	0	1	0
1401	GSM386650	GSE15404	K. Potrykus	20091209	MG1655	LB			15	GraL	U	r1	1	0	0	0	1	0
1402	GSM386651	GSE15404	K. Potrykus	20091209	MG1655	LB			15	GraL	U	r2	1	0	0	0	1	0
1403	GSM386652	GSE15404	K. Potrykus	20091209	MG1655	LB			15	GraL	U	r3	1	0	0	0	1	0
1404	GSM386653	GSE15404	K. Potrykus	20091209	MG1655	LB			15	GraL	U	r1	1	0	0	0	1	0
1405	GSM386654	GSE15404	K. Potrykus	20091209	MG1655	LB			15	GraL	U	r2	1	0	0	0	1	0
1406	GSM386655	GSE15404	K. Potrykus	20091209	MG1655	LB			15	GraL	U	r3	1	0	0	0	1	0
1407	GSM386656	GSE15405	K. Potrykus	20091209	MG1655	LB			15	WT		r1	0	0	0	0	1	0
1408	GSM386657	GSE15405	K. Potrykus	20091209	MG1655	LB			15	WT		r2	0	0	0	0	1	0
1409	GSM386658	GSE15405	K. Potrykus	20091209	MG1655	LB			15	WT		r3	0	0	0	0	1	0
1410	GSM386659	GSE15405	K. Potrykus	20091209	MG1655	LB			15	WT		r1	0	0	0	0	1	0
1411	GSM386660	GSE15405	K. Potrykus	20091209	MG1655	LB			15	WT		r2	0	0	0	0	1	0
1412	GSM386661	GSE15405	K. Potrykus	20091209	MG1655	LB			15	WT		r3	0	0	0	0	1	0
1413	GSM386662	GSE15405	K. Potrykus	20091209	MG1655	LB			15	GraL	U	r1	1	0	0	0	1	0
1414	GSM386663	GSE15405	K. Potrykus	20091209	MG1655	LB			15	GraL	U	r2	1	0	0	0	1	0
1415	GSM386664	GSE15405	K. Potrykus	20091209	MG1655	LB			15	GraL	U	r3	1	0	0	0	1	0
1416	GSM386665	GSE15405	K. Potrykus	20091209	MG1655	LB			15	GraL	U	r1	1	0	0	0	1	0
1417	GSM386666	GSE15405	K. Potrykus	20091209	MG1655	LB			15	GraL	U	r2	1	0	0	0	1	0
1418	GSM386667	GSE15405	K. Potrykus	20091209	MG1655	LB			15	GraL	U	r3	1	0	0	0	1	0
1419	GSM388696	GSE15500	T. Conrad	20100401	MG1655	M9	2g/L	glycerol	mid-log phase	rpoC	D	r1	1	0	1	0	0.37	1
1420	GSM388697	GSE15500	T. Conrad	20100401	MG1655	M9	2g/L	glycerol	mid-log phase	rpoC	D	r2	1	0	1	0	0.37	1
1421	GSM388698	GSE15500	T. Conrad	20100401	MG1655	M9	2g/L	glycerol	mid-log phase	rpoC	D	r3	1	0	1	0	0.37	1
1422	GSM388700	GSE15500	T. Conrad	20100401	MG1655	M9	2g/L	glycerol	mid-log phase	rpoC	D	r1	1	0	1	0	0.37	1
1423	GSM388701	GSE15500	T. Conrad	20100401	MG1655	M9	2g/L	glycerol	mid-log phase	rpoC	D	r2	1	0	1	0	0.37	1
1424	GSM388702	GSE15500	T. Conrad	20100401	MG1655	M9	2g/L	glycerol	mid-log phase	rpoC	D	r3	1	0	1	0	0.37	1
1425	GSM388704	GSE15500	T. Conrad	20100401	MG1655	M9	2g/L	glycerol	mid-log phase	rpoC	D	r1	1	0	1	0	0.37	1
1426	GSM388705	GSE15500	T. Conrad	20100401	MG1655	M9	2g/L	glycerol	mid-log phase	rpoC	D	r2	1	0	1	0	0.37	1
1427	GSM388712	GSE15500	T. Conrad	20100401	MG1655	M9	2g/L	glycerol	mid-log phase	rpoC	D	r3	1	0	1	0	0.37	1
1428	GSM388713	GSE15500	T. Conrad	20100401	MG1655	M9	2g/L	glycerol	mid-log phase	WT		r1	-1	1	0	0	0.23	1
1429	GSM388714	GSE15500	T. Conrad	20100401	MG1655	M9	2g/L	glycerol	mid-log phase	WT		r2	-1	1	0	0	0.23	1
1430	GSM388715	GSE15500	T. Conrad	20100401	MG1655	M9	2g/L	glycerol	mid-log phase	WT		r3	-1	1	0	0	0.23	1
1431	GSM389279	GSE15533	W. Zhang	20090404	O157:H7	BHI	5ul/mL	chlorine	log phase			r1	0	0	0	0	1	0
1432	GSM389280	GSE15533	W. Zhang	20090404	O157:H7	BHI	5ul/mL	chlorine	log phase			r1	0	0	0	0	1	0
1433	GSM389281	GSE15533	W. Zhang	20090404	O157:H7	BHI	1.1uL	H2O2	log phase			r1	0	0	0	0	1	0
1434	GSM389282	GSE15533	W. Zhang	20090404	O157:H7	BHI	1.1uL	H2O2	log phase			r1	0	0	0	0	1	0
1435	GSM389283	GSE15533	W. Zhang	20090404	O157:H7	BHI			log phase			r1	0	0	0	0	1	0
1436	GSM389284	GSE15533	W. Zhang	20090404	O157:H7	BHI			log phase			r1	0	0	0	0	1	0
1437	GSM389285	GSE15533	W. Zhang	20090404	O157:H7	BHI	5ul/mL	chlorine	log phase			r2	0	0	0	0	1	0
1438	GSM389286	GSE15533	W. Zhang	20090404	O157:H7	BHI	5ul/mL	chlorine	log phase			r2	0	0	0	0	1	0
1439	GSM389287	GSE15533	W. Zhang	20090404	O157:H7	BHI	1.1uL	H2O2	log phase			r2	0	0	0	0	1	0
1440	GSM389288	GSE15533	W. Zhang	20090404	O157:H7	BHI	1.1uL	H2O2	log phase			r2	0	0	0	0	1	0
1441	GSM389289	GSE15533	W. Zhang	20090404	O157:H7	BHI			log phase			r2	0	0	0	0	1	0
1442	GSM389290	GSE15533	W. Zhang	20090404	O157:H7	BHI			log phase			r2	0	0	0	0	1	0
1443	GSM434734	GSE17420	T. Dong	20090803	O157:H7	LB			exponential	WT		r1	0	0	0	0	1	0
1444	GSM434735	GSE17420	T. Dong	20090803	O157:H7	LB			exponential	WT		r2	0	0	0	0	1	0
1445	GSM434736	GSE17420	T. Dong	20090803	O157:H7	LB			exponential	WT		r3	0	0	0	0	1	0
1446	GSM434737	GSE17420	T. Dong	20090803	O157:H7	LB			exponential	rpoS	U	r1	1	0	1	0	1	0
1447	GSM434738	GSE17420	T. Dong	20090803	O157:H7	LB			exponential	rpoS	U	r2	1	0	1	0	1	0
1448	GSM434739	GSE17420	T. Dong	20090803	O157:H7	LB			exponential	rpoS	U	r3	1	0	1	0	1	0
1449	GSM434740	GSE17420	T. Dong	20090803	O157:H7	LB			stationary	WT		r1	0	0	0	0	1	0
1450	GSM434741	GSE17420	T. Dong	20090803	O157:H7	LB			stationary	WT		r2	0	0	0	0	1	0
1451	GSM434742	GSE17420	T. Dong	20090803	O157:H7	LB			stationary	WT		r3	0	0	0	0	1	0
1452	GSM434743	GSE17420	T. Dong	20090803	O157:H7	LB			stationary	rpoS	U	r1	1	0	1	0	1	0
1453	GSM434744	GSE17420	T. Dong	20090803	O157:H7	LB			stationary	rpoS	U	r2	1	0	1	0	1	0
1454	GSM434745	GSE17420	T. Dong	20090803	O157:H7	LB			stationary	rpoS	U	r3	1	0	1	0	1	0
1455	GSM435772	GSE17465	M. Lin	20100729	JM109	LB			0	WT		r1	0	0	0	0	1	0
1456	GSM435773	GSE17465	M. Lin	20100729	JM109	LB			0	WT		r2	0	0	0	0	1	0
1457	GSM435774	GSE17465	M. Lin	20100729	JM109	LB			0	WT		r3	0	0	0	0	1	0
1458	GSM435775	GSE17465	M. Lin	20100729	JM109	LB			10	WT		r1	0	0	0	0	1	0
1459	GSM435776	GSE17465	M. Lin	20100729	JM109	LB			10	WT		r2	0	0	0	0	1	0
1460	GSM435777	GSE17465	M. Lin	20100729	JM109	LB			10	WT		r3	0	0	0	0	1	0
1461	GSM435778	GSE17465	M. Lin	20100729	JM109	LB			60	WT		r1	0	0	0	0	1	0
1462	GSM435779	GSE17465	M. Lin	20100729	JM109	LB			60	WT		r2	0	0	0	0	1	0
1463	GSM435780	GSE17465	M. Lin	20100729	JM109	LB			60	WT		r3	0	0	0	0	1	0
1464	GSM435781	GSE17465	M. Lin	20100729	JM109	LB			0	IrrE	U	r1	1	0	0	0	1	0
1465	GSM435782	GSE17465	M. Lin	20100729	JM109	LB			0	IrrE	U	r2	1	0	0	0	1	0
1466	GSM435783	GSE17465	M. Lin	20100729	JM109	LB			0	IrrE	U	r3	1	0	0	0	1	0
1467	GSM435784	GSE17465	M. Lin	20100729	JM109	LB			10	IrrE	U	r1	1	0	0	0	1	0
1468	GSM435785	GSE17465	M. Lin	20100729	JM109	LB			10	IrrE	U	r2	1	0	0	0	1	0
1469	GSM435786	GSE17465	M. Lin	20100729	JM109	LB			10	IrrE	U	r3	1	0	0	0	1	0
1470	GSM435787	GSE17465	M. Lin	20100729	JM109	LB			60	IrrE	U	r1	1	0	0	0	1	0
1471	GSM435788	GSE17465	M. Lin	20100729	JM109	LB			60	IrrE	U	r2	1	0	0	0	1	0
1472	GSM435789	GSE17465	M. Lin	20100729	JM109	LB			60	IrrE	U	r3	1	0	0	0	1	0
1473	GSM436542	GSE17519	F. Critzer	20091005	O157:H7	LB			0			r1	0	0	0	0	1	0
1474	GSM436549	GSE17519	F. Critzer	20091005	O157:H7	LB			0			r2	0	0	0	0	1	0
1475	GSM436569	GSE17519	F. Critzer	20091005	O157:H7	LB	0.50%	sodiumbenzoate	0			r1	0	0	0	0	1	0
1476	GSM436572	GSE17519	F. Critzer	20091005	O157:H7	LB	0.50%	sodiumbenzoate	0			r2	0	0	0	0	1	0
1477	GSM436574	GSE17519	F. Critzer	20091005	O157:H7	LB			5			r1	0	0	0	0	1	0
1478	GSM436577	GSE17519	F. Critzer	20091005	O157:H7	LB			5			r2	0	0	0	0	1	0
1479	GSM436588	GSE17519	F. Critzer	20091005	O157:H7	LB	0.50%	sodiumbenzoate	5			r1	0	0	0	0	1	0
1480	GSM436617	GSE17519	F. Critzer	20091005	O157:H7	LB	0.50%	sodiumbenzoate	5			r2	0	0	0	0	1	0
1481	GSM436618	GSE17519	F. Critzer	20091005	O157:H7	LB			15			r1	0	0	0	0	1	0
1482	GSM436619	GSE17519	F. Critzer	20091005	O157:H7	LB			15			r2	0	0	0	0	1	0
1483	GSM436620	GSE17519	F. Critzer	20091005	O157:H7	LB	0.50%	sodiumbenzoate	15			r1	0	0	0	0	1	0
1484	GSM436621	GSE17519	F. Critzer	20091005	O157:H7	LB	0.50%	sodiumbenzoate	15			r2	0	0	0	0	1	0
1485	GSM436622	GSE17519	F. Critzer	20091005	O157:H7	LB			30			r1	0	0	0	0	1	0
1486	GSM436623	GSE17519	F. Critzer	20091005	O157:H7	LB			30			r2	0	0	0	0	1	0
1487	GSM436624	GSE17519	F. Critzer	20091005	O157:H7	LB	0.50%	sodiumbenzoate	30			r1	0	0	0	0	1	0
1488	GSM436625	GSE17519	F. Critzer	20091005	O157:H7	LB	0.50%	sodiumbenzoate	30			r2	0	0	0	0	1	0
1489	GSM436626	GSE17519	F. Critzer	20091005	O157:H7	LB			60			r1	0	0	0	0	1	0
1490	GSM436627	GSE17519	F. Critzer	20091005	O157:H7	LB			60			r2	0	0	0	0	1	0
1491	GSM436628	GSE17519	F. Critzer	20091005	O157:H7	LB	0.50%	sodiumbenzoate	60			r1	0	0	0	0	1	0
1492	GSM436629	GSE17519	F. Critzer	20091005	O157:H7	LB	0.50%	sodiumbenzoate	60			r2	0	0	0	0	1	0
1493	GSM436883	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	rpoS	D	r1	1	0	1	0	1	0
1494	GSM436884	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	rpoS	D	r2	1	0	1	0	1	0
1495	GSM436885	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	rpoS	D	r3	1	0	1	0	1	0
1496	GSM436886	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	rpoS	D	r1	1	0	1	0	1	0
1497	GSM436887	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	rpoS	D	r2	1	0	1	0	1	0
1498	GSM436888	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	rpoS	D	r3	1	0	1	0	1	0
1499	GSM436889	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	WT		r1	-1	1	0	0	1	0
1500	GSM436890	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	WT		r2	-1	1	0	0	1	0
1501	GSM436891	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	WT		r3	-1	1	0	0	1	0
1502	GSM436892	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	WT		r1	-1	1	0	0	1	0
1503	GSM436893	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	WT		r2	-1	1	0	0	1	0
1504	GSM436894	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	WT		r3	-1	1	0	0	1	0
1505	GSM436895	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	rpoS	D	r1	1	0	1	0	1	0
1506	GSM436896	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	rpoS	D	r2	1	0	1	0	1	0
1507	GSM436897	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	rpoS	D	r3	1	0	1	0	1	0
1508	GSM436898	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	WT		r1	-1	1	0	0	1	0
1509	GSM436899	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	WT		r2	-1	1	0	0	1	0
1510	GSM436900	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	WT		r3	-1	1	0	0	1	0
1511	GSM436901	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	WT		r1	-1	1	0	0	1	0
1512	GSM436902	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	WT		r2	-1	1	0	0	1	0
1513	GSM436903	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	WT		r3	-1	1	0	0	1	0
1514	GSM436904	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	WT		r1	-1	1	0	0	1	0
1515	GSM436905	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	WT		r2	-1	1	0	0	1	0
1516	GSM436906	GSE17526	M. Lin	20100720	BW25113	M9	150g/L	ethanol	15	WT		r3	-1	1	0	0	1	0
1517	GSM438111	GSE17584	R. Khankal	20090812	W3110	LB	4g/L	glucose	exponential	WT		r1	-1	1	0	0	1	0
1518	GSM438112	GSE17584	R. Khankal	20090812	W3110	LB	4g/L	glucose	exponential	WT		r2	-1	1	0	0	1	0
1519	GSM438113	GSE17584	R. Khankal	20090812	W3110	LB	4g/L	glucose	exponential	WT		r3	-1	1	0	0	1	0
1520	GSM438114	GSE17584	R. Khankal	20090812	W3110	LB			exponential	WT		r1	0	0	0	0	1	0
1521	GSM438115	GSE17584	R. Khankal	20090812	W3110	LB			exponential	WT		r2	0	0	0	0	1	0
1522	GSM438116	GSE17584	R. Khankal	20090812	W3110	LB			exponential	WT		r3	0	0	0	0	1	0
1523	GSM438117	GSE17584	R. Khankal	20090812	W3110	LB	4g/L	glucose	exponential	CRP	D	r1	1	0	1	0	1	0
1524	GSM438118	GSE17584	R. Khankal	20090812	W3110	LB	4g/L	glucose	exponential	CRP	D	r2	1	0	1	0	1	0
1525	GSM438119	GSE17584	R. Khankal	20090812	W3110	LB	4g/L	glucose	exponential	CRP	D	r3	1	0	1	0	1	0
1526	GSM438120	GSE17584	R. Khankal	20090812	W3110	LB	4g/L	glucose	exponential	CRP	D	r4	1	0	1	0	1	0
1527	GSM438121	GSE17584	R. Khankal	20090812	W3110	LB	4g/L	glucose	exponential	CRP	D	r5	1	0	1	0	1	0
1528	GSM438122	GSE17584	R. Khankal	20090812	W3110	LB			exponential	CRP	D	r1	0	0	1	0	1	0
1529	GSM438123	GSE17584	R. Khankal	20090812	W3110	LB			exponential	CRP	D	r2	0	0	1	0	1	0
1530	GSM438124	GSE17584	R. Khankal	20090812	W3110	LB			exponential	CRP	D	r3	0	0	1	0	1	0
1531	GSM445914	GSE17853	S. Hong	20100222	BW25113	LB		biofilm	420			r1	0	0	0	0	1	0
1532	GSM445915	GSE17853	S. Hong	20100222	BW25113	LB		biofilm	420			r2	0	0	0	0	1	0
1533	GSM452795	GSE18118	M. Kendall	20100907	86-24	DMEM			420	qseA	D	r1	1	0	1	0	1	0
1534	GSM452798	GSE18118	M. Kendall	20100907	86-24	DMEM			420	WT		r2	0	0	0	0	1	0
1535	GSM460022	GSE18474	Y. Nakanishi	20111001	O157:H7	LB			mid-exponential phase			r1	0	0	0	0	1	0
1536	GSM460023	GSE18474	Y. Nakanishi	20111001	O157:H7	LB			mid-exponential phase			r2	0	0	0	0	1	0
1537	GSM460024	GSE18474	Y. Nakanishi	20111001	O157:H7 and B. longum	LB			mid-exponential phase			r1	0	0	0	0	1	0
1538	GSM460025	GSE18474	Y. Nakanishi	20111001	O157:H7 and B. longum	LB			mid-exponential phase			r2	0	0	0	0	1	0
1539	GSM462878	GSE18623	K. Zhu	20091020	MG1655	LB	1ug/mL	DMSO	mid-log phase			r1	0	0	0	0	1	0
1540	GSM462879	GSE18623	K. Zhu	20091020	MG1655	LB	1ug/mL	DMSO	mid-log phase			r2	0	0	0	0	1	0
1541	GSM462880	GSE18623	K. Zhu	20091020	MG1655	LB	1ug/mL	DMSO	mid-log phase			r3	0	0	0	0	1	0
1542	GSM462881	GSE18623	K. Zhu	20091020	MG1655	LB	1ug/mL	CHIR-090	mid-log phase			r1	0	0	0	0	1	0
1543	GSM462882	GSE18623	K. Zhu	20091020	MG1655	LB	1ug/mL	CHIR-090	mid-log phase			r2	0	0	0	0	1	0
1544	GSM462883	GSE18623	K. Zhu	20091020	MG1655	LB	1ug/mL	CHIR-090	mid-log phase			r3	0	0	0	0	1	0
1545	GSM467152	GSE18852	Y.Kim	20091108	BW25113	LB			120	WT		r1	0	0	0	0	1	0
1546	GSM467153	GSE18852	Y.Kim	20091109	BW25114	LB			120	hfq	D	r2	1	0	1	0	1	0
1547	GSM469137	GSE18935	K. Moon	20091110	MG1655	LB	100uM	IPTG	15	WT		r1	0	0	0	1	1	0
1548	GSM469138	GSE18935	K. Moon	20091110	MG1655	LB	100uM	IPTG	15	WT		r2	0	0	0	1	1	0
1549	GSM469139	GSE18935	K. Moon	20091110	MG1655	LB	100uM	IPTG	15	mgrR	D	r1	1	0	0	0	1	0
1550	GSM469140	GSE18935	K. Moon	20091110	MG1655	LB	100uM	IPTG	15	mgrR	D	r2	1	0	0	0	1	0
1551	GSM469141	GSE18935	K. Moon	20091110	MG1655	LB	100uM	IPTG	15	mgrR	D	r1	1	0	0	0	1	0
1552	GSM469142	GSE18935	K. Moon	20091110	MG1655	LB	100uM	IPTG	15	mgrR	D	r2	1	0	0	0	1	0
1553	GSM469143	GSE18935	K. Moon	20091110	MG1655	LB	100uM	IPTG	15	mgrR	D	r1	1	0	0	0	1	0
1554	GSM469144	GSE18935	K. Moon	20091110	MG1655	LB	100uM	IPTG	15	mgrR	D	r2	1	0	0	0	1	0
1555	GSM469641	GSE18972	H. Hu	20101031	BW25113	LB			300	frdC	D	r1	-1	1	1	0	1	0
1556	GSM469642	GSE18972	H. Hu	20101031	BW25113	LB			300	HW2	D	r2	-1	1	0	0	1	0
1557	GSM490261	GSE19655	S. Durand	20091230	MG1655	LB	50ug/mL 0.2%	ampicillin arabinose	exponential	WT		r1	0	0	0	0	1	0
1558	GSM490262	GSE19655	S. Durand	20091230	MG1655	LB	50ug/mL 0.2%	ampicillin arabinose	exponential	fnrS	D	r1	1	0	0	0	1	0
1559	GSM490263	GSE19655	S. Durand	20091230	MG1655	LB	50ug/mL 0.2%	ampicillin arabinose	exponential	WT		r2	0	0	0	0	1	0
1560	GSM490264	GSE19655	S. Durand	20091230	MG1655	LB	50ug/mL 0.2%	ampicillin arabinose	exponential	fnrS	D	r2	1	0	0	0	1	0
1561	GSM490265	GSE19655	S. Durand	20091230	MG1655	LB	50ug/mL 0.2%	ampicillin arabinose	exponential	WT		r3	0	0	0	0	1	0
1562	GSM490266	GSE19655	S. Durand	20091230	MG1655	LB	50ug/mL 0.2%	ampicillin arabinose	exponential	fnrS	D	r3	1	0	0	0	1	0
1563	GSM502093	GSE20095	T. Dong	20101204	MG1655	M9	2g/L	glucose	exponential	WT		r1	0	0	0	1	1	0
1564	GSM502094	GSE20095	T. Dong	20101204	MG1655	M9	2g/L	glucose	exponential	WT		r2	0	0	0	1	1	0
1565	GSM502095	GSE20095	T. Dong	20101204	MG1655	M9	2g/L	glucose	exponential	WT		r3	0	0	0	1	1	0
1566	GSM502096	GSE20095	T. Dong	20101204	MG1655	M9	2g/L	glucose	exponential	rpoS	D	r1	1	0	1	0	1	0
1567	GSM502097	GSE20095	T. Dong	20101204	MG1655	M9	2g/L	glucose	exponential	rpoS	D	r2	1	0	1	0	1	0
1568	GSM502098	GSE20095	T. Dong	20101204	MG1655	M9	2g/L	glucose	exponential	rpoS	D	r3	1	0	1	0	1	0
1569	GSM502099	GSE20095	T. Dong	20101204	MG1655	M9	2g/L	glucose	exponential	rpoN	D	r1	1	0	1	0	1	0
1570	GSM502100	GSE20095	T. Dong	20101204	MG1655	M9	2g/L	glucose	exponential	rpoN	D	r2	1	0	1	0	1	0
1571	GSM502101	GSE20095	T. Dong	20101204	MG1655	M9	2g/L	glucose	exponential	rpoN	D	r3	1	0	1	0	1	0
1572	GSM510322	GSE20374	G. Vemuri	20100218	MG1655	MOPS	1g/L 200ug/mL	glucose erythromycin	mid-exponential phase			r1	-1	1	0	0	1	0
1573	GSM510323	GSE20374	G. Vemuri	20100218	MG1655	MOPS	1g/L 200ug/mL	glucose erythromycin	mid-exponential phase			r2	-1	1	0	0	1	0
1574	GSM510324	GSE20374	G. Vemuri	20100218	MG1655	MOPS	1g/L 200ug/mL	glucose erythromycin	mid-exponential phase			r3	-1	1	0	0	1	0
1575	GSM510325	GSE20374	G. Vemuri	20100218	MG1655	MOPS	1g/L 200ug/mL	glucose erythromycin	mid-exponential phase			r1	-1	1	0	0	1	0
1576	GSM510326	GSE20374	G. Vemuri	20100218	MG1655	MOPS	1g/L 200ug/mL	glucose erythromycin	mid-exponential phase			r2	-1	1	0	0	1	0
1577	GSM510327	GSE20374	G. Vemuri	20100218	MG1655	MOPS	1g/L 200ug/mL	glucose erythromycin	mid-exponential phase			r3	-1	1	0	0	1	0
1578	GSM510328	GSE20374	G. Vemuri	20100218	MG1655	MOPS	1g/L 200ug/mL	glucose erythromycin	mid-exponential phase			r1	-1	1	0	0	1	0
1579	GSM510329	GSE20374	G. Vemuri	20100218	MG1655	MOPS	1g/L 200ug/mL	glucose erythromycin	mid-exponential phase			r2	-1	1	0	0	1	0
1580	GSM510330	GSE20374	G. Vemuri	20100218	MG1655	MOPS	1g/L 200ug/mL	glucose erythromycin	mid-exponential phase			r3	-1	1	0	0	1	0
1581	GSM510398	GSE20380	S. Hamner	20120731	O157:H7	LB			mid-log phase			r1	0	0	0	0	1	0
1582	GSM510399	GSE20380	S. Hamner	20120731	O157:H7	LB			mid-log phase			r2	0	0	0	0	1	0
1583	GSM510400	GSE20380	S. Hamner	20120731	O157:H7	LB			mid-log phase			r3	0	0	0	0	1	0
1584	GSM510401	GSE20380	S. Hamner	20120731	O157:H7	LB	0.80%	bile	mid-log phase			r1	0	0	0	0	1	0
1585	GSM510402	GSE20380	S. Hamner	20120731	O157:H7	LB	0.80%	bile	mid-log phase			r2	0	0	0	0	1	0
1586	GSM510403	GSE20380	S. Hamner	20120731	O157:H7	LB	0.80%	bile	mid-log phase			r3	0	0	0	0	1	0
1587	GSM538619	GSE21551	I. Patel	20100507	MG1655	LB			mid-log phase	WT		r1	0	0	0	1	1	0
1588	GSM538620	GSE21551	I. Patel	20100507	MG1655	LB			mid-log phase	WT		r2	0	0	0	1	1	0
1589	GSM538621	GSE21551	I. Patel	20100507	MG1655	LB			mid-log phase	rimO	D	r1	1	0	1	0	1	0
1590	GSM538622	GSE21551	I. Patel	20100507	MG1655	LB			mid-log phase	rimO	D	r2	1	0	1	0	1	0
1591	GSM538623	GSE21551	I. Patel	20100507	MG1655	LB			mid-log phase	rimO	D	r1	1	0	1	0	1	0
1592	GSM538624	GSE21551	I. Patel	20100507	MG1655	LB			mid-log phase	rimO	D	r2	1	0	1	0	1	0
1593	GSM538625	GSE21551	I. Patel	20100507	MG1655	LB			mid-log phase	ycaO	D	r1	1	0	1	0	1	0
1594	GSM538626	GSE21551	I. Patel	20100507	MG1655	LB			mid-log phase	ycaO	D	r2	1	0	1	0	1	0
