"Enzyme Frame ID"	"EC"	"Reaction ID"	"Reaction stoichiometry"	"Direction"	"Turnover Forward (s^-1)"	"Turnover Reverse (s^-1)"	"Comments"
"[""ACYLCOASYN-MONOMER""]"	"6.2.1.3"	"FACOAL100t2pp"	"atp[c] + coa[c] + dca[p] + h[p] --> amp[c] + dcacoa[c] + h[c] + ppi[c]"	"forward only"		0	
"[""ACYLCOASYN-MONOMER""]"	"6.2.1.3"	"FACOAL120t2pp"	"atp[c] + coa[c] + ddca[p] + h[p] --> amp[c] + ddcacoa[c] + h[c] + ppi[c]"	"forward only"		0	
"[""ACYLCOASYN-MONOMER""]"	"6.2.1.3"	"FACOAL140t2pp"	"atp[c] + coa[c] + h[p] + ttdca[p] --> amp[c] + h[c] + ppi[c] + tdcoa[c]"	"forward only"		0	
"[""ACYLCOASYN-MONOMER""]"	"6.2.1.3"	"FACOAL141t2pp"	"atp[c] + coa[c] + h[p] + ttdcea[p] --> amp[c] + h[c] + ppi[c] + tdecoa[c]"	"forward only"		0	
"[""ACYLCOASYN-MONOMER""]"	"6.2.1.3"	"FACOAL160t2pp"	"atp[c] + coa[c] + h[p] + hdca[p] --> amp[c] + h[c] + pmtcoa[c] + ppi[c]"	"forward only"		0	
"[""ACYLCOASYN-MONOMER""]"	"6.2.1.3"	"FACOAL161t2pp"	"atp[c] + coa[c] + h[p] + hdcea[p] --> amp[c] + h[c] + hdcoa[c] + ppi[c]"	"forward only"		0	
"[""ACYLCOASYN-MONOMER""]"	"6.2.1.3"	"FACOAL180t2pp"	"atp[c] + coa[c] + h[p] + ocdca[p] --> amp[c] + h[c] + ppi[c] + stcoa[c]"	"forward only"		0	
"[""ACYLCOASYN-MONOMER""]"	"6.2.1.3"	"FACOAL181t2pp"	"atp[c] + coa[c] + h[p] + ocdcea[p] --> amp[c] + h[c] + odecoa[c] + ppi[c]"	"forward only"		0	
"[""ACYLCOASYN-MONOMER""]"	"6.2.1.3"	"FACOAL60t2pp"	"atp[c] + coa[c] + h[p] + hxa[p] --> amp[c] + h[c] + hxcoa[c] + ppi[c]"	"forward only"		0	
"[""ACYLCOASYN-MONOMER""]"	"6.2.1.3"	"FACOAL80t2pp"	"atp[c] + coa[c] + h[p] + octa[p] --> amp[c] + h[c] + occoa[c] + ppi[c]"	"forward only"		0	
"[""EG12357-MONOMER""]"	"6.2.1.3"	"FACOAL100t2pp"	"atp[c] + coa[c] + dca[p] + h[p] --> amp[c] + dcacoa[c] + h[c] + ppi[c]"	"forward only"		0	
"[""EG12357-MONOMER""]"	"6.2.1.3"	"FACOAL120t2pp"	"atp[c] + coa[c] + ddca[p] + h[p] --> amp[c] + ddcacoa[c] + h[c] + ppi[c]"	"forward only"		0	
"[""EG12357-MONOMER""]"	"6.2.1.3"	"FACOAL140t2pp"	"atp[c] + coa[c] + h[p] + ttdca[p] --> amp[c] + h[c] + ppi[c] + tdcoa[c]"	"forward only"		0	
"[""EG12357-MONOMER""]"	"6.2.1.3"	"FACOAL141t2pp"	"atp[c] + coa[c] + h[p] + ttdcea[p] --> amp[c] + h[c] + ppi[c] + tdecoa[c]"	"forward only"		0	
"[""EG12357-MONOMER""]"	"6.2.1.3"	"FACOAL160t2pp"	"atp[c] + coa[c] + h[p] + hdca[p] --> amp[c] + h[c] + pmtcoa[c] + ppi[c]"	"forward only"		0	
"[""EG12357-MONOMER""]"	"6.2.1.3"	"FACOAL161t2pp"	"atp[c] + coa[c] + h[p] + hdcea[p] --> amp[c] + h[c] + hdcoa[c] + ppi[c]"	"forward only"		0	
"[""EG12357-MONOMER""]"	"6.2.1.3"	"FACOAL180t2pp"	"atp[c] + coa[c] + h[p] + ocdca[p] --> amp[c] + h[c] + ppi[c] + stcoa[c]"	"forward only"		0	
"[""EG12357-MONOMER""]"	"6.2.1.3"	"FACOAL181t2pp"	"atp[c] + coa[c] + h[p] + ocdcea[p] --> amp[c] + h[c] + odecoa[c] + ppi[c]"	"forward only"		0	
"[""EG12357-MONOMER""]"	"6.2.1.3"	"FACOAL60t2pp"	"atp[c] + coa[c] + h[p] + hxa[p] --> amp[c] + h[c] + hxcoa[c] + ppi[c]"	"forward only"		0	
"[""EG12357-MONOMER""]"	"6.2.1.3"	"FACOAL80t2pp"	"atp[c] + coa[c] + h[p] + octa[p] --> amp[c] + h[c] + occoa[c] + ppi[c]"	"forward only"		0	
"[""G6719-MONOMER""]"	"6.2.1.30"	"PACCOAL"	"[c] : atp + coa + pac --> amp + phaccoa + ppi"	"forward only"		0	
"[""SUCCCOASYN""]"	"6.2.1.5"	"SUCOAS"	"[c] : atp + coa + succ <==> adp + pi + succoa"	"reversible"			
"[""ASNSYNA-MONOMER""]"	"6.3.1.1"	"ASNS2"	"[c] : asp-L + atp + nh4 --> amp + asn-L + h + ppi"	"forward only"		0	
"[""G6644-MONOMER""]"	"6.3.1.2"	"GLNS"	"[c] : atp + glu-L + nh4 --> adp + gln-L + h + pi"	"forward only"		0	
"[""GLUTAMINESYN-MONOMER""]"	"6.3.1.2"	"GLNS"	"[c] : atp + glu-L + nh4 --> adp + gln-L + h + pi"	"forward only"		0	
"[""NAD-SYNTH-MONOMER""]"	"6.3.1.5"	"NADS1"	"[c] : atp + dnad + nh4 --> amp + h + nad + ppi"	"forward only"		0	
"[""GSP-MONOMER""]"	"6.3.1.8"	"GSPMDS"	"[c] : atp + gthrd + spmd --> adp + gtspmd + h + pi"	"forward only"		0	
"[""PANTOATE-BETA-ALANINE-LIG-MONOMER""]"	"6.3.2.1"	"PANTS"	"[c] : ala-B + atp + pant-R --> amp + h + pnto-R + ppi"	"forward only"		0	
"[""FOLC-MONOMER""]"	"6.3.2.12"	"DHFS"	"[c] : atp + dhpt + glu-L --> adp + dhf + h + pi"	"forward only"		0	
"[""UDP-NACMURALGLDAPLIG-MONOMER""]"	"6.3.2.13"	"UAAGDS"	"[c] : 26dap-M + atp + uamag --> adp + h + pi + ugmd"	"forward only"		0	
"[""UDP-NACMURALGLDAPAALIG-MONOMER""]"	"6.3.2.15"	"UGMDDS"	"[c] : alaala + atp + ugmd --> adp + h + pi + ugmda"	"forward only"		0	
"[""GLUTCYSLIG-MONOMER""]"	"6.3.2.2"	"GLUCYS"	"[c] : atp + cys-L + glu-L --> adp + glucys + h + pi"	"forward only"		0	
"[""GLUTATHIONE-SYN-MONOMER""]"	"6.3.2.3"	"GTHS"	"[c] : atp + glucys + gly --> adp + gthrd + h + pi"	"forward only"		0	
"[""DALADALALIGA-MONOMER""]"	"6.3.2.4"	"ALAALAr"	"[c] : (2) ala-D + atp <==> adp + alaala + h + pi"	"reversible"			
"[""DALADALALIGB-MONOMER""]"	"6.3.2.4"	"ALAALAr"	"[c] : (2) ala-D + atp <==> adp + alaala + h + pi"	"reversible"			
"[""EG10004-MONOMER""]"	"6.3.2.5"	"PPNCL2"	"[c] : 4ppan + ctp + cys-L --> 4ppcys + cmp + h + ppi"	"forward only"		0	
"[""SAICARSYN-MONOMER""]"	"6.3.2.6"	"PRASCS"	"[c] : 5aizc + asp-L + atp --> 25aics + adp + h + pi"	"forward only"		0	
"[""UDP-NACMUR-ALA-LIG-MONOMER""]"	"6.3.2.8"	"UAMAS"	"[c] : ala-L + atp + uamr --> adp + h + pi + uama"	"forward only"		0	
"[""UDP-NACMURALA-GLU-LIG-MONOMER""]"	"6.3.2.9"	"UAMAGS"	"[c] : atp + glu-D + uama --> adp + h + pi + uamag"	"forward only"		0	
"[""AIRS-MONOMER""]"	"6.3.3.1"	"PRAIS"	"[c] : atp + fpram --> adp + air + (2) h + pi"	"forward only"		0	
"[""DETHIOBIOTIN-SYN-MONOMER""]"	"6.3.3.3"	"DBTS"	"[c] : atp + co2 + dann --> adp + dtbt + (3) h + pi"	"forward only"		0	
"[""GLYCRIBONUCSYN-MONOMER""]"	"6.3.4.13"	"PRAGSr"	"[c] : atp + gly + pram <==> adp + gar + h + pi"	"reversible"			
"[""CTPSYN-MONOMER""]"	"6.3.4.2"	"CTPS2"	"[c] : atp + gln-L + h2o + utp --> adp + ctp + glu-L + (2) h + pi"	"forward only"		0	
"[""ADENYLOSUCCINATE-SYN-MONOMER""]"	"6.3.4.4"	"ADSS"	"[c] : asp-L + gtp + imp --> dcamp + gdp + (2) h + pi"	"forward only"		0	
"[""ARGSUCCINSYN-MONOMER""]"	"6.3.4.5"	"ARGSS"	"[c] : asp-L + atp + citr-L --> amp + argsuc + h + ppi"	"forward only"		0	
"[""GMP-SYN-MONOMER""]"	"6.3.5.2"	"GMPS2"	"[c] : atp + gln-L + h2o + xmp --> amp + glu-L + gmp + (2) h + ppi"	"forward only"		0	
"[""FGAMSYN-MONOMER""]"	"6.3.5.3"	"PRFGS"	"[c] : atp + fgam + gln-L + h2o --> adp + fpram + glu-L + h + pi"	"forward only"		0	
"[""ASNSYNB-MONOMER""]"	"6.3.5.4"	"ASNS1"	"[c] : asp-L + atp + gln-L + h2o --> amp + asn-L + glu-L + h + ppi"	"forward only"		0	
"[""CARBPSYN-CPLX""]"	"6.3.5.5"	"CBPS"	"[c] : (2) atp + gln-L + h2o + hco3 --> (2) adp + cbp + glu-L + (2) h + pi"	"forward only"		0	
"[""ACETYL-COA-CARBOXYLMULTI-CPLX""]"	"6.4.1.2"	"ACCOAC"	"[c] : accoa + atp + hco3 --> adp + h + malcoa + pi"	"forward only"		0	
